SCENARIO_ID;ARRIVAL_ID;ROUTE_ID;START_TIME;END_TIME;FORWARD
S002;130;0;936;936;1
S002;130;1;940;960;1
S002;130;2;960;965;1
S002;130;3;965;970;1
S002;130;19;970;1000;1
S002;131;0;45;45;1
S002;131;1;50;75;1
S002;131;2;75;80;1
S002;131;3;80;85;1
S002;131;4;85;90;1
S002;131;5;90;95;1
S002;131;6;95;100;1
S002;131;7;100;105;1
S002;131;8;105;110;1
S002;131;9;110;115;1
S002;131;10;115;120;1
S002;131;11;120;125;1
S002;131;12;125;130;1
S002;131;64;130;140;1
S002;131;64;1050;1080;0
S002;131;12;1080;1085;0
S002;131;11;1085;1090;0
S002;131;10;1090;1095;0
S002;131;9;1095;1100;0
S002;131;8;1100;1105;0
S002;131;7;1105;1110;0
S002;131;6;1110;1115;0
S002;131;5;1115;1120;0
S002;131;4;1120;1125;0
S002;131;3;1125;1130;0
S002;131;2;1130;1135;0
S002;131;1;1135;1160;0
S002;132;0;834;834;1
S002;132;1;945;965;1
S002;132;2;965;970;1
S002;132;3;970;975;1
S002;132;4;975;980;1
S002;132;5;980;985;1
S002;132;6;985;990;1
S002;132;7;990;995;1
S002;132;8;995;1000;1
S002;132;9;1000;1005;1
S002;132;10;1005;1010;1
S002;132;53;1010;1040;1
S002;132;53;1905;1915;0
S002;132;10;1915;1920;0
S002;132;9;1920;1925;0
S002;132;8;1925;1930;0
S002;132;7;1930;1935;0
S002;132;6;1935;1940;0
S002;132;5;1940;1945;0
S002;132;4;1945;1950;0
S002;132;3;1950;1955;0
S002;132;2;1955;1960;0
S002;132;1;1960;1980;0
S002;133;0;70;70;1
S002;133;1;75;95;1
S002;133;2;95;100;1
S002;133;3;100;105;1
S002;133;4;105;110;1
S002;133;5;110;115;1
S002;133;6;115;120;1
S002;133;7;120;125;1
S002;133;8;125;130;1
S002;133;9;130;135;1
S002;133;50;135;165;1
S002;133;50;3570;3580;0
S002;133;9;3580;3585;0
S002;133;8;3585;3590;0
S002;133;7;3590;3595;0
S002;133;6;3595;3600;0
S002;133;5;3600;3605;0
S002;133;4;3605;3610;0
S002;133;3;3610;3615;0
S002;133;2;3615;3620;0
S002;133;1;3620;3640;0
S002;134;0;900;900;1
S002;134;1;935;955;1
S002;134;2;955;960;1
S002;134;3;960;965;1
S002;134;4;965;970;1
S002;134;22;970;1000;1
S002;134;22;1740;1750;0
S002;134;4;1750;1755;0
S002;134;3;1755;1760;0
S002;134;2;1760;1765;0
S002;134;1;1765;1785;0
S002;135;0;385;385;1
S002;135;1;390;410;1
S002;135;2;410;415;1
S002;135;3;415;420;1
S002;135;4;420;425;1
S002;135;5;425;430;1
S002;135;31;430;460;1
S002;135;31;1145;1175;0
S002;135;5;1175;1180;0
S002;135;4;1180;1185;0
S002;135;3;1185;1190;0
S002;135;2;1190;1195;0
S002;135;1;1195;1215;0
S002;136;0;360;360;1
S002;136;1;365;385;1
S002;136;2;385;390;1
S002;136;3;390;395;1
S002;136;4;395;400;1
S002;136;5;400;405;1
S002;136;33;405;435;1
S002;136;33;1160;1170;0
S002;136;5;1170;1175;0
S002;136;4;1175;1180;0
S002;136;3;1180;1185;0
S002;136;2;1185;1190;0
S002;136;1;1190;1210;0
S002;137;0;102;102;1
S002;137;1;105;125;1
S002;137;2;125;130;1
S002;137;3;130;135;1
S002;137;4;135;140;1
S002;137;5;140;145;1
S002;137;34;145;155;1
S002;137;34;240;270;0
S002;137;5;270;275;0
S002;137;4;275;280;0
S002;137;3;280;285;0
S002;137;2;285;290;0
S002;137;1;290;310;0
S002;138;0;192;192;1
S002;138;1;315;335;1
S002;138;2;335;340;1
S002;138;3;340;345;1
S002;138;4;345;350;1
S002;138;24;350;380;1
S002;139;0;1020;1020;1
S002;139;1;1025;1045;1
S002;139;2;1045;1050;1
S002;139;3;1050;1055;1
S002;139;4;1055;1060;1
S002;139;5;1060;1065;1
S002;139;6;1065;1070;1
S002;139;40;1070;1100;1
S002;139;40;1355;1365;0
S002;139;6;1365;1370;0
S002;139;5;1370;1375;0
S002;139;4;1375;1380;0
S002;139;3;1380;1385;0
S002;139;2;1385;1390;0
S002;139;1;1390;1410;0
S002;140;0;525;525;1
S002;140;1;530;550;1
S002;140;2;550;555;1
S002;140;3;555;560;1
S002;140;4;560;565;1
S002;140;5;565;570;1
S002;140;6;570;575;1
S002;140;7;575;580;1
S002;140;8;580;585;1
S002;140;9;585;590;1
S002;140;10;590;595;1
S002;140;11;595;600;1
S002;140;12;600;605;1
S002;140;13;605;610;1
S002;140;14;610;615;1
S002;140;15;615;620;1
S002;140;16;620;635;1
S002;140;73;635;645;1
S002;140;73;1830;1870;0
S002;140;16;1870;1885;0
S002;140;15;1885;1890;0
S002;140;14;1890;1895;0
S002;140;13;1895;1900;0
S002;140;12;1900;1905;0
S002;140;11;1905;1910;0
S002;140;10;1910;1915;0
S002;140;9;1915;1920;0
S002;140;8;1920;1925;0
S002;140;7;1925;1930;0
S002;140;6;1930;1935;0
S002;140;5;1935;1940;0
S002;140;4;1940;1945;0
S002;140;3;1945;1950;0
S002;140;2;1950;1955;0
S002;140;1;1955;1975;0
S002;141;0;420;420;1
S002;141;1;1440;1460;1
S002;141;2;1460;1465;1
S002;141;3;1465;1470;1
S002;141;4;1470;1475;1
S002;141;5;1475;1480;1
S002;141;6;1480;1485;1
S002;141;7;1485;1490;1
S002;141;8;1490;1495;1
S002;141;9;1495;1500;1
S002;141;10;1500;1505;1
S002;141;11;1505;1510;1
S002;141;12;1510;1515;1
S002;141;13;1515;1520;1
S002;141;14;1520;1525;1
S002;141;15;1525;1530;1
S002;141;16;1530;1545;1
S002;141;78;1545;1555;1
S002;142;0;1510;1510;1
S002;142;1;1540;1560;1
S002;142;2;1560;1565;1
S002;142;3;1565;1570;1
S002;142;17;1570;1600;1
S002;142;17;3570;3580;0
S002;142;3;3580;3585;0
S002;142;2;3585;3590;0
S002;142;1;3590;3610;0
S002;143;0;2544;2544;1
S002;143;1;2600;2620;1
S002;143;2;2620;2625;1
S002;143;3;2625;2630;1
S002;143;4;2630;2635;1
S002;143;5;2635;2640;1
S002;143;6;2640;2645;1
S002;143;7;2645;2650;1
S002;143;45;2650;2680;1
S002;144;0;2870;2870;1
S002;144;1;2880;2905;1
S002;144;2;2905;2910;1
S002;144;3;2910;2915;1
S002;144;4;2915;2920;1
S002;144;5;2920;2925;1
S002;144;6;2925;2930;1
S002;144;7;2930;2935;1
S002;144;8;2935;2940;1
S002;144;9;2940;2945;1
S002;144;10;2945;2950;1
S002;144;11;2950;2955;1
S002;144;12;2955;2960;1
S002;144;65;2960;2990;1
