SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S002;130;199.98;32.0;6.48;56;CGNC;BERÇO ARM 37;CARGO;N/A;4530
S002;131;299.99;48.0;11.3;21;CGC;BERÇO BTP 3;CARGO;N/A;865
S002;132;231.0;32.0;12.0;38;CGC;BERÇO DPW 1;CARGO;N/A;845
S002;133;225.0;32.0;9.25;58;CGNC;BERÇO DPW 4;CARGO;N/A;3405
S002;134;199.2;30.0;11.15;44;CGNC;BERÇO ARM 35P1;CARGO;N/A;740
S002;135;333.33;38.0;8.6;12;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;685
S002;136;186.36;28.0;9.0;22;CGC;BERÇO TECON 3;CARGO;N/A;725
S002;137;258.89;32.0;9.0;22;CGC;BERÇO TECON 2;CARGO;N/A;85
S002;138;199.9;32.0;7.6;26;GSA - E;BERÇO TEAG;CARGO;N/A;5700
S002;139;190.0;32.0;11.71;14;GSA - E;BERÇO OUT 3;CARGO;N/A;255
S002;140;179.87;28.0;8.5;33;GSM - I;BERÇO TIPLAM 3;CARGO;N/A;1185
S002;141;189.99;32.31;9.18;37;GSM - E;BERÇO USIMINAS 3;CARGO;N/A;7545
S002;142;230.0;38.0;10.92;20;GSA - E;BERÇO ARM 39;CARGO;N/A;1815
S002;143;228.41;37.0;7.42;55;CGNC;BERÇO ARM 20/21;CARGO;N/A;4110
S002;144;299.88;48.0;9.8;21;CGC;BERÇO BTP 2;CARGO;N/A;700
S002;145;164.34;23.0;8.0;35;GLG;BERÇO DOW;CARGO;N/A;1505
S002;146;306.0;40.0;12.0;38;CGC;BERÇO DPW 2;CARGO;N/A;1155
S002;147;199.99;36.0;9.85;44;CGNC;BERÇO ARM 35P1;CARGO;N/A;1435
S002;148;180.0;32.0;7.4;48;CGNC;BERÇO ARM 34;CARGO;N/A;8865
S002;149;305.0;50.0;8.6;12;PASSAGEIROS;BERÇO OUT 1;PASSENGER;N/A;625
S002;150;331.43;52.0;8.65;12;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;575
S002;151;183.2;28.0;8.5;1;GLG;BERÇO AL 01;CARGO;N/A;1250
S002;152;272.08;40.0;10.2;22;CGC;BERÇO TECON 3;CARGO;N/A;825
S002;153;333.17;48.0;11.4;22;CGC;BERÇO TECON 1.2;CARGO;N/A;1320
S002;154;336.0;51.0;14.3;22;CGC;BERÇO TECON 2;CARGO;N/A;1245
S002;155;179.89;32.06;8.0;33;GSM - I;BERÇO TIPLAM 2;CARGO;N/A;3370
S002;156;170.7;27.0;9.81;17;CGNC;BERÇO ARM 35P1;CARGO;N/A;7415
S002;157;330.03;48.0;14.0;21;CGC;BERÇO BTP 1;CARGO;N/A;1260
S002;158;168.03;26.0;9.4;38;CGC;BERÇO DPW 2;CARGO;N/A;755
S002;159;270.9;43.0;10.5;38;CGC;BERÇO DPW 1;CARGO;N/A;1990
S002;160;190.0;32.0;6.06;42;CGNC;BERÇO ARM 38;CARGO;N/A;1735
S002;161;199.98;32.0;11.7;44;CGNC;BERÇO ARM 35P2;CARGO;N/A;13320
S002;162;289.59;44.0;8.3;12;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;635
S002;163;323.0;44.0;8.65;12;PASSAGEIROS;BERÇO OUT 1;PASSENGER;N/A;570
S002;165;218.45;30.0;7.6;22;CGC;BERÇO TECON 2;CARGO;N/A;1100
S002;166;299.9;45.0;14.5;22;CGC;BERÇO TECON 3;CARGO;N/A;1070
S002;167;229.0;32.0;6.8;14;GSA - E;BERÇO ARM 19;CARGO;N/A;3305
