SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S002;1;1
S002;2;56
S002;3;63
S002;4;82
S002;5;86
S002;6;84
S002;7;89
S002;8;87
S002;9;97
S002;10;108
S002;11;110
S002;12;106
S002;13;104
S002;14;27
S002;15;27
S002;16;27
S002;17;68
S002;18;63
S002;19;65
S002;20;145
S002;22;74
S002;23;5
S002;24;141
S002;25;99
S002;26;114
S002;27;2
S002;28;69
S002;29;45
S002;30;66
S002;31;67
S002;32;63
S002;33;85
S002;34;83
S002;35;87
S002;36;7
S002;37;141
S002;38;3
S002;39;108
S002;40;104
S002;41;106
S002;42;110
S002;43;79
S002;44;115
S002;45;25
S002;46;10
S002;47;91
S002;48;94
S002;49;65
S002;50;67
S002;51;41
S002;52;83
S002;53;53
S002;54;47
S002;55;147
S002;56;141
S002;57;106
S002;58;108
S002;59;108
S002;60;114
S002;61;93
S002;62;63
S002;63;89
S002;64;86
S002;65;6
S002;66;147
S002;67;141
S002;68;108
S002;69;106
S002;70;93
S002;71;91
S002;72;92
S002;73;2
S002;74;69
S002;75;78
S002;76;56
S002;77;77
S002;78;146
S002;79;64
S002;80;85
S002;81;89
S002;82;83
S002;83;8
S002;84;95
S002;85;106
S002;86;110
S002;87;110
S002;88;79
S002;89;143
S002;90;119
S002;91;94
S002;92;140
S002;93;65
S002;94;67
S002;95;83
S002;96;86
S002;97;58
S002;98;108
S002;99;103
S002;100;122
S002;101;27
S002;102;56
S002;103;65
S002;104;63
S002;105;64
S002;106;86
S002;107;83
S002;108;84
S002;110;19
S002;111;72
S002;112;95
S002;113;110
S002;114;106
S002;115;104
S002;116;5
S002;117;2
S002;118;65
S002;119;68
S002;120;85
S002;121;85
S002;122;51
S002;123;141
S002;124;5
S002;125;3
S002;126;97
S002;127;106
S002;128;109
S002;131;65
S002;133;87
S002;134;53
S002;135;141
S002;136;105
S002;137;104
S002;138;101
S002;139;143
S002;140;120
