SCENARIO_ID;SEGMENT_ID;MONTH;HOURS_0_VESSELS;HOURS_1_VESSEL;HOURS_2_VESSELS;HOURS_3_VESSELS;HOURS_4_VESSELS;HOURS_5_VESSELS;HOURS_5PLUS_VESSELS
ComDragagem20302;1;2025-08;364.42;338.58;41.0;0.0;0.0;0.0;0.0
ComDragagem20302;1;2025-09;382.75;304.83;32.42;0.0;0.0;0.0;0.0
ComDragagem20302;1;2025-10;355.58;306.17;34.25;0.0;0.0;0.0;0.0
ComDragagem20302;2;2025-08;628.42;113.42;2.17;0.0;0.0;0.0;0.0
ComDragagem20302;2;2025-09;623.25;95.33;1.42;0.0;0.0;0.0;0.0
ComDragagem20302;2;2025-10;601.58;93.17;1.25;0.0;0.0;0.0;0.0
ComDragagem20302;3;2025-08;642.5;101.5;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;3;2025-09;629.25;90.75;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;3;2025-10;603.33;92.67;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;4;2025-08;621.25;122.75;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;4;2025-09;610.58;109.42;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;4;2025-10;584.67;111.33;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;5;2025-08;624.0;120.0;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;5;2025-09;612.92;107.08;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;5;2025-10;590.08;105.92;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;6;2025-08;578.33;149.25;16.42;0.0;0.0;0.0;0.0
ComDragagem20302;6;2025-09;572.0;131.58;16.42;0.0;0.0;0.0;0.0
ComDragagem20302;6;2025-10;543.83;136.0;16.17;0.0;0.0;0.0;0.0
ComDragagem20302;7;2025-08;645.5;95.17;3.33;0.0;0.0;0.0;0.0
ComDragagem20302;7;2025-09;635.08;81.75;3.17;0.0;0.0;0.0;0.0
ComDragagem20302;7;2025-10;605.58;87.25;3.17;0.0;0.0;0.0;0.0
ComDragagem20302;8;2025-08;659.0;84.58;0.42;0.0;0.0;0.0;0.0
ComDragagem20302;8;2025-09;646.33;72.5;1.17;0.0;0.0;0.0;0.0
ComDragagem20302;8;2025-10;619.75;75.92;0.33;0.0;0.0;0.0;0.0
ComDragagem20302;9;2025-08;668.25;74.92;0.83;0.0;0.0;0.0;0.0
ComDragagem20302;9;2025-09;652.42;66.5;1.08;0.0;0.0;0.0;0.0
ComDragagem20302;9;2025-10;625.5;68.92;1.58;0.0;0.0;0.0;0.0
ComDragagem20302;10;2025-08;665.0;79.0;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;10;2025-09;644.0;76.0;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;10;2025-10;620.67;75.33;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;11;2025-08;666.0;69.0;9.0;0.0;0.0;0.0;0.0
ComDragagem20302;11;2025-09;650.08;60.42;9.5;0.0;0.0;0.0;0.0
ComDragagem20302;11;2025-10;625.58;59.92;10.5;0.0;0.0;0.0;0.0
ComDragagem20302;12;2025-08;682.92;61.08;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;12;2025-09;671.25;48.75;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;12;2025-10;643.33;52.67;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;13;2025-08;653.5;79.17;11.33;0.0;0.0;0.0;0.0
ComDragagem20302;13;2025-09;635.42;75.33;9.25;0.0;0.0;0.0;0.0
ComDragagem20302;13;2025-10;609.92;71.17;14.92;0.0;0.0;0.0;0.0
ComDragagem20302;14;2025-08;695.67;48.33;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;14;2025-09;679.08;40.92;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;14;2025-10;650.08;45.92;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;15;2025-08;717.92;25.92;0.17;0.0;0.0;0.0;0.0
ComDragagem20302;15;2025-09;705.5;14.5;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;15;2025-10;680.42;15.58;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;16;2025-08;719.5;24.33;0.17;0.0;0.0;0.0;0.0
ComDragagem20302;16;2025-09;696.0;23.67;0.33;0.0;0.0;0.0;0.0
ComDragagem20302;16;2025-10;674.83;21.0;0.17;0.0;0.0;0.0;0.0
ComDragagem20302;17;2025-08;710.92;32.75;0.33;0.0;0.0;0.0;0.0
ComDragagem20302;17;2025-09;686.5;33.5;0.0;0.0;0.0;0.0;0.0
ComDragagem20302;17;2025-10;667.5;28.25;0.25;0.0;0.0;0.0;0.0
