SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
ComDragagem20302;3995;235.0;23.0;12.25;3;CGC;BERÇO VAL;CARGO;N/A;1145
ComDragagem20302;3996;155.0;23.0;9.25;11;GL;BERÇO Ageo I;CARGO;N/A;2830
ComDragagem20302;3997;185.0;23.0;9.75;13;CGC;BERÇO BTP 1;CARGO;N/A;980
ComDragagem20302;3998;366.0;49.0;15.0;13;CGC;BERÇO BTP 3;CARGO;N/A;2030
ComDragagem20302;3999;295.0;23.0;13.25;13;CGC;BERÇO BTP 2;CARGO;N/A;1345
ComDragagem20302;4000;175.0;23.0;10.25;14;GSA - I;BERÇO ARM 30;CARGO;N/A;8510
ComDragagem20302;4001;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 13/14;CARGO;N/A;4600
ComDragagem20302;4002;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 12A;CARGO;N/A;4405
ComDragagem20302;4003;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;2645
ComDragagem20302;4004;205.0;23.0;10.75;21;CGC;BERÇO DPW 1;CARGO;N/A;1060
ComDragagem20302;4005;215.0;23.0;10.25;21;CGC;BERÇO DPW 3;CARGO;N/A;930
ComDragagem20302;4006;275.0;23.0;11.25;21;CGC;BERÇO DPW 2;CARGO;N/A;1255
ComDragagem20302;4007;225.0;36.0;0.0;23;CGNC;BERÇO ARM 31;CARGO;N/A;2635
ComDragagem20302;4008;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;3475
ComDragagem20302;4009;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 19;CARGO;N/A;2915
ComDragagem20302;4010;135.0;23.0;7.25;31;CGC;BERÇO TECON 1.1;CARGO;N/A;755
ComDragagem20302;4011;235.0;23.0;12.25;31;CGC;BERÇO TECON 1.2;CARGO;N/A;1060
ComDragagem20302;4012;305.0;23.0;12.75;31;CGC;BERÇO TECON 2;CARGO;N/A;1495
ComDragagem20302;4013;155.0;23.0;8.25;32;GL;BERÇO AL 03;CARGO;N/A;1975
ComDragagem20302;4014;250.0;38.0;0.0;34;GSA - E;BERÇO TEG;CARGO;N/A;6670
ComDragagem20302;4015;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1355
ComDragagem20302;4016;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1525
ComDragagem20302;4017;225.0;23.0;0.0;41;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;4225
ComDragagem20302;4018;225.0;23.0;0.0;41;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;4120
ComDragagem20302;4019;245.0;23.0;0.0;43;GL;BERÇO AL 01;CARGO;N/A;3005
ComDragagem20302;4020;185.0;23.0;0.0;43;GL;BERÇO AL 02;CARGO;N/A;1935
ComDragagem20302;4021;165.0;23.0;9.25;47;GL;BERÇO AL 04;CARGO;N/A;2540
ComDragagem20302;4022;225.0;23.0;0.0;48;GSA - E;BERÇO ARM 37;CARGO;N/A;3355
ComDragagem20302;4023;225.0;36.0;0.0;12;CGNC;BERÇO ARM 35P2;CARGO;N/A;6425
ComDragagem20302;4024;225.0;36.0;0.0;12;CGNC;BERÇO ARM 35P1;CARGO;N/A;6100
ComDragagem20302;4025;295.0;23.0;14.25;13;CGC;BERÇO BTP 2;CARGO;N/A;1350
ComDragagem20302;4026;325.0;23.0;13.75;13;CGC;BERÇO BTP 1;CARGO;N/A;1460
ComDragagem20302;4027;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 12A;CARGO;N/A;4895
ComDragagem20302;4028;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 13/14;CARGO;N/A;4690
ComDragagem20302;4029;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;2660
ComDragagem20302;4030;215.0;23.0;10.75;21;CGC;BERÇO DPW 3;CARGO;N/A;965
ComDragagem20302;4031;265.0;23.0;12.25;21;CGC;BERÇO DPW 2;CARGO;N/A;1285
ComDragagem20302;4032;225.0;36.0;0.0;22;CGNC;BERÇO DPW 4;CARGO;N/A;3930
ComDragagem20302;4033;175.0;23.0;0.0;24;GSA - E;BERÇO ARM 19;CARGO;N/A;1830
ComDragagem20302;4034;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;3710
ComDragagem20302;4035;185.0;23.0;12.25;27;GSM - I;BERÇO ARM 22/23;CARGO;N/A;5470
