SCENARIO_ID;ARRIVAL_ID;ROUTE_ID;START_TIME;END_TIME;FORWARD
S012;1;0;-12775;-12775;1
S012;1;1;2965;2985;1
S012;1;2;2985;2990;1
S012;1;3;2990;2995;1
S012;1;19;2995;3025;1
S012;1;19;6930;6940;0
S012;1;3;6940;6945;0
S012;1;2;6945;6950;0
S012;1;1;6950;6970;0
S012;6;0;-12275;-12275;1
S012;6;1;50;70;1
S012;6;2;70;75;1
S012;6;3;75;80;1
S012;6;4;80;85;1
S012;6;5;85;90;1
S012;6;35;90;100;1
S012;6;35;1125;1155;0
S012;6;5;1155;1160;0
S012;6;4;1160;1165;0
S012;6;3;1165;1170;0
S012;6;2;1170;1175;0
S012;6;1;1175;1195;0
S012;16;0;-11320;-11320;1
S012;16;1;11525;11545;1
S012;16;2;11545;11550;1
S012;16;3;11550;11555;1
S012;16;4;11555;11560;1
S012;16;25;11560;11570;1
S012;16;25;19685;19715;0
S012;16;4;19715;19720;0
S012;16;3;19720;19725;0
S012;16;2;19725;19730;0
S012;16;1;19730;19750;0
S012;19;0;-10980;-10980;1
S012;19;1;16170;16190;1
S012;19;2;16190;16195;1
S012;19;3;16195;16200;1
S012;19;4;16200;16205;1
S012;19;5;16205;16210;1
S012;19;6;16210;16215;1
S012;19;42;16215;16225;1
S012;19;42;19730;19760;0
S012;19;6;19760;19765;0
S012;19;5;19765;19770;0
S012;19;4;19770;19775;0
S012;19;3;19775;19780;0
S012;19;2;19780;19785;0
S012;19;1;19785;19805;0
S012;29;0;-9900;-9900;1
S012;29;1;30;50;1
S012;29;2;50;55;1
S012;29;3;55;60;1
S012;29;4;60;65;1
S012;29;5;65;70;1
S012;29;6;70;75;1
S012;29;7;75;80;1
S012;29;8;80;85;1
S012;29;9;85;90;1
S012;29;51;90;120;1
S012;29;51;10455;10465;0
S012;29;9;10465;10470;0
S012;29;8;10470;10475;0
S012;29;7;10475;10480;0
S012;29;6;10480;10485;0
S012;29;5;10485;10490;0
S012;29;4;10490;10495;0
S012;29;3;10495;10500;0
S012;29;2;10500;10505;0
S012;29;1;10505;10525;0
S012;73;0;-5340;-5340;1
S012;73;1;0;20;1
S012;73;2;20;25;1
S012;73;3;25;30;1
S012;73;4;30;35;1
S012;73;5;35;40;1
S012;73;6;40;45;1
S012;73;7;45;50;1
S012;73;8;50;55;1
S012;73;9;55;60;1
S012;73;10;60;65;1
S012;73;11;65;70;1
S012;73;12;70;75;1
S012;73;13;75;80;1
S012;73;14;80;85;1
S012;73;15;85;90;1
S012;73;16;90;105;1
S012;73;74;105;145;1
S012;73;74;4030;4040;0
S012;73;16;4040;4055;0
S012;73;15;4055;4060;0
S012;73;14;4060;4065;0
S012;73;13;4065;4070;0
S012;73;12;4070;4075;0
S012;73;11;4075;4080;0
S012;73;10;4080;4085;0
S012;73;9;4085;4090;0
S012;73;8;4090;4095;0
S012;73;7;4095;4100;0
S012;73;6;4100;4105;0
S012;73;5;4105;4110;0
S012;73;4;4110;4115;0
S012;73;3;4115;4120;0
S012;73;2;4120;4125;0
S012;73;1;4125;4145;0
S012;81;0;-4980;-4980;1
S012;81;1;15;35;1
S012;81;2;35;40;1
S012;81;3;40;45;1
S012;81;4;45;50;1
S012;81;22;50;60;1
S012;81;22;9640;9670;0
S012;81;4;9670;9675;0
S012;81;3;9675;9680;0
S012;81;2;9680;9685;0
S012;81;1;9685;9705;0
S012;83;0;-4950;-4950;1
S012;83;1;1955;1975;1
S012;83;2;1975;1980;1
S012;83;3;1980;1985;1
S012;83;4;1985;1990;1
S012;83;5;1990;1995;1
S012;83;6;1995;2000;1
S012;83;7;2000;2005;1
S012;83;8;2005;2010;1
S012;83;9;2010;2015;1
S012;83;10;2015;2020;1
S012;83;53;2020;2030;1
S012;83;53;2665;2695;0
S012;83;10;2695;2700;0
S012;83;9;2700;2705;0
S012;83;8;2705;2710;0
S012;83;7;2710;2715;0
S012;83;6;2715;2720;0
S012;83;5;2720;2725;0
S012;83;4;2725;2730;0
S012;83;3;2730;2735;0
S012;83;2;2735;2740;0
S012;83;1;2740;2760;0
S012;85;0;-4770;-4770;1
S012;85;1;255;275;1
S012;85;2;275;280;1
S012;85;3;280;285;1
S012;85;4;285;290;1
S012;85;5;290;295;1
S012;85;6;295;300;1
S012;85;7;300;305;1
S012;85;8;305;310;1
S012;85;9;310;315;1
S012;85;10;315;320;1
S012;85;11;320;325;1
S012;85;59;325;355;1
S012;85;59;6475;6485;0
S012;85;11;6485;6490;0
S012;85;10;6490;6495;0
S012;85;9;6495;6500;0
S012;85;8;6500;6505;0
S012;85;7;6505;6510;0
S012;85;6;6510;6515;0
S012;85;5;6515;6520;0
S012;85;4;6520;6525;0
S012;85;3;6525;6530;0
S012;85;2;6530;6535;0
S012;85;1;6535;6555;0
S012;90;0;-4390;-4390;1
S012;90;1;1025;1045;1
S012;90;2;1045;1050;1
S012;90;3;1050;1055;1
S012;90;4;1055;1060;1
S012;90;5;1060;1065;1
S012;90;6;1065;1070;1
