SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S014;1;229.07;32.0;7.56;6;CGNC;BERÇO ARM 37;CARGO;N/A;3905
S014;6;209.75;33.0;11.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1025
S014;29;225.0;32.0;9.0;52;CGNC;BERÇO DPW 3;CARGO;N/A;9835
S014;73;189.99;32.3;6.19;56;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;3875
S014;81;180.4;33.0;10.28;8;CGNC;BERÇO ARM 35P2;CARGO;N/A;9580
S014;83;263.23;32.0;10.1;51;CGC;BERÇO DPW 1;CARGO;N/A;635
S014;85;199.9;33.0;7.5;7;CGNC;BERÇO CS 04;CARGO;N/A;6100
S014;90;179.99;28.0;8.0;2;GL;BERÇO Ageo I;CARGO;N/A;4375
S014;96;227.92;37.0;9.9;32;CGC;BERÇO TECON 1.1;CARGO;N/A;380
S014;100;346.98;43.0;9.8;32;CGC;BERÇO TECON 2;CARGO;N/A;635
S014;103;328.46;48.0;14.5;9;CGC;BERÇO BTP 1;CARGO;N/A;1780
S014;107;179.99;28.0;9.33;28;CGNC;BERÇO CS 01;CARGO;N/A;10050
S014;109;189.99;32.0;6.25;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;2265
S014;116;334.8;45.86;13.9;51;CGC;BERÇO DPW 2;CARGO;N/A;2115
S014;125;336.0;51.0;10.8;32;CGC;BERÇO TECON 3;CARGO;N/A;2050
S014;128;334.8;46.0;10.1;51;CGC;BERÇO DPW 2;CARGO;N/A;1870
S014;129;299.9;45.0;10.1;9;CGC;BERÇO BTP 3;CARGO;N/A;1045
S014;130;299.99;48.0;11.3;9;CGC;BERÇO BTP 3;CARGO;N/A;990
S014;131;225.0;32.0;9.25;52;CGNC;BERÇO DPW 4;CARGO;N/A;3650
S014;132;258.89;32.0;9.0;32;CGC;BERÇO TECON 3;CARGO;N/A;170
S014;133;199.9;32.0;7.6;37;GSA - E;BERÇO TEAG;CARGO;N/A;5915
S014;134;186.36;28.0;9.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;800
S014;135;333.33;38.0;8.6;11;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;685
S014;136;189.99;32.31;9.18;58;GSM - E;BERÇO USIMINAS 3;CARGO;N/A;7720
S014;138;231.0;32.0;12.0;51;CGC;BERÇO DPW 1;CARGO;N/A;915
S014;139;199.2;30.0;11.15;25;CGNC;BERÇO ARM 35P1;CARGO;N/A;820
S014;141;190.0;32.0;11.71;46;GSA - E;BERÇO OUT 3;CARGO;N/A;305
S014;142;230.0;38.0;10.92;39;GSA - E;BERÇO ARM 39;CARGO;N/A;1950
S014;143;164.34;23.0;8.0;54;GL;BERÇO DOW;CARGO;N/A;1630
S014;144;305.0;50.0;8.6;11;PASSAGEIROS;BERÇO 25 + FRIG;PASSENGER;N/A;625
S014;145;331.43;52.0;8.65;11;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;575
S014;146;272.08;40.0;10.2;32;CGC;BERÇO TECON 2;CARGO;N/A;945
S014;147;336.0;51.0;14.3;32;CGC;BERÇO TECON 2;CARGO;N/A;1490
S014;149;199.99;36.0;9.85;25;CGNC;BERÇO ARM 35P1;CARGO;N/A;1545
S014;154;333.17;48.0;11.4;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1445
S014;155;299.88;48.0;9.8;9;CGC;BERÇO BTP 1;CARGO;N/A;840
S014;156;330.03;48.0;14.0;9;CGC;BERÇO BTP 3;CARGO;N/A;1395
S014;157;289.59;44.0;8.3;11;PASSAGEIROS;BERÇO ARM 25;PASSENGER;N/A;635
S014;159;323.0;44.0;8.65;11;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;570
S014;160;218.45;30.0;7.6;32;CGC;BERÇO TECON 1.1;CARGO;N/A;1175
S014;162;299.9;45.0;14.5;32;CGC;BERÇO TECON 3;CARGO;N/A;1400
S014;163;270.9;43.0;10.5;51;CGC;BERÇO DPW 1;CARGO;N/A;2080
S014;166;248.97;44.0;9.3;47;GL;BERÇO AL 01;CARGO;N/A;4775
S014;167;199.98;32.0;11.7;25;CGNC;BERÇO ARM 35P1;CARGO;N/A;14035
S014;24;199.9;32.0;6.6;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;2030
S014;30;225.0;32.0;8.0;4;CGNC;BERÇO ARM 32;CARGO;N/A;1145
S014;38;224.96;33.0;7.0;46;GSA - E;BERÇO OUT 3;CARGO;N/A;545
S014;76;204.35;32.0;11.6;52;CGNC;BERÇO DPW 4;CARGO;N/A;905
S014;77;142.4;23.0;7.0;2;GL;BERÇO IB OE;CARGO;N/A;1810
S014;80;183.06;32.0;11.4;2;GL;BERÇO Ageo I;CARGO;N/A;920
S014;87;335.93;51.0;13.3;32;CGC;BERÇO TECON 3;CARGO;N/A;530
S014;92;270.9;43.0;10.8;51;CGC;BERÇO DPW 1;CARGO;N/A;2025
S014;98;186.07;32.0;8.2;2;GL;BERÇO IB SP;CARGO;N/A;1120
S014;105;213.88;32.0;8.5;9;CGC;BERÇO VAL;CARGO;N/A;250
S014;106;229.2;38.0;7.9;27;CGNC;BERÇO ARM 12A;CARGO;N/A;6675
S014;108;231.0;32.0;11.5;32;CGC;BERÇO TECON 2;CARGO;N/A;720
S014;111;182.47;25.0;7.6;32;CGC;BERÇO TECON 1.1;CARGO;N/A;295
S014;112;177.9;33.0;8.2;53;CGNC;BERÇO SAIPEM 1;CARGO;N/A;6595
S014;113;294.1;32.25;12.55;51;CGC;BERÇO DPW 2;CARGO;N/A;735
S014;117;329.86;48.0;12.4;9;CGC;BERÇO BTP 2;CARGO;N/A;1470
S014;119;134.75;21.0;7.9;2;GL;BERÇO IB BC;CARGO;N/A;2265
S014;121;255.0;37.0;10.3;32;CGC;BERÇO TECON 1.2;CARGO;N/A;95
S014;123;183.05;32.23;8.8;47;GL;BERÇO AL 01;CARGO;N/A;2745
S014;124;88.8;19.0;4.9;53;CGNC;BERÇO SAIPEM 2;CARGO;N/A;2910
S014;127;199.99;36.0;8.65;29;CGNC;BERÇO ARM 34;CARGO;N/A;2295
