SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S014;1;56
S014;6;106
S014;29;87
S014;73;121
S014;81;54
S014;83;84
S014;85;77
S014;90;1
S014;96;103
S014;100;108
S014;103;63
S014;107;72
S014;109;27
S014;116;86
S014;125;109
S014;128;85
S014;129;68
S014;130;68
S014;131;89
S014;132;110
S014;133;101
S014;134;105
S014;135;141
S014;136;134
S014;138;84
S014;139;145
S014;141;143
S014;142;60
S014;143;82
S014;144;147
S014;145;43
S014;146;108
S014;147;108
S014;149;145
S014;154;106
S014;155;64
S014;156;68
S014;157;33
S014;159;43
S014;160;104
S014;162;110
S014;163;84
S014;166;3
S014;167;146
S014;24;27
S014;30;45
S014;38;143
S014;76;89
S014;77;154
S014;80;2
S014;87;110
S014;92;84
S014;98;94
S014;105;140
S014;106;17
S014;108;108
S014;111;104
S014;112;95
S014;113;86
S014;117;65
S014;119;92
S014;121;106
S014;123;3
S014;124;97
S014;127;51
