SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
11032026_CPLEX_2SemDragagem2030;3544;225.0;23.0;0.0;9;GSA - E;BERÇO ARM 39;CARGO;;3210
11032026_CPLEX_2SemDragagem2030;3545;155.0;23.0;10.25;10;GL;BERÇO IB OE;CARGO;;2585
11032026_CPLEX_2SemDragagem2030;3546;225.0;36.0;0.0;12;CGNC;BERÇO ARM 35P2;CARGO;;6230
11032026_CPLEX_2SemDragagem2030;3547;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 13/14;CARGO;;8715
11032026_CPLEX_2SemDragagem2030;3548;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 12A;CARGO;;4255
11032026_CPLEX_2SemDragagem2030;3549;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;;2630
11032026_CPLEX_2SemDragagem2030;3550;215.0;23.0;10.25;21;CGC;BERÇO DPW 1;CARGO;;910
11032026_CPLEX_2SemDragagem2030;3551;255.0;23.0;11.75;21;CGC;BERÇO DPW 2;CARGO;;1225
11032026_CPLEX_2SemDragagem2030;3552;225.0;36.0;0.0;23;CGNC;BERÇO ARM 31;CARGO;;2450
11032026_CPLEX_2SemDragagem2030;3553;175.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;;2215
11032026_CPLEX_2SemDragagem2030;3554;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;;3400
11032026_CPLEX_2SemDragagem2030;3555;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 19;CARGO;;2530
11032026_CPLEX_2SemDragagem2030;3556;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;;2725
11032026_CPLEX_2SemDragagem2030;3557;255.0;23.0;11.75;31;CGC;BERÇO TECON 2;CARGO;;1065
11032026_CPLEX_2SemDragagem2030;3558;339.0;43.0;14.0;31;CGC;BERÇO TECON 3;CARGO;;1720
11032026_CPLEX_2SemDragagem2030;3559;185.0;23.0;10.75;32;GL;BERÇO AL 02;CARGO;;4625
11032026_CPLEX_2SemDragagem2030;3560;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1345
11032026_CPLEX_2SemDragagem2030;3561;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1435
