SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S002;2;229.07;32.0;7.56;56;CGNC;BERÇO ARM 37;CARGO;N/A;3905
S002;13;209.75;33.0;11.0;22;CGC;BERÇO TECON 1.2;CARGO;N/A;930
S002;35;225.0;32.0;9.0;58;CGNC;BERÇO DPW 3;CARGO;N/A;8715
S002;71;179.99;28.0;8.0;30;GLG;BERÇO Ageo I;CARGO;N/A;4375
S002;77;199.9;33.0;7.5;57;CGNC;BERÇO CS 04;CARGO;N/A;5740
S002;78;180.4;33.0;10.28;17;CGNC;BERÇO ARM 35P1;CARGO;N/A;9540
S002;80;263.23;32.0;10.1;38;CGC;BERÇO DPW 1;CARGO;N/A;570
S002;90;189.99;32.3;6.19;33;GSM - I;BERÇO TIPLAM 3;CARGO;N/A;3690
S002;99;227.92;37.0;9.9;22;CGC;BERÇO TECON 3;CARGO;N/A;290
S002;101;189.99;32.0;6.25;55;CGNC;BERÇO ARM 20/21;CARGO;N/A;1895
S002;104;328.46;48.0;14.5;21;CGC;BERÇO BTP 3;CARGO;N/A;1595
S002;108;334.8;45.86;13.9;38;CGC;BERÇO DPW 2;CARGO;N/A;2015
S002;111;179.99;28.0;9.33;47;CGNC;BERÇO CS 03;CARGO;N/A;10050
S002;118;299.9;45.0;10.1;21;CGC;BERÇO BTP 1;CARGO;N/A;935
S002;121;334.8;46.0;10.1;38;CGC;BERÇO DPW 2;CARGO;N/A;1825
S002;128;336.0;51.0;10.8;22;CGC;BERÇO TECON 2;CARGO;N/A;1915
S002;131;299.99;48.0;11.3;21;CGC;BERÇO BTP 1;CARGO;N/A;865
S002;132;231.0;32.0;12.0;38;CGC;BERÇO DPW 1;CARGO;N/A;845
S002;133;225.0;32.0;9.25;58;CGNC;BERÇO DPW 4;CARGO;N/A;3405
S002;134;199.2;30.0;11.15;44;CGNC;BERÇO ARM 35P2;CARGO;N/A;740
S002;135;333.33;38.0;8.6;12;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;685
S002;136;186.36;28.0;9.0;22;CGC;BERÇO TECON 1.1;CARGO;N/A;725
S002;137;258.89;32.0;9.0;22;CGC;BERÇO TECON 1.2;CARGO;N/A;85
S002;138;199.9;32.0;7.6;26;GSA - E;BERÇO TEAG;CARGO;N/A;5700
S002;139;190.0;32.0;11.71;14;GSA - E;BERÇO OUT 3;CARGO;N/A;255
S002;140;179.87;28.0;8.5;33;GSM - I;BERÇO TIPLAM 1;CARGO;N/A;1185
S002;141;189.99;32.31;9.18;37;GSM - E;BERÇO USIMINAS 3;CARGO;N/A;7545
S002;142;230.0;38.0;10.92;20;GSA - E;BERÇO ARM 39;CARGO;N/A;1815
S002;143;228.41;37.0;7.42;55;CGNC;BERÇO ARM 20/21;CARGO;N/A;4110
S002;144;299.88;48.0;9.8;21;CGC;BERÇO BTP 2;CARGO;N/A;700
S002;145;164.34;23.0;8.0;35;GLG;BERÇO DOW;CARGO;N/A;1505
S002;146;306.0;40.0;12.0;38;CGC;BERÇO DPW 2;CARGO;N/A;1155
S002;147;199.99;36.0;9.85;44;CGNC;BERÇO ARM 32;CARGO;N/A;1435
S002;149;305.0;50.0;8.6;12;PASSAGEIROS;BERÇO 25 + FRIG;PASSENGER;N/A;625
S002;150;331.43;52.0;8.65;12;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;575
S002;152;272.08;40.0;10.2;22;CGC;BERÇO TECON 1.2;CARGO;N/A;825
S002;153;333.17;48.0;11.4;22;CGC;BERÇO TECON 3;CARGO;N/A;1320
S002;154;336.0;51.0;14.3;22;CGC;BERÇO TECON 2;CARGO;N/A;1245
S002;157;330.03;48.0;14.0;21;CGC;BERÇO BTP 1;CARGO;N/A;1260
S002;158;168.03;26.0;9.4;38;CGC;BERÇO DPW 1;CARGO;N/A;755
S002;159;270.9;43.0;10.5;38;CGC;BERÇO DPW 1;CARGO;N/A;1990
S002;160;190.0;32.0;6.06;42;CGNC;BERÇO ARM 38;CARGO;N/A;1735
S002;161;199.98;32.0;11.7;44;CGNC;BERÇO ARM 35P2;CARGO;N/A;13320
S002;162;289.59;44.0;8.3;12;PASSAGEIROS;BERÇO ARM 25;PASSENGER;N/A;635
S002;163;323.0;44.0;8.65;12;PASSAGEIROS;BERÇO OUT 1;PASSENGER;N/A;570
S002;164;248.97;44.0;9.3;1;GLG;BERÇO AL 01;CARGO;N/A;4720
S002;165;218.45;30.0;7.6;22;CGC;BERÇO TECON 1.1;CARGO;N/A;1100
S002;166;299.9;45.0;14.5;22;CGC;BERÇO TECON 1.2;CARGO;N/A;1070
S002;169;300.07;48.0;13.4;21;CGC;BERÇO BTP 1;CARGO;N/A;875
S002;173;222.14;30.0;10.1;22;CGC;BERÇO TECON 1.2;CARGO;N/A;390
S002;174;200.0;36.0;10.9;22;CGC;BERÇO TECON 2;CARGO;N/A;795
S002;178;189.99;32.0;6.54;20;GSA - E;BERÇO ARM 39;CARGO;N/A;7630
S002;179;334.07;42.0;10.7;21;CGC;BERÇO BTP 2;CARGO;N/A;1270
S002;180;299.97;49.0;11.0;21;CGC;BERÇO BTP 3;CARGO;N/A;1235
S002;181;328.46;48.0;10.7;21;CGC;BERÇO BTP 1;CARGO;N/A;1670
S002;184;189.99;32.0;7.62;44;CGNC;BERÇO ARM 31;CARGO;N/A;2790
S002;185;180.0;29.0;7.8;1;GLG;BERÇO AL 02;CARGO;N/A;380
S002;186;333.2;48.0;11.7;22;CGC;BERÇO TECON 3;CARGO;N/A;1235
S002;188;160.0;25.0;7.5;4;GLG;BERÇO AL 03;CARGO;N/A;1725
S002;189;156.53;25.0;7.8;4;GLG;BERÇO AL 04;CARGO;N/A;1975
S002;16;199.9;32.0;6.6;55;CGNC;BERÇO ARM 20/21;CARGO;N/A;2030
S002;29;225.0;32.0;8.0;54;CGNC;BERÇO ARM 32;CARGO;N/A;1145
S002;45;224.96;33.0;7.0;14;GSA - E;BERÇO OUT 3;CARGO;N/A;545
S002;72;142.4;23.0;7.0;29;GLG;BERÇO IB OE;CARGO;N/A;1810
S002;73;183.06;32.0;11.4;29;GLG;BERÇO Ageo I;CARGO;N/A;920
S002;81;204.35;32.0;11.6;58;CGNC;BERÇO DPW 4;CARGO;N/A;905
