SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S2025;1;229.07;32.0;7.56;6;CGNC;BERÇO ARM 37;CARGO;N/A;3950
S2025;6;209.75;33.0;11.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1070
S2025;15;189.99;32.0;12.74;43;GSM - I;BERÇO TERMAG;CARGO;N/A;8150
S2025;16;189.99;32.0;5.6;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;2355
S2025;19;179.99;28.0;7.5;26;CGNC;BERÇO ARM 23;CARGO;N/A;3550
S2025;30;225.0;32.0;9.0;52;CGNC;BERÇO DPW 4;CARGO;N/A;9880
S2025;57;229.0;32.0;14.2;43;GSM - I;BERÇO TERMAG;CARGO;N/A;8595
S2025;73;189.99;32.3;6.19;56;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;3920
S2025;81;180.4;33.0;10.28;8;CGNC;BERÇO ARM 35P1;CARGO;N/A;9625
S2025;83;263.23;32.0;10.1;51;CGC;BERÇO DPW 1;CARGO;N/A;680
S2025;85;199.9;33.0;7.5;7;CGNC;BERÇO CS 04;CARGO;N/A;6145
S2025;90;179.99;28.0;8.0;2;GL;BERÇO Ageo I;CARGO;N/A;4420
S2025;91;175.53;29.0;9.94;57;GSM - I;BERÇO TIPLAM 2;CARGO;N/A;9715
S2025;96;227.92;37.0;9.9;32;CGC;BERÇO TECON 3;CARGO;N/A;425
S2025;100;346.98;43.0;9.8;32;CGC;BERÇO TECON 2;CARGO;N/A;680
S2025;103;328.46;48.0;14.5;9;CGC;BERÇO BTP 1;CARGO;N/A;1825
S2025;107;179.99;28.0;9.33;28;CGNC;BERÇO CS 03;CARGO;N/A;10095
S2025;109;189.99;32.0;6.25;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;2310
S2025;110;199.08;30.0;7.5;26;CGNC;BERÇO ARM 23;CARGO;N/A;5550
S2025;114;146.6;24.0;5.8;33;GL;BERÇO AL 03;CARGO;N/A;1400
S2025;115;228.95;35.0;7.3;6;CGNC;BERÇO ARM 37;CARGO;N/A;2915
S2025;116;334.8;45.86;13.9;51;CGC;BERÇO DPW 2;CARGO;N/A;2160
S2025;118;284.71;40.0;10.1;51;CGC;BERÇO DPW 2;CARGO;N/A;1230
S2025;122;183.98;27.4;7.4;47;GL;BERÇO AL 01;CARGO;N/A;2140
S2025;125;336.0;51.0;10.8;32;CGC;BERÇO TECON 2;CARGO;N/A;2095
S2025;126;189.99;32.0;12.24;43;GSM - I;BERÇO TERMAG;CARGO;N/A;12195
S2025;128;334.8;46.0;10.1;51;CGC;BERÇO DPW 1;CARGO;N/A;1915
S2025;129;299.9;45.0;10.1;9;CGC;BERÇO BTP 3;CARGO;N/A;1090
S2025;130;299.99;48.0;11.3;9;CGC;BERÇO BTP 3;CARGO;N/A;1035
S2025;131;225.0;32.0;9.25;52;CGNC;BERÇO DPW 3;CARGO;N/A;3695
S2025;132;258.89;32.0;9.0;32;CGC;BERÇO TECON 2;CARGO;N/A;215
S2025;133;199.9;32.0;7.6;37;GSA - E;BERÇO TEAG;CARGO;N/A;5960
S2025;134;186.36;28.0;9.0;32;CGC;BERÇO TECON 1.1;CARGO;N/A;845
S2025;135;333.33;38.0;8.6;11;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;730
S2025;136;189.99;32.31;9.18;58;GSM - E;BERÇO USIMINAS 3;CARGO;N/A;7765
S2025;137;179.87;28.0;8.5;55;GL;BERÇO TIPLAM 1;CARGO;N/A;1590
S2025;138;231.0;32.0;12.0;51;CGC;BERÇO DPW 2;CARGO;N/A;960
S2025;139;199.2;30.0;11.15;25;CGNC;BERÇO ARM 35P2;CARGO;N/A;865
S2025;140;199.98;32.0;6.48;6;CGNC;BERÇO ARM 37;CARGO;N/A;4575
S2025;141;190.0;32.0;11.71;46;GSA - E;BERÇO ARM 16/17;CARGO;N/A;350
S2025;142;230.0;38.0;10.92;39;GSA - E;BERÇO ARM 39;CARGO;N/A;1995
S2025;143;164.34;23.0;8.0;54;GL;BERÇO DOW;CARGO;N/A;1675
S2025;144;305.0;50.0;8.6;11;PASSAGEIROS;BERÇO 25 + FRIG;PASSENGER;N/A;670
S2025;145;331.43;52.0;8.65;11;PASSAGEIROS;BERÇO ARM 31/32;PASSENGER;N/A;620
S2025;146;272.08;40.0;10.2;32;CGC;BERÇO TECON 3;CARGO;N/A;990
S2025;147;336.0;51.0;14.3;32;CGC;BERÇO TECON 3;CARGO;N/A;1535
S2025;148;306.0;40.0;12.0;51;CGC;BERÇO DPW 1;CARGO;N/A;1270
S2025;149;199.99;36.0;9.85;25;CGNC;BERÇO ARM 35P2;CARGO;N/A;1590
S2025;150;179.89;32.06;8.0;57;GSM - I;BERÇO TIPLAM 1;CARGO;N/A;3780
S2025;151;183.2;28.0;8.5;47;GL;BERÇO AL 01;CARGO;N/A;1540
S2025;152;180.0;32.0;7.4;29;CGNC;BERÇO ARM 34;CARGO;N/A;8920
S2025;153;228.41;37.0;7.42;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;4420
S2025;154;333.17;48.0;11.4;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1490
S2025;155;299.88;48.0;9.8;9;CGC;BERÇO BTP 2;CARGO;N/A;885
S2025;156;330.03;48.0;14.0;9;CGC;BERÇO BTP 1;CARGO;N/A;1440
S2025;157;289.59;44.0;8.3;11;PASSAGEIROS;BERÇO OUT 1;PASSENGER;N/A;680
