SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S20254;1;229.07;32.0;7.56;6;CGNC;BERÇO ARM 37;CARGO;N/A;3950
S20254;6;209.75;33.0;11.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1070
S20254;15;189.99;32.0;12.74;43;GSM - I;BERÇO TERMAG;CARGO;N/A;8150
S20254;30;225.0;32.0;9.0;52;CGNC;BERÇO DPW 4;CARGO;N/A;9880
S20254;73;189.99;32.3;6.19;56;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;3920
S20254;81;180.4;33.0;10.28;8;CGNC;BERÇO ARM 35P2;CARGO;N/A;9625
S20254;83;263.23;32.0;10.1;51;CGC;BERÇO DPW 1;CARGO;N/A;680
S20254;85;199.9;33.0;7.5;7;CGNC;BERÇO CS 04;CARGO;N/A;6145
S20254;90;179.99;28.0;8.0;2;GL;BERÇO Ageo I;CARGO;N/A;4420
S20254;91;175.53;29.0;9.94;57;GSM - I;BERÇO TIPLAM 2;CARGO;N/A;9715
S20254;96;227.92;37.0;9.9;32;CGC;BERÇO TECON 1.1;CARGO;N/A;425
S20254;100;346.98;43.0;9.8;32;CGC;BERÇO TECON 2;CARGO;N/A;680
S20254;103;328.46;48.0;14.5;9;CGC;BERÇO BTP 1;CARGO;N/A;1825
S20254;107;179.99;28.0;9.33;28;CGNC;BERÇO CS 01;CARGO;N/A;10095
S20254;109;189.99;32.0;6.25;5;CGNC;BERÇO ARM 20/21;CARGO;N/A;2310
S20254;110;199.08;30.0;7.5;26;CGNC;BERÇO ARM 23;CARGO;N/A;5550
S20254;114;146.6;24.0;5.8;33;GL;BERÇO AL 03;CARGO;N/A;1400
S20254;115;228.95;35.0;7.3;6;CGNC;BERÇO ARM 37;CARGO;N/A;2915
S20254;116;334.8;45.86;13.9;51;CGC;BERÇO DPW 2;CARGO;N/A;2160
S20254;118;284.71;40.0;10.1;51;CGC;BERÇO DPW 1;CARGO;N/A;1230
S20254;122;183.98;27.4;7.4;47;GL;BERÇO AL 02;CARGO;N/A;2140
S20254;125;336.0;51.0;10.8;32;CGC;BERÇO TECON 3;CARGO;N/A;2095
S20254;128;334.8;46.0;10.1;51;CGC;BERÇO DPW 2;CARGO;N/A;1915
S20254;129;299.9;45.0;10.1;9;CGC;BERÇO BTP 3;CARGO;N/A;1090
S20254;130;299.99;48.0;11.3;9;CGC;BERÇO BTP 3;CARGO;N/A;1035
S20254;131;225.0;32.0;9.25;52;CGNC;BERÇO DPW 3;CARGO;N/A;3695
S20254;132;258.89;32.0;9.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;215
S20254;133;199.9;32.0;7.6;37;GSA - E;BERÇO TEAG;CARGO;N/A;5960
S20254;134;186.36;28.0;9.0;32;CGC;BERÇO TECON 1.1;CARGO;N/A;845
S20254;135;333.33;38.0;8.6;11;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;730
S20254;136;189.99;32.31;9.18;58;GSM - E;BERÇO USIMINAS 3;CARGO;N/A;7765
S20254;137;179.87;28.0;8.5;55;GL;BERÇO TIPLAM 1;CARGO;N/A;1590
S20254;138;231.0;32.0;12.0;51;CGC;BERÇO DPW 1;CARGO;N/A;960
S20254;139;199.2;30.0;11.15;25;CGNC;BERÇO ARM 35P1;CARGO;N/A;865
