SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S20254;1;56
S20254;6;106
S20254;15;114
S20254;30;89
S20254;73;121
S20254;81;54
S20254;83;84
S20254;85;77
S20254;90;1
S20254;91;122
S20254;96;103
S20254;100;108
S20254;103;63
S20254;107;72
S20254;109;27
S20254;110;32
S20254;114;7
S20254;115;56
S20254;116;86
S20254;118;84
S20254;122;5
S20254;125;109
S20254;128;85
S20254;129;68
S20254;130;68
S20254;131;87
S20254;132;106
S20254;133;101
S20254;134;103
S20254;135;141
S20254;136;134
S20254;137;120
S20254;138;84
S20254;139;145
S20254;140;56
S20254;141;143
S20254;142;60
S20254;143;82
S20254;144;147
S20254;145;151
S20254;146;106
S20254;147;110
S20254;148;85
S20254;149;35
S20254;151;5
S20254;152;51
S20254;153;27
S20254;154;108
S20254;155;64
S20254;156;68
S20254;157;43
S20254;158;58
S20254;159;141
S20254;160;104
S20254;161;141
S20254;162;106
S20254;163;84
S20254;164;54
S20254;165;84
S20254;166;3
S20254;167;146
S20254;169;101
S20254;170;65
S20254;171;104
S20254;173;3
S20254;175;106
S20254;177;67
S20254;178;8
S20254;179;67
S20254;180;6
S20254;181;65
S20254;182;108
S20254;183;64
S20254;184;85
S20254;185;42
S20254;186;84
S20254;187;5
S20254;188;60
S20254;189;117
S20254;190;106
S20254;191;86
S20254;192;66
S20254;193;141
S20254;194;84
S20254;195;95
S20254;196;63
S20254;199;82
S20254;200;104
S20254;201;108
S20254;202;85
S20254;203;58
S20254;205;106
S20254;206;143
S20254;207;135
S20254;208;115
S20254;209;99
S20254;212;74
S20254;213;20
S20254;214;1
S20254;216;107
S20254;217;153
S20254;218;97
S20254;219;8
S20254;221;108
S20254;222;84
S20254;223;66
S20254;224;92
S20254;225;106
S20254;226;104
S20254;227;51
S20254;228;151
S20254;229;86
S20254;232;110
S20254;233;106
S20254;234;68
S20254;237;95
S20254;238;3
S20254;239;106
S20254;240;123
S20254;242;151
S20254;243;117
S20254;244;43
S20254;245;108
S20254;246;84
S20254;248;107
S20254;250;110
S20254;251;93
S20254;252;115
S20254;253;65
S20254;254;115
S20254;259;27
S20254;260;43
S20254;261;33
S20254;265;106
S20254;268;10
S20254;269;92
S20254;271;99
S20254;24;27
S20254;29;45
S20254;38;143
S20254;76;89
S20254;77;154
S20254;79;2
S20254;87;110
S20254;92;84
S20254;98;94
S20254;105;140
S20254;106;17
S20254;108;108
S20254;111;104
S20254;112;95
S20254;113;86
S20254;117;65
S20254;119;92
S20254;121;106
S20254;123;3
S20254;124;97
S20254;127;51
