SCENARIO_ID;SEGMENT_ID;MONTH;HOURS_0_VESSELS;HOURS_1_VESSEL;HOURS_2_VESSELS;HOURS_3_VESSELS;HOURS_4_VESSELS;HOURS_5_VESSELS;HOURS_5PLUS_VESSELS
S20254;1;2025-01;154.5;81.83;3.67;0.0;0.0;0.0;0.0
S20254;2;2025-01;215.17;24.17;0.67;0.0;0.0;0.0;0.0
S20254;3;2025-01;218.58;21.42;0.0;0.0;0.0;0.0;0.0
S20254;4;2025-01;213.58;26.42;0.0;0.0;0.0;0.0;0.0
S20254;5;2025-01;216.75;23.25;0.0;0.0;0.0;0.0;0.0
S20254;6;2025-01;200.58;36.83;2.58;0.0;0.0;0.0;0.0
S20254;7;2025-01;217.42;22.08;0.5;0.0;0.0;0.0;0.0
S20254;8;2025-01;227.92;12.0;0.08;0.0;0.0;0.0;0.0
S20254;9;2025-01;229.92;10.0;0.08;0.0;0.0;0.0;0.0
S20254;10;2025-01;229.0;11.0;0.0;0.0;0.0;0.0;0.0
S20254;11;2025-01;223.25;14.83;1.92;0.0;0.0;0.0;0.0
S20254;12;2025-01;226.92;13.08;0.0;0.0;0.0;0.0;0.0
S20254;13;2025-01;226.67;12.92;0.42;0.0;0.0;0.0;0.0
S20254;14;2025-01;231.5;8.5;0.0;0.0;0.0;0.0;0.0
S20254;15;2025-01;239.25;0.75;0.0;0.0;0.0;0.0;0.0
S20254;16;2025-01;237.75;2.25;0.0;0.0;0.0;0.0;0.0
S20254;17;2025-01;235.83;4.17;0.0;0.0;0.0;0.0;0.0
