SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
ComDragagem2030;3797;60
ComDragagem2030;3798;2
ComDragagem2030;3799;64
ComDragagem2030;3800;66
ComDragagem2030;3801;67
ComDragagem2030;3802;35
ComDragagem2030;3803;19
ComDragagem2030;3804;27
ComDragagem2030;3805;27
ComDragagem2030;3806;84
ComDragagem2030;3807;85
ComDragagem2030;3808;87
ComDragagem2030;3809;23
ComDragagem2030;3810;25
ComDragagem2030;3811;30
ComDragagem2030;3812;103
ComDragagem2030;3813;107
ComDragagem2030;3814;6
ComDragagem2030;3815;8
ComDragagem2030;3816;111
ComDragagem2030;3817;115
ComDragagem2030;3818;141
ComDragagem2030;3819;121
ComDragagem2030;3820;3
ComDragagem2030;3821;5
ComDragagem2030;3822;3
ComDragagem2030;3823;8
ComDragagem2030;3824;145
ComDragagem2030;3825;53
ComDragagem2030;3826;64
ComDragagem2030;3827;66
ComDragagem2030;3828;17
ComDragagem2030;3829;19
ComDragagem2030;3830;27
ComDragagem2030;3831;84
ComDragagem2030;3832;85
ComDragagem2030;3833;89
ComDragagem2030;3834;23
ComDragagem2030;3835;25
ComDragagem2030;3836;32
ComDragagem2030;3837;103
ComDragagem2030;3838;107
ComDragagem2030;3839;101
ComDragagem2030;3840;58
ComDragagem2030;3841;58
ComDragagem2030;3842;143
ComDragagem2030;3843;121
ComDragagem2030;3844;3
ComDragagem2030;3845;6
ComDragagem2030;3846;56
ComDragagem2030;3847;60
ComDragagem2030;3848;67
ComDragagem2030;3849;66
ComDragagem2030;3850;67
ComDragagem2030;3851;64
ComDragagem2030;3852;35
ComDragagem2030;3853;27
ComDragagem2030;3854;87
ComDragagem2030;3855;85
ComDragagem2030;3856;84
ComDragagem2030;3857;41
ComDragagem2030;3858;30
ComDragagem2030;3859;32
ComDragagem2030;3860;103
ComDragagem2030;3861;109
ComDragagem2030;3862;109
ComDragagem2030;3863;107
ComDragagem2030;3864;58
ComDragagem2030;3865;123
ComDragagem2030;3866;10
ComDragagem2030;3867;161
ComDragagem2030;3868;5
ComDragagem2030;3869;66
ComDragagem2030;3870;40
ComDragagem2030;3871;17
ComDragagem2030;3872;19
ComDragagem2030;3873;27
ComDragagem2030;3874;27
ComDragagem2030;3875;87
ComDragagem2030;3876;84
ComDragagem2030;3877;85
ComDragagem2030;3878;23
ComDragagem2030;3879;23
ComDragagem2030;3880;25
ComDragagem2030;3881;30
ComDragagem2030;3882;41
ComDragagem2030;3883;105
ComDragagem2030;3884;109
ComDragagem2030;3885;107
ComDragagem2030;3886;107
ComDragagem2030;3887;114
ComDragagem2030;3888;115
ComDragagem2030;3889;117
ComDragagem2030;3890;123
ComDragagem2030;3891;5
ComDragagem2030;3892;3
ComDragagem2030;3893;9
ComDragagem2030;3894;7
ComDragagem2030;3895;95
ComDragagem2030;3896;97
ComDragagem2030;3897;60
ComDragagem2030;3898;53
ComDragagem2030;3899;64
ComDragagem2030;3900;66
ComDragagem2030;3901;40
ComDragagem2030;3902;17
ComDragagem2030;3903;27
ComDragagem2030;3904;27
ComDragagem2030;3905;79
ComDragagem2030;3906;84
ComDragagem2030;3907;85
ComDragagem2030;3908;41
ComDragagem2030;3909;25
ComDragagem2030;3910;23
ComDragagem2030;3911;103
ComDragagem2030;3912;105
ComDragagem2030;3913;181
ComDragagem2030;3914;107
ComDragagem2030;3915;109
ComDragagem2030;3916;58
ComDragagem2030;3917;117
ComDragagem2030;3918;121
ComDragagem2030;3919;123
ComDragagem2030;3920;120
ComDragagem2030;3921;9
ComDragagem2030;3922;56
ComDragagem2030;3923;56
ComDragagem2030;3924;99
ComDragagem2030;3925;163
ComDragagem2030;3926;60
ComDragagem2030;3927;1
ComDragagem2030;3928;53
ComDragagem2030;3929;145
ComDragagem2030;3930;67
ComDragagem2030;3931;35
ComDragagem2030;3932;19
ComDragagem2030;3933;17
ComDragagem2030;3934;27
ComDragagem2030;3935;87
ComDragagem2030;3936;87
ComDragagem2030;3937;87
