SCENARIO_ID;ARRIVAL_ID;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;MARKET_CATEGORY
ComDragagem2030;3797;0.0;0.0;2.42;2.42;GSA - E
ComDragagem2030;3798;0.0;0.0;4.75;4.75;GL
ComDragagem2030;3799;0.0;0.0;5.58;5.58;CGC
ComDragagem2030;3800;0.33;0.0;0.17;0.5;CGC
ComDragagem2030;3801;0.58;0.0;2.08;2.67;CGC
ComDragagem2030;3802;0.0;0.0;0.0;0.0;GL
ComDragagem2030;3803;0.0;0.0;0.58;0.58;GSA - E
ComDragagem2030;3804;0.0;0.0;6.5;6.5;GSA - E
ComDragagem2030;3805;8.25;35.58;4.5;48.33;GSA - E
ComDragagem2030;3806;0.0;0.0;3.58;3.58;CGC
ComDragagem2030;3807;0.0;0.0;4.17;4.17;CGC
ComDragagem2030;3808;0.0;0.0;5.42;5.42;CGC
ComDragagem2030;3809;0.0;0.0;7.75;7.75;GSA - E
ComDragagem2030;3810;0.75;0.0;3.08;3.83;GSA - E
ComDragagem2030;3811;0.0;0.0;0.0;0.0;GSM - I
ComDragagem2030;3812;0.0;0.0;0.0;0.0;CGC
ComDragagem2030;3813;0.0;0.0;0.0;0.0;CGC
ComDragagem2030;3814;0.0;0.0;0.0;0.0;GL
ComDragagem2030;3815;0.0;0.0;0.33;0.33;GL
ComDragagem2030;3816;0.58;0.0;2.42;3.0;GSA - E
ComDragagem2030;3817;0.0;0.0;0.17;0.17;RORO
ComDragagem2030;3818;0.0;0.0;0.92;0.92;GSA - E
ComDragagem2030;3819;0.0;0.0;2.0;2.0;GSA - E
ComDragagem2030;3820;0.0;0.0;1.17;1.17;GL
ComDragagem2030;3821;3.83;24.42;4.92;33.17;GL
ComDragagem2030;3822;5.75;47.5;9.58;62.83;GL
ComDragagem2030;3823;4.75;53.42;5.58;63.75;GL
ComDragagem2030;3824;0.0;0.0;0.0;0.0;CGNC
ComDragagem2030;3825;0.0;0.0;0.67;0.67;CGNC
ComDragagem2030;3826;0.0;0.0;0.0;0.0;CGC
ComDragagem2030;3827;0.0;0.67;0.0;0.67;CGC
ComDragagem2030;3828;0.33;0.0;3.75;4.08;GSA - E
ComDragagem2030;3829;13.33;34.0;3.25;50.58;GSA - E
ComDragagem2030;3830;27.58;63.5;0.0;91.08;GSA - E
ComDragagem2030;3831;0.0;0.92;0.0;0.92;CGC
ComDragagem2030;3832;0.0;2.58;0.0;2.58;CGC
ComDragagem2030;3833;0.0;0.0;0.75;0.75;CGNC
ComDragagem2030;3834;1.5;9.42;1.08;12.0;GSA - E
ComDragagem2030;3835;10.58;22.5;2.92;36.0;GSA - E
ComDragagem2030;3836;0.0;0.0;0.25;0.25;GSM - I
ComDragagem2030;3837;0.0;0.0;0.17;0.17;CGC
ComDragagem2030;3838;0.0;0.0;0.5;0.5;CGC
ComDragagem2030;3839;0.33;0.0;1.08;1.42;GSA - E
ComDragagem2030;3840;0.0;0.0;0.0;0.0;GSA - E
ComDragagem2030;3841;36.67;81.92;0.0;118.58;GSA - E
ComDragagem2030;3842;0.0;0.0;0.42;0.42;GSA - E
ComDragagem2030;3843;5.17;45.75;0.0;50.92;GSA - E
ComDragagem2030;3844;14.08;55.58;12.75;82.42;GL
ComDragagem2030;3845;3.17;33.42;7.17;43.75;GL
ComDragagem2030;3846;0.17;0.0;1.58;1.75;GSA - E
ComDragagem2030;3847;4.75;3.67;3.42;11.83;GSA - E
ComDragagem2030;3848;0.75;16.0;0.17;16.92;CGC
ComDragagem2030;3849;0.0;0.0;0.25;0.25;CGC
ComDragagem2030;3850;0.0;0.0;0.92;0.92;CGC
ComDragagem2030;3851;1.83;2.5;1.25;5.58;CGC
ComDragagem2030;3852;1.33;25.42;0.0;26.75;GL
ComDragagem2030;3853;30.92;74.33;1.0;106.25;GSA - E
ComDragagem2030;3854;0.0;0.0;1.42;1.42;CGC
ComDragagem2030;3855;0.0;1.17;0.0;1.17;CGC
ComDragagem2030;3856;0.0;0.5;0.0;0.5;CGC
ComDragagem2030;3857;1.0;0.0;1.83;2.83;CGNC
ComDragagem2030;3858;2.0;24.25;2.0;28.25;GSM - I
ComDragagem2030;3859;9.83;54.75;3.08;67.67;GSM - I
ComDragagem2030;3860;0.0;0.0;0.67;0.67;CGC
ComDragagem2030;3861;1.25;0.0;1.67;2.92;CGC
ComDragagem2030;3862;1.25;17.08;5.67;24.0;CGC
ComDragagem2030;3863;1.25;0.0;4.5;5.75;CGC
ComDragagem2030;3864;111.17;102.92;0.0;214.08;GSA - E
ComDragagem2030;3865;0.0;0.0;0.0;0.0;GSA - E
ComDragagem2030;3866;1.58;0.0;0.25;1.83;GL
ComDragagem2030;3867;0.0;0.0;0.5;0.5;CGNC
ComDragagem2030;3868;14.08;82.42;13.42;109.92;GL
ComDragagem2030;3869;1.83;21.92;0.17;23.92;CGC
ComDragagem2030;3870;0.0;0.0;0.42;0.42;GSA - I
ComDragagem2030;3871;18.42;32.75;2.25;53.42;GSA - E
ComDragagem2030;3872;28.42;64.42;4.0;96.83;GSA - E
ComDragagem2030;3873;24.17;202.25;7.58;234.0;GSA - E
ComDragagem2030;3874;77.25;89.08;4.0;170.33;GSA - E
ComDragagem2030;3875;0.0;21.25;0.0;21.25;CGC
ComDragagem2030;3876;0.0;21.0;0.0;21.0;CGC
ComDragagem2030;3877;1.67;22.58;0.0;24.25;CGC
ComDragagem2030;3878;3.83;10.25;2.25;16.33;GSA - E
ComDragagem2030;3879;23.92;49.08;4.67;77.67;GSA - E
ComDragagem2030;3880;9.58;54.33;2.42;66.33;GSA - E
ComDragagem2030;3881;11.25;98.92;3.08;113.25;GSM - I
ComDragagem2030;3882;5.92;33.83;0.0;39.75;CGNC
ComDragagem2030;3883;0.0;0.0;0.58;0.58;CGC
ComDragagem2030;3884;9.25;35.17;7.25;51.67;CGC
ComDragagem2030;3885;1.25;23.08;2.75;27.08;CGC
ComDragagem2030;3886;46.92;0.67;31.0;78.58;CGC
ComDragagem2030;3887;0.0;0.0;0.0;0.0;GSM - I
ComDragagem2030;3888;0.0;0.0;2.33;2.33;RORO
ComDragagem2030;3889;0.0;0.0;0.75;0.75;GSA - E
ComDragagem2030;3890;14.08;56.67;6.25;77.0;GSA - E
ComDragagem2030;3891;12.17;56.17;12.75;81.08;GL
ComDragagem2030;3892;12.17;64.42;14.67;91.25;GL
ComDragagem2030;3893;10.25;33.33;5.25;48.83;GL
ComDragagem2030;3894;12.17;55.08;5.83;73.08;GL
ComDragagem2030;3895;0.0;0.0;0.0;0.0;CGNC
ComDragagem2030;3896;0.0;0.0;0.75;0.75;CGNC
ComDragagem2030;3897;8.0;28.75;0.0;36.75;GSA - E
ComDragagem2030;3898;9.25;34.58;0.83;44.67;CGNC
ComDragagem2030;3899;0.0;1.92;0.0;1.92;CGC
ComDragagem2030;3900;1.25;13.67;0.0;14.92;CGC
ComDragagem2030;3901;15.58;108.5;1.67;125.75;GSA - I
ComDragagem2030;3902;33.0;59.67;5.42;98.08;GSA - E
ComDragagem2030;3903;25.58;220.83;7.58;254.0;GSA - E
ComDragagem2030;3904;77.75;214.08;6.42;298.25;GSA - E
ComDragagem2030;3905;0.0;0.0;1.08;1.08;GSA - E
ComDragagem2030;3906;5.0;11.33;0.0;16.33;CGC
ComDragagem2030;3907;17.33;3.58;2.0;22.92;CGC
ComDragagem2030;3908;24.0;215.75;1.25;241.0;CGNC
ComDragagem2030;3909;25.5;56.5;3.25;85.25;GSA - E
ComDragagem2030;3910;34.67;68.75;3.25;106.67;GSA - E
ComDragagem2030;3911;0.0;0.0;0.17;0.17;CGC
ComDragagem2030;3912;0.0;3.67;0.83;4.5;CGC
ComDragagem2030;3913;8.0;12.25;9.17;29.42;CGC
ComDragagem2030;3914;8.0;13.17;4.33;25.5;CGC
ComDragagem2030;3915;45.92;0.67;6.83;53.42;CGC
ComDragagem2030;3916;177.08;163.0;1.17;341.25;GSA - E
ComDragagem2030;3917;8.0;13.67;5.25;26.92;GSA - E
ComDragagem2030;3918;14.08;54.42;8.83;77.33;GSA - E
ComDragagem2030;3919;21.92;85.25;14.08;121.25;GSA - E
ComDragagem2030;3920;0.0;0.0;4.0;4.0;GSM - I
ComDragagem2030;3921;12.17;46.08;15.83;74.08;GL
ComDragagem2030;3922;0.0;0.08;1.75;1.83;GSA - E
ComDragagem2030;3923;23.83;36.42;2.83;63.08;GSA - E
ComDragagem2030;3924;0.0;0.0;0.0;0.0;CGNC
ComDragagem2030;3925;0.0;0.0;1.42;1.42;CGNC
ComDragagem2030;3926;36.0;31.83;1.58;69.42;GSA - E
ComDragagem2030;3927;0.0;0.0;1.25;1.25;GL
ComDragagem2030;3928;11.0;108.25;5.58;124.83;CGNC
ComDragagem2030;3929;1.17;21.08;4.42;26.67;CGNC
ComDragagem2030;3930;0.0;0.0;1.25;1.25;CGC
ComDragagem2030;3931;2.67;41.5;2.25;46.42;GL
ComDragagem2030;3932;38.0;76.67;4.33;119.0;GSA - E
ComDragagem2030;3933;46.42;96.92;5.67;149.0;GSA - E
ComDragagem2030;3934;81.75;252.58;6.42;340.75;GSA - E
ComDragagem2030;3935;3.17;30.08;4.5;37.75;CGC
ComDragagem2030;3936;1.58;14.67;2.75;19.0;CGC
ComDragagem2030;3937;0.0;0.0;2.67;2.67;CGC
ComDragagem2030;3938;1.67;25.42;0.0;27.08;CGC
ComDragagem2030;3939;0.0;10.5;4.25;14.75;CGC
ComDragagem2030;3940;24.67;11.75;0.0;36.42;CGC
ComDragagem2030;3941;26.5;23.67;0.0;50.17;CGC
ComDragagem2030;3942;18.5;236.08;3.67;258.25;CGNC
ComDragagem2030;3943;38.0;79.25;4.0;121.25;GSA - E
ComDragagem2030;3944;5.83;61.42;1.42;68.67;GSM - I
ComDragagem2030;3945;1.25;18.67;10.08;30.0;CGC
ComDragagem2030;3946;3.5;9.83;0.0;13.33;GSA - E
ComDragagem2030;3947;316.5;271.17;2.92;590.58;GSA - E
ComDragagem2030;3948;234.67;192.33;2.08;429.08;GSA - E
ComDragagem2030;3949;0.0;0.0;0.75;0.75;RORO
ComDragagem2030;3950;1.33;32.17;4.17;37.67;RORO
ComDragagem2030;3951;2.33;39.0;0.75;42.08;GSA - E
ComDragagem2030;3952;16.42;93.42;16.67;126.5;GSA - E
ComDragagem2030;3953;0.0;0.0;2.08;2.08;GSM - I
ComDragagem2030;3954;7.83;56.5;6.42;70.75;GL
ComDragagem2030;3955;0.0;0.0;1.25;1.25;CGNC
ComDragagem2030;3956;0.0;0.83;1.17;2.0;CGNC
