SCENARIO_ID;DAY;ENTER;EXIT
ComDragagem2030;1;23,00;0,00
ComDragagem2030;2;15,00;8,00
ComDragagem2030;3;9,00;9,00
ComDragagem2030;4;27,00;16,00
ComDragagem2030;5;14,00;17,00
ComDragagem2030;6;22,00;20,00
ComDragagem2030;7;22,00;19,00
ComDragagem2030;8;17,00;20,00
ComDragagem2030;9;20,00;17,00
ComDragagem2030;10;17,00;17,00
ComDragagem2030;11;26,00;22,00
ComDragagem2030;12;24,00;22,00
ComDragagem2030;13;20,00;20,00
ComDragagem2030;14;21,00;24,00
ComDragagem2030;15;21,00;21,00
ComDragagem2030;16;19,00;22,00
ComDragagem2030;17;22,00;24,00
ComDragagem2030;18;20,00;17,00
ComDragagem2030;19;22,00;24,00
ComDragagem2030;20;26,00;20,00
ComDragagem2030;21;17,00;22,00
ComDragagem2030;22;21,00;17,00
ComDragagem2030;23;21,00;25,00
ComDragagem2030;24;15,00;19,00
ComDragagem2030;25;22,00;18,00
ComDragagem2030;26;20,00;20,00
ComDragagem2030;27;22,00;20,00
ComDragagem2030;28;19,00;18,00
ComDragagem2030;29;19,00;22,00
ComDragagem2030;30;18,00;17,00
ComDragagem2030;31;17,00;20,00
ComDragagem2030;32;18,00;18,00
ComDragagem2030;33;18,00;20,00
ComDragagem2030;34;23,00;23,00
ComDragagem2030;35;17,00;18,00
ComDragagem2030;36;20,00;17,00
ComDragagem2030;37;18,00;19,00
ComDragagem2030;38;18,00;20,00
ComDragagem2030;39;20,00;19,00
ComDragagem2030;40;19,00;17,00
ComDragagem2030;41;14,00;16,00
ComDragagem2030;42;21,00;19,00
ComDragagem2030;43;16,00;19,00
ComDragagem2030;44;21,00;20,00
ComDragagem2030;45;13,00;16,00
ComDragagem2030;46;21,00;20,00
ComDragagem2030;47;8,00;7,00
ComDragagem2030;48;1,00;4,00
ComDragagem2030;49;30,00;22,00
ComDragagem2030;50;16,00;20,00
ComDragagem2030;51;14,00;13,00
ComDragagem2030;52;17,00;20,00
ComDragagem2030;53;21,00;19,00
ComDragagem2030;54;17,00;19,00
ComDragagem2030;55;19,00;16,00
ComDragagem2030;56;20,00;22,00
ComDragagem2030;57;19,00;16,00
ComDragagem2030;58;21,00;20,00
ComDragagem2030;59;20,00;22,00
ComDragagem2030;60;20,00;20,00
ComDragagem2030;61;19,00;19,00
ComDragagem2030;62;17,00;14,00
ComDragagem2030;63;21,00;27,00
ComDragagem2030;64;17,00;14,00
ComDragagem2030;65;14,00;20,00
ComDragagem2030;66;19,00;17,00
ComDragagem2030;67;22,00;15,00
ComDragagem2030;68;19,00;17,00
ComDragagem2030;69;14,00;17,00
ComDragagem2030;70;19,00;21,00
ComDragagem2030;71;16,00;21,00
ComDragagem2030;72;16,00;17,00
ComDragagem2030;73;18,00;19,00
ComDragagem2030;74;30,00;22,00
ComDragagem2030;75;15,00;15,00
ComDragagem2030;76;22,00;23,00
ComDragagem2030;77;14,00;18,00
ComDragagem2030;78;16,00;20,00
ComDragagem2030;79;19,00;13,00
ComDragagem2030;80;14,00;15,00
ComDragagem2030;81;26,00;19,00
ComDragagem2030;82;19,00;19,00
ComDragagem2030;83;16,00;17,00
ComDragagem2030;84;18,00;21,00
ComDragagem2030;85;14,00;17,00
ComDragagem2030;86;19,00;20,00
ComDragagem2030;87;21,00;17,00
ComDragagem2030;88;26,00;25,00
ComDragagem2030;89;18,00;17,00
ComDragagem2030;90;19,00;19,00
