SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S2025;3220;228.99;32.0;6.73;44;GSA - E;BERÇO ARM 37;CARGO;N/A;6080
S2025;3246;189.9;32.0;6.3;38;GSA - E;BERÇO ARM 12A;CARGO;N/A;8680
S2025;3269;228.99;32.0;8.18;15;GSA - E;BERÇO ARM 19;CARGO;N/A;3085
S2025;3288;224.94;32.0;6.9;44;GSA - E;BERÇO ARM 37;CARGO;N/A;2550
S2025;3303;225.0;33.0;7.3;38;GSA - E;BERÇO ARM 12A;CARGO;N/A;3960
S2025;3332;179.87;28.0;9.8;47;GL;BERÇO AL 02;CARGO;N/A;1425
S2025;3336;199.9;33.0;10.3;57;GSM - I;BERÇO TIPLAM 1;CARGO;N/A;5835
S2025;3345;228.9;32.0;7.5;39;GSA - E;BERÇO ARM 39;CARGO;N/A;4290
S2025;3354;199.99;32.0;6.62;12;GSA - E;BERÇO ARM 20/21;CARGO;N/A;4030
S2025;3403;229.0;32.0;8.1;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;2300
S2025;3404;229.0;32.0;6.91;44;GSA - E;BERÇO ARM 37;CARGO;N/A;3860
S2025;3409;229.0;32.0;7.5;40;GSA - E;BERÇO TGG;CARGO;N/A;1675
S2025;3414;199.98;32.0;6.22;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;4525
S2025;3416;190.0;32.0;6.5;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;2450
S2025;3421;225.0;32.0;6.91;38;GSA - E;BERÇO ARM 13/14;CARGO;N/A;3885
S2025;3427;119.95;19.0;7.0;47;GL;BERÇO AL 01;CARGO;N/A;1295
S2025;3446;229.0;33.0;7.83;15;GSA - E;BERÇO ARM 19;CARGO;N/A;7525
S2025;3450;189.93;33.0;6.8;56;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;3160
S2025;3461;209.99;37.0;10.71;39;GSA - E;BERÇO ARM 39;CARGO;N/A;1255
S2025;3464;225.0;32.0;7.16;15;GSA - E;BERÇO ARM 19;CARGO;N/A;3015
S2025;3466;228.99;32.0;7.2;46;GSA - E;BERÇO OUT 2;CARGO;N/A;8510
S2025;3468;229.0;32.0;7.05;38;GSA - E;BERÇO ARM 12A;CARGO;N/A;4805
S2025;3475;299.95;40.0;9.4;32;CGC;BERÇO TECON 2;CARGO;N/A;1850
S2025;3490;183.1;32.0;6.8;47;GL;BERÇO AL 02;CARGO;N/A;1985
S2025;3491;199.99;32.0;6.9;37;GSA - E;BERÇO TEAG;CARGO;N/A;3175
S2025;3504;199.96;32.0;10.96;39;GSA - E;BERÇO ARM 39;CARGO;N/A;1025
S2025;3509;183.98;27.4;7.4;47;GL;BERÇO AL 01;CARGO;N/A;3480
S2025;3513;189.99;32.0;6.77;15;GSA - E;BERÇO ARM 19;CARGO;N/A;2935
S2025;3523;179.9;28.0;10.5;16;GSM - I;BERÇO ARM 22/23;CARGO;N/A;5340
S2025;3525;229.0;0.0;7.93;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;2490
S2025;3526;333.9;48.0;12.2;32;CGC;BERÇO TECON 3;CARGO;N/A;2045
S2025;3527;182.9;32.2;7.8;60;GL;BERÇO AL 02;CARGO;N/A;4780
S2025;3528;189.98;29.0;8.4;28;CGNC;BERÇO CS 02;CARGO;N/A;9200
S2025;3529;229.0;32.0;7.14;56;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;3460
S2025;3532;199.96;32.0;8.4;45;RORO;BERÇO TEV;CARGO;RO-RO;860
S2025;3534;229.0;32.0;7.61;12;GSA - E;BERÇO ARM 20/21;CARGO;N/A;3150
S2025;3537;229.0;33.0;13.02;43;GSM - I;BERÇO TERMAG;CARGO;N/A;10645
S2025;3540;224.9;32.0;6.8;56;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;1405
S2025;3542;169.37;30.0;5.6;12;GSA - E;BERÇO ARM 20/21;CARGO;N/A;815
S2025;3543;228.99;32.0;7.16;56;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;3865
S2025;3546;199.9;32.0;8.56;15;GSA - E;BERÇO ARM 19;CARGO;N/A;2350
S2025;3548;228.37;34.0;9.2;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;2100
S2025;3549;189.99;32.0;6.24;15;GSA - E;BERÇO ARM 16/17;CARGO;N/A;3540
S2025;3551;228.99;32.0;7.1;41;GSA - E;BERÇO ARM 38;CARGO;N/A;5990
S2025;3555;201.8;32.0;7.5;52;CGNC;BERÇO DPW 4;CARGO;N/A;2415
S2025;3556;275.0;40.04;11.0;32;CGC;BERÇO TECON 1.2;CARGO;N/A;1360
S2025;3557;227.2;36.0;7.54;44;GSA - E;BERÇO ARM 37;CARGO;N/A;3540
S2025;3559;228.99;32.0;6.78;39;GSA - E;BERÇO ARM 39;CARGO;N/A;3295
S2025;3560;229.0;32.0;7.0;46;GSA - E;BERÇO OUT 2;CARGO;N/A;6340
S2025;3561;231.0;32.0;10.6;32;CGC;BERÇO TECON 2;CARGO;N/A;675
S2025;3562;331.1;48.0;12.5;51;CGC;BERÇO DPW 2;CARGO;N/A;3095
S2025;3563;224.98;32.0;7.5;15;GSA - E;BERÇO ARM 19;CARGO;N/A;7305
S2025;3564;300.07;42.0;11.6;9;CGC;BERÇO BTP 1;CARGO;N/A;1445
S2025;3565;228.91;32.0;7.0;46;GSA - E;BERÇO OUT 2;CARGO;N/A;6200
S2025;3566;229.0;32.0;7.3;56;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;6800
S2025;3567;138.48;21.0;6.1;13;CGNC;BERÇO CORTE;CARGO;N/A;555
S2025;3568;229.0;32.0;7.62;40;GSA - E;BERÇO TGG;CARGO;N/A;1995
S2025;3569;210.0;36.0;11.45;52;CGNC;BERÇO DPW 3;CARGO;N/A;1140
