SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;TERMINAL;MARKET_CATEGORY;BERTH_ID;BERTH;IN_SEG1_ARR_D;IN_SEG1_ARR_H;IN_SEG1_DP_D;IN_SEG1_DP_H;IN_SEG2_ARR_D;IN_SEG2_ARR_H;IN_SEG2_DP_D;IN_SEG2_DP_H;IN_SEG3_ARR_D;IN_SEG3_ARR_H;IN_SEG3_DP_D;IN_SEG3_DP_H;IN_SEG4_ARR_D;IN_SEG4_ARR_H;IN_SEG4_DP_D;IN_SEG4_DP_H;IN_SEG5_ARR_D;IN_SEG5_ARR_H;IN_SEG5_DP_D;IN_SEG5_DP_H;IN_SEG6_ARR_D;IN_SEG6_ARR_H;IN_SEG6_DP_D;IN_SEG6_DP_H;IN_SEG7_ARR_D;IN_SEG7_ARR_H;IN_SEG7_DP_D;IN_SEG7_DP_H;IN_SEG8_ARR_D;IN_SEG8_ARR_H;IN_SEG8_DP_D;IN_SEG8_DP_H;IN_SEG9_ARR_D;IN_SEG9_ARR_H;IN_SEG9_DP_D;IN_SEG9_DP_H;IN_SEG10_ARR_D;IN_SEG10_ARR_H;IN_SEG10_DP_D;IN_SEG10_DP_H;IN_SEG11_ARR_D;IN_SEG11_ARR_H;IN_SEG11_DP_D;IN_SEG11_DP_H;IN_SEG12_ARR_D;IN_SEG12_ARR_H;IN_SEG12_DP_D;IN_SEG12_DP_H;IN_SEG13_ARR_D;IN_SEG13_ARR_H;IN_SEG13_DP_D;IN_SEG13_DP_H;IN_SEG14_ARR_D;IN_SEG14_ARR_H;IN_SEG14_DP_D;IN_SEG14_DP_H;IN_SEG15_ARR_D;IN_SEG15_ARR_H;IN_SEG15_DP_D;IN_SEG15_DP_H;IN_SEG16_ARR_D;IN_SEG16_ARR_H;IN_SEG16_DP_D;IN_SEG16_DP_H;IN_SEG17_ARR_D;IN_SEG17_ARR_H;IN_SEG17_DP_D;IN_SEG17_DP_H;BERTH_ARR_D;BERTH_ARR_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DP_D;BERTH_DP_H;OUT_SEG17_ARR_D;OUT_SEG17_ARR_H;OUT_SEG17_DP_D;OUT_SEG17_DP_H;OUT_SEG16_ARR_D;OUT_SEG16_ARR_H;OUT_SEG16_DP_D;OUT_SEG16_DP_H;OUT_SEG15_ARR_D;OUT_SEG15_ARR_H;OUT_SEG15_DP_D;OUT_SEG15_DP_H;OUT_SEG14_ARR_D;OUT_SEG14_ARR_H;OUT_SEG14_DP_D;OUT_SEG14_DP_H;OUT_SEG13_ARR_D;OUT_SEG13_ARR_H;OUT_SEG13_DP_D;OUT_SEG13_DP_H;OUT_SEG12_ARR_D;OUT_SEG12_ARR_H;OUT_SEG12_DP_D;OUT_SEG12_DP_H;OUT_SEG11_ARR_D;OUT_SEG11_ARR_H;OUT_SEG11_DP_D;OUT_SEG11_DP_H;OUT_SEG10_ARR_D;OUT_SEG10_ARR_H;OUT_SEG10_DP_D;OUT_SEG10_DP_H;OUT_SEG9_ARR_D;OUT_SEG9_ARR_H;OUT_SEG9_DP_D;OUT_SEG9_DP_H;OUT_SEG8_ARR_D;OUT_SEG8_ARR_H;OUT_SEG8_DP_D;OUT_SEG8_DP_H;OUT_SEG7_ARR_D;OUT_SEG7_ARR_H;OUT_SEG7_DP_D;OUT_SEG7_DP_H;OUT_SEG6_ARR_D;OUT_SEG6_ARR_H;OUT_SEG6_DP_D;OUT_SEG6_DP_H;OUT_SEG5_ARR_D;OUT_SEG5_ARR_H;OUT_SEG5_DP_D;OUT_SEG5_DP_H;OUT_SEG4_ARR_D;OUT_SEG4_ARR_H;OUT_SEG4_DP_D;OUT_SEG4_DP_H;OUT_SEG3_ARR_D;OUT_SEG3_ARR_H;OUT_SEG3_DP_D;OUT_SEG3_DP_H;OUT_SEG2_ARR_D;OUT_SEG2_ARR_H;OUT_SEG2_DP_D;OUT_SEG2_DP_H;OUT_SEG1_ARR_D;OUT_SEG1_ARR_H;OUT_SEG1_DP_D;OUT_SEG1_DP_H;NON_PRODUCTIVE_TIME_SPENT
S2025;3220;32.0;228.99;6.73;0;0;0;-20;15:00;529.0;41.42;25.33;595.75;XXXIX;GSA - E;28;BERÇO ARM 37;5;10:45;5;11:05;5;11:05;5;11:10;5;11:10;5;11:15;5;11:15;5;11:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;11:50;5;11:50;9;16:25;9;17:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;17:20;9;17:30;9;17:30;9;17:35;9;17:35;9;17:40;9;17:40;9;18:00;
S2025;3246;32.0;189.9;6.3;0;0;0;-19;16:00;479.75;22.92;114.25;616.92;COFCO;GSA - E;9;BERÇO ARM 12A;7;08:55;7;09:15;7;09:15;7;09:20;7;09:20;7;09:25;7;09:25;7;09:30;7;09:30;7;09:35;7;09:35;7;09:40;7;09:40;7;09:45;7;09:45;7;09:50;7;09:50;7;10:25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;10:25;8;01:41;13;10:20;13;14:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;14:10;13;14:20;13;14:20;13;14:25;13;14:25;13;14:30;13;14:30;13;14:35;13;14:35;13;14:40;13;14:40;13;14:45;13;14:45;13;14:50;13;14:50;13;14:55;13;14:55;13;15:15;
S2025;3269;32.0;228.99;8.18;0;0;0;-17;09:00;452.42;0.0;58.5;510.92;ELEVACOES;GSA - E;13;BERÇO ARM 19;4;15:55;4;16:15;4;16:15;4;16:20;4;16:20;4;16:25;4;16:25;4;16:30;4;16:30;4;16:35;4;16:35;4;16:40;4;16:40;4;16:45;4;16:45;4;17:20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;17:20;4;20:42;6;20:00;7;00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;00:00;7;00:10;7;00:10;7;00:15;7;00:15;7;00:20;7;00:20;7;00:25;7;00:25;7;00:30;7;00:30;7;00:35;7;00:35;7;00:40;7;00:40;7;01:00;
S2025;3288;32.0;224.94;6.9;0;0;0;-16;10:00;428.25;335.17;43.33;806.75;XXXIX;GSA - E;28;BERÇO ARM 37;18;00:45;18;01:05;18;01:05;18;01:10;18;01:10;18;01:15;18;01:15;18;01:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;01:50;18;01:50;19;19:35;19;21:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;21:50;19;22:00;19;22:00;19;22:05;19;22:05;19;22:10;19;22:10;19;22:30;
S2025;3303;33.0;225.0;7.3;0;0;0;-15;08:00;382.83;0.0;44.42;427.25;COFCO;GSA - E;9;BERÇO ARM 12A;3;03:15;3;03:35;3;03:35;3;03:40;3;03:40;3;03:45;3;03:45;3;03:50;3;03:50;3;03:55;3;03:55;3;04:00;3;04:00;3;04:05;3;04:05;3;04:10;3;04:10;3;04:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;04:45;3;08:46;5;22:00;6;01:45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;01:45;6;01:55;6;01:55;6;02:00;6;02:00;6;02:05;6;02:05;6;02:10;6;02:10;6;02:15;6;02:15;6;02:20;6;02:20;6;02:25;6;02:25;6;02:30;6;02:30;6;02:50;
S2025;3332;28.0;179.87;9.8;0;0;0;-13;00:48;335.17;0.0;12.0;347.17;TRANSPETRO;GL;3;BERÇO AL 02;1;12:00;1;12:20;1;12:20;1;12:25;1;12:25;1;12:30;1;12:30;1;12:35;1;12:35;1;12:40;1;12:40;1;12:45;1;12:45;1;12:50;1;12:50;1;12:55;1;12:55;1;13:00;1;13:00;1;13:05;1;13:05;1;13:10;1;13:10;1;13:15;1;13:15;1;13:20;1;13:20;1;13:35;;;;;;;;;;;;;1;13:35;1;20:00;2;12:35;2;13:20;;;;;;;;;;;;;2;13:20;2;13:50;2;13:50;2;13:55;2;13:55;2;14:00;2;14:00;2;14:05;2;14:05;2;14:10;2;14:10;2;14:15;2;14:15;2;14:20;2;14:20;2;14:25;2;14:25;2;14:30;2;14:30;2;14:35;2;14:35;2;14:40;2;14:40;2;14:45;2;14:45;2;14:50;2;14:50;2;15:10;
S2025;3336;33.0;199.9;10.3;0;0;0;-13;08:00;333.17;0.0;42.83;376.0;TIPLAM - GSM - I;GSM - I;60;BERÇO TIPLAM 1;3;00:00;3;00:20;3;00:20;3;00:25;3;00:25;3;00:30;3;00:30;3;00:35;3;00:35;3;00:40;3;00:40;3;00:45;3;00:45;3;00:50;3;00:50;3;00:55;3;00:55;3;01:00;3;01:00;3;01:05;3;01:05;3;01:10;3;01:10;3;01:15;3;01:15;3;01:20;3;01:20;3;01:25;3;01:25;3;01:30;3;01:30;3;01:50;3;01:50;3;02:35;3;02:35;3;05:09;7;03:05;7;09:55;7;09:55;7;10:05;7;10:05;7;10:25;7;10:25;7;10:30;7;10:30;7;10:35;7;10:35;7;10:40;7;10:40;7;10:45;7;10:45;7;10:50;7;10:50;7;10:55;7;10:55;7;11:00;7;11:00;7;11:05;7;11:05;7;11:10;7;11:10;7;11:15;7;11:15;7;11:20;7;11:20;7;11:25;7;11:25;7;11:30;7;11:30;7;11:35;7;11:35;7;11:55;
S2025;3345;32.0;228.9;7.5;0;0;0;-13;17:18;352.0;0.0;49.42;401.42;ADM;GSA - E;30;BERÇO ARM 39;4;10:45;4;11:05;4;11:05;4;11:10;4;11:10;4;11:15;4;11:15;4;11:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11:50;4;14:39;7;10:35;7;12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;12:00;7;12:10;7;12:10;7;12:15;7;12:15;7;12:20;7;12:20;7;12:40;
S2025;3354;32.0;199.99;6.62;0;0;0;-12;05:54;310.33;63.75;18.67;392.75;COPESUCAR;GSA - E;14;BERÇO ARM 20/21;4;14:40;4;15:00;4;15:00;4;15:05;4;15:05;4;15:10;4;15:10;4;15:15;4;15:15;4;15:20;4;15:20;4;15:25;4;15:25;4;15:30;4;15:30;4;16:05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;16:05;4;18:29;7;10:30;7;12:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;12:10;7;12:20;7;12:20;7;12:25;7;12:25;7;12:30;7;12:30;7;12:35;7;12:35;7;12:40;7;12:40;7;12:45;7;12:45;7;12:50;7;12:50;7;13:10;
S2025;3403;32.0;229.0;8.1;0;0;0;-10;22:18;334.67;35.33;95.33;465.33;ELEVACOES;GSA - E;12;BERÇO ARM 16/17;10;07:40;10;08:00;10;08:00;10;08:05;10;08:05;10;08:10;10;08:10;10;08:15;10;08:15;10;08:20;10;08:20;10;08:25;10;08:25;10;08:30;10;08:30;10;08:35;10;08:35;10;09:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;09:10;10;13:05;11;22:45;12;01:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;01:10;12;01:20;12;01:20;12;01:25;12;01:25;12;01:30;12;01:30;12;01:35;12;01:35;12;01:40;12;01:40;12;01:45;12;01:45;12;01:50;12;01:50;12;01:55;12;01:55;12;02:15;
