SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S002;1;93
S002;2;56
S002;3;68
S002;4;82
S002;5;86
S002;6;84
S002;7;89
S002;8;87
S002;9;95
S002;10;108
S002;11;106
S002;12;104
S002;13;110
S002;14;27
S002;15;27
S002;16;27
S002;17;65
S002;18;68
S002;19;63
S002;20;145
S002;22;76
S002;23;5
S002;24;141
S002;25;97
S002;26;114
S002;27;92
S002;28;77
S002;29;45
S002;30;66
S002;31;64
S002;32;68
S002;33;85
S002;34;83
S002;35;87
S002;36;7
S002;37;141
S002;38;3
S002;39;106
S002;40;108
S002;41;110
S002;42;110
S002;43;79
S002;44;115
S002;45;143
S002;46;10
S002;47;1
S002;48;94
S002;49;63
S002;50;66
S002;51;41
S002;52;85
S002;53;45
S002;54;47
S002;55;147
S002;56;141
S002;57;106
S002;58;108
S002;59;104
S002;60;114
S002;61;93
S002;62;68
S002;63;89
S002;64;84
S002;65;8
S002;66;33
S002;67;141
S002;68;110
S002;69;106
S002;70;93
S002;71;91
S002;72;92
S002;73;2
S002;74;69
S002;75;78
S002;76;56
S002;77;77
S002;78;146
S002;79;64
S002;80;83
S002;81;89
S002;82;85
S002;83;6
S002;84;99
S002;85;110
S002;86;108
S002;87;108
S002;88;79
S002;89;141
S002;90;119
S002;91;94
S002;92;140
S002;93;65
S002;94;67
S002;95;85
S002;96;84
S002;97;58
S002;98;108
S002;99;105
S002;100;122
S002;101;27
S002;102;56
S002;103;65
S002;104;68
S002;105;64
S002;106;86
S002;107;85
S002;108;84
S002;110;19
S002;111;72
S002;112;95
S002;113;110
S002;114;106
S002;115;104
S002;116;7
S002;117;2
S002;118;65
S002;119;63
S002;121;83
S002;122;51
S002;123;141
S002;124;3
S002;125;5
S002;126;97
S002;127;106
S002;128;107
S002;131;65
S002;133;87
S002;134;35
S002;135;141
S002;136;109
S002;137;104
S002;138;101
S002;139;143
S002;140;124
