SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
S002;1;116.9;18.0;4.8;30.0;GLG;BERÇO IB SP;CARGO;N/A;1245
S002;2;229.07;32.0;7.56;56.0;CGNC;BERÇO ARM 37;CARGO;N/A;3905
S002;3;304.16;40.0;11.0;21.0;CGC;BERÇO BTP 3;CARGO;N/A;505
S002;4;164.34;23.0;7.8;35.0;GLG;BERÇO DOW;CARGO;N/A;1455
S002;5;299.99;40.0;9.8;38.0;CGC;BERÇO DPW 2;CARGO;N/A;2245
S002;6;270.93;43.0;11.3;38.0;CGC;BERÇO DPW 1;CARGO;N/A;1805
S002;7;201.9;34.0;7.99;58.0;CGNC;BERÇO DPW 4;CARGO;N/A;4120
S002;8;201.9;34.0;8.15;58.0;CGNC;BERÇO DPW 3;CARGO;N/A;2895
S002;9;85.34;18.0;4.2;36.0;CGNC;BERÇO SAIPEM 1;CARGO;N/A;4225
S002;10;272.08;40.0;10.6;22.0;CGC;BERÇO TECON 2;CARGO;N/A;1140
S002;11;334.07;42.0;12.0;22.0;CGC;BERÇO TECON 1.2;CARGO;N/A;910
S002;12;182.47;25.0;8.2;22.0;CGC;BERÇO TECON 1.1;CARGO;N/A;1200
S002;13;209.75;33.0;11.0;22.0;CGC;BERÇO TECON 3;CARGO;N/A;930
S002;14;189.99;32.0;5.6;55.0;CGNC;BERÇO ARM 20/21;CARGO;N/A;2040
S002;15;189.99;22.0;6.7;55.0;CGNC;BERÇO ARM 20/21;CARGO;N/A;1710
S002;16;199.9;32.0;6.6;55.0;CGNC;BERÇO ARM 20/21;CARGO;N/A;2550
S002;17;294.09;32.0;10.0;21.0;CGC;BERÇO BTP 2;CARGO;N/A;885
S002;18;299.9;45.0;11.8;21.0;CGC;BERÇO BTP 3;CARGO;N/A;1010
S002;19;272.0;43.0;12.1;21.0;CGC;BERÇO BTP 1;CARGO;N/A;1005
S002;20;201.8;32.0;8.0;44.0;CGNC;BERÇO ARM 35P1;CARGO;N/A;4275
S002;22;198.0;31.0;9.7;47.0;CGNC;BERÇO CS 03;CARGO;N/A;8120
S002;23;156.53;25.0;8.7;49.0;CGNC;BERÇO AL 02;CARGO;N/A;3035
S002;24;323.0;44.0;8.6;12.0;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;640
S002;25;75.2;17.0;4.5;36.0;CGNC;BERÇO SAIPEM 2;CARGO;N/A;380
S002;26;189.99;32.0;12.74;25.0;GSM - I;BERÇO TERMAG;CARGO;N/A;6810
S002;27;145.0;24.0;9.5;29.0;GLG;BERÇO IB BC;CARGO;N/A;2805
S002;28;116.26;18.0;4.9;57.0;CGNC;BERÇO CS 04;CARGO;N/A;500
S002;29;225.0;32.0;8.0;54.0;CGNC;BERÇO ARM 32;CARGO;N/A;870
S002;30;276.2;40.0;8.3;21.0;CGC;BERÇO BTP 2;CARGO;N/A;385
S002;31;299.9;45.0;11.5;21.0;CGC;BERÇO BTP 1;CARGO;N/A;840
S002;32;330.0;48.0;14.1;21.0;CGC;BERÇO BTP 3;CARGO;N/A;1605
S002;33;263.23;32.0;12.0;38.0;CGC;BERÇO DPW 2;CARGO;N/A;910
S002;34;255.4;38.0;13.0;38.0;CGC;BERÇO DPW 1;CARGO;N/A;1135
S002;35;225.0;32.0;9.0;58.0;CGNC;BERÇO DPW 3;CARGO;N/A;8715
S002;36;183.1;32.0;7.85;49.0;CGNC;BERÇO AL 03;CARGO;N/A;1735
S002;37;333.33;38.0;8.6;12.0;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;680
S002;38;182.88;32.0;8.0;1.0;GLG;BERÇO AL 01;CARGO;N/A;2065
S002;39;222.14;30.0;9.7;22.0;CGC;BERÇO TECON 1.2;CARGO;N/A;315
S002;40;227.92;37.0;11.7;22.0;CGC;BERÇO TECON 2;CARGO;N/A;1455
S002;41;299.18;48.0;13.1;22.0;CGC;BERÇO TECON 3;CARGO;N/A;1120
S002;42;335.0;51.0;12.5;22.0;CGC;BERÇO TECON 3;CARGO;N/A;1795
S002;43;170.0;26.0;7.55;34.0;GLG;BERÇO CUTRALE;CARGO;N/A;3365
S002;44;195.92;25.0;6.3;23.0;RORO;BERÇO TEV;CARGO;RO-RO;270
S002;45;224.96;33.0;7.0;14.0;GSA - E;BERÇO OUT 3;CARGO;N/A;5770
S002;46;158.98;27.0;8.7;4.0;GLG;BERÇO AL 04;CARGO;N/A;1940
S002;47;119.9;22.0;7.2;30.0;GLG;BERÇO Ageo I;CARGO;N/A;2530
S002;48;145.53;24.0;9.7;29.0;GLG;BERÇO IB SP;CARGO;N/A;1500
S002;49;293.2;40.0;10.8;21.0;CGC;BERÇO BTP 1;CARGO;N/A;1015
S002;50;299.89;48.0;11.5;21.0;CGC;BERÇO BTP 2;CARGO;N/A;1525
S002;51;179.99;30.0;6.4;9.0;CGNC;BERÇO ARM 31;CARGO;N/A;3880
S002;52;299.95;40.0;10.9;38.0;CGC;BERÇO DPW 2;CARGO;N/A;975
S002;53;210.56;30.0;8.1;44.0;CGNC;BERÇO ARM 32;CARGO;N/A;4400
S002;54;199.9;32.0;7.1;44.0;CGNC;BERÇO ARM 33;CARGO;N/A;3325
S002;55;305.0;50.0;8.5;12.0;PASSAGEIROS;BERÇO 25 + FRIG;PASSENGER;N/A;655
S002;56;331.43;52.0;8.7;12.0;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;705
S002;57;304.16;40.0;13.4;22.0;CGC;BERÇO TECON 1.2;CARGO;N/A;1035
S002;58;262.08;32.0;8.15;22.0;CGC;BERÇO TECON 2;CARGO;N/A;780
S002;59;255.36;37.0;10.5;22.0;CGC;BERÇO TECON 1.1;CARGO;N/A;645
S002;60;229.0;32.0;14.2;25.0;GSM - I;BERÇO TERMAG;CARGO;N/A;8370
S002;61;183.1;32.0;8.8;32.0;GLG;BERÇO IB SP;CARGO;N/A;1760
S002;62;227.92;37.0;11.4;21.0;CGC;BERÇO BTP 3;CARGO;N/A;255
S002;63;213.4;31.0;11.78;58.0;CGNC;BERÇO DPW 4;CARGO;N/A;5265
S002;64;172.0;28.0;9.0;38.0;CGC;BERÇO DPW 1;CARGO;N/A;795
S002;65;145.0;24.0;9.6;49.0;CGNC;BERÇO AL 03;CARGO;N/A;1620
S002;66;289.59;44.0;8.3;12.0;PASSAGEIROS;BERÇO ARM 25;PASSENGER;N/A;640
S002;67;323.0;44.0;8.6;12.0;PASSAGEIROS;BERÇO OUT 2;PASSENGER;N/A;665
S002;68;299.9;45.0;13.85;22.0;CGC;BERÇO TECON 3;CARGO;N/A;1460
S002;69;333.2;48.0;10.15;22.0;CGC;BERÇO TECON 1.2;CARGO;N/A;1925
S002;70;116.82;18.0;5.0;30.0;GLG;BERÇO IB SP;CARGO;N/A;1905
S002;71;179.99;28.0;8.0;30.0;GLG;BERÇO IB BC;CARGO;N/A;4375
