SCENARIO_ID;SEGMENT_ID;MONTH;HOURS_0_VESSELS;HOURS_1_VESSEL;HOURS_2_VESSELS;HOURS_3_VESSELS;HOURS_4_VESSELS;HOURS_5_VESSELS;HOURS_5PLUS_VESSELS
ComDragagem2035;1;2025-08;315.08;374.58;54.33;0.0;0.0;0.0;0.0
ComDragagem2035;1;2025-09;336.17;342.58;41.25;0.0;0.0;0.0;0.0
ComDragagem2035;1;2025-10;304.92;351.75;39.33;0.0;0.0;0.0;0.0
ComDragagem2035;2;2025-08;614.92;125.17;3.92;0.0;0.0;0.0;0.0
ComDragagem2035;2;2025-09;611.58;105.33;3.08;0.0;0.0;0.0;0.0
ComDragagem2035;2;2025-10;589.83;103.08;3.08;0.0;0.0;0.0;0.0
ComDragagem2035;3;2025-08;627.25;116.75;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;3;2025-09;615.92;104.08;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;3;2025-10;589.92;106.08;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;4;2025-08;605.42;138.58;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;4;2025-09;595.5;124.5;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;4;2025-10;570.58;125.42;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;5;2025-08;609.33;134.67;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;5;2025-09;602.0;118.0;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;5;2025-10;576.25;119.75;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;6;2025-08;559.25;166.42;18.33;0.0;0.0;0.0;0.0
ComDragagem2035;6;2025-09;555.0;150.83;14.17;0.0;0.0;0.0;0.0
ComDragagem2035;6;2025-10;530.25;146.42;19.33;0.0;0.0;0.0;0.0
ComDragagem2035;7;2025-08;632.92;108.0;3.08;0.0;0.0;0.0;0.0
ComDragagem2035;7;2025-09;621.75;94.17;4.08;0.0;0.0;0.0;0.0
ComDragagem2035;7;2025-10;590.83;102.08;3.08;0.0;0.0;0.0;0.0
ComDragagem2035;8;2025-08;645.17;97.92;0.92;0.0;0.0;0.0;0.0
ComDragagem2035;8;2025-09;632.67;86.58;0.75;0.0;0.0;0.0;0.0
ComDragagem2035;8;2025-10;608.5;86.58;0.92;0.0;0.0;0.0;0.0
ComDragagem2035;9;2025-08;656.25;86.33;1.42;0.0;0.0;0.0;0.0
ComDragagem2035;9;2025-09;638.5;79.58;1.92;0.0;0.0;0.0;0.0
ComDragagem2035;9;2025-10;616.42;78.08;1.5;0.0;0.0;0.0;0.0
ComDragagem2035;10;2025-08;647.17;96.83;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;10;2025-09;632.0;88.0;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;10;2025-10;609.25;86.75;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;11;2025-08;650.67;83.83;9.5;0.0;0.0;0.0;0.0
ComDragagem2035;11;2025-09;635.83;77.5;6.67;0.0;0.0;0.0;0.0
ComDragagem2035;11;2025-10;610.08;76.08;9.83;0.0;0.0;0.0;0.0
ComDragagem2035;12;2025-08;608.83;124.58;10.58;0.0;0.0;0.0;0.0
ComDragagem2035;12;2025-09;602.83;109.17;8.0;0.0;0.0;0.0;0.0
ComDragagem2035;12;2025-10;576.08;113.67;6.25;0.0;0.0;0.0;0.0
ComDragagem2035;13;2025-08;644.0;85.08;14.92;0.0;0.0;0.0;0.0
ComDragagem2035;13;2025-09;630.25;77.42;12.33;0.0;0.0;0.0;0.0
ComDragagem2035;13;2025-10;596.5;87.58;11.92;0.0;0.0;0.0;0.0
ComDragagem2035;14;2025-08;697.58;46.42;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;14;2025-09;678.0;42.0;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;14;2025-10;652.83;43.17;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;15;2025-08;721.17;22.33;0.5;0.0;0.0;0.0;0.0
ComDragagem2035;15;2025-09;703.33;16.67;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;15;2025-10;680.33;15.67;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;16;2025-08;720.25;23.5;0.25;0.0;0.0;0.0;0.0
ComDragagem2035;16;2025-09;695.92;23.83;0.25;0.0;0.0;0.0;0.0
ComDragagem2035;16;2025-10;674.42;21.5;0.08;0.0;0.0;0.0;0.0
ComDragagem2035;17;2025-08;711.67;32.17;0.17;0.0;0.0;0.0;0.0
ComDragagem2035;17;2025-09;686.5;33.5;0.0;0.0;0.0;0.0;0.0
ComDragagem2035;17;2025-10;667.17;28.17;0.67;0.0;0.0;0.0;0.0
