SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
ComDragagem2035;4749;185.0;23.0;10.25;3;CGC;BERÇO TECON10 1;CARGO;N/A;1350
ComDragagem2035;4750;265.0;23.0;11.75;3;CGC;BERÇO TECON10 2;CARGO;N/A;1255
ComDragagem2035;4751;339.0;43.0;14.0;3;CGC;BERÇO TECON10 3;CARGO;N/A;1745
ComDragagem2035;4752;155.0;23.0;9.25;11;GL;BERÇO Ageo I;CARGO;N/A;2830
ComDragagem2035;4753;135.0;23.0;7.75;13;CGC;BERÇO BTP 1;CARGO;N/A;1470
ComDragagem2035;4754;215.0;23.0;9.25;13;CGC;BERÇO BTP 2;CARGO;N/A;975
ComDragagem2035;4755;185.0;23.0;9.75;13;CGC;BERÇO BTP 2;CARGO;N/A;1025
ComDragagem2035;4756;295.0;23.0;13.25;13;CGC;BERÇO BTP 3;CARGO;N/A;1565
ComDragagem2035;4757;205.0;23.0;0.0;15;GL;BERÇO ARM 29;CARGO;N/A;4680
ComDragagem2035;4758;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 13/14;CARGO;N/A;4315
ComDragagem2035;4759;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;2570
ComDragagem2035;4760;225.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;3700
ComDragagem2035;4761;215.0;23.0;10.25;21;CGC;BERÇO DPW 3;CARGO;N/A;935
ComDragagem2035;4762;265.0;23.0;11.75;21;CGC;BERÇO DPW 1;CARGO;N/A;1400
ComDragagem2035;4763;255.0;23.0;11.75;21;CGC;BERÇO DPW 2;CARGO;N/A;1225
ComDragagem2035;4764;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 19;CARGO;N/A;3460
ComDragagem2035;4765;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;2510
ComDragagem2035;4766;185.0;23.0;10.75;31;CGC;BERÇO TECON 1.1;CARGO;N/A;1160
ComDragagem2035;4767;366.0;49.0;15.0;31;CGC;BERÇO TECON 2;CARGO;N/A;2655
ComDragagem2035;4768;265.0;23.0;11.75;31;CGC;BERÇO TECON 2;CARGO;N/A;1195
ComDragagem2035;4769;339.0;43.0;14.0;31;CGC;BERÇO TECON 3;CARGO;N/A;1745
ComDragagem2035;4770;225.0;23.0;0.0;34;GSA - E;BERÇO TEG;CARGO;N/A;4835
