SCENARIO_ID;ARRIVAL_ID;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;MARKET_CATEGORY
ComDragagem2035;4749;0.0;0.0;0.0;0.0;CGC
ComDragagem2035;4750;0.0;0.0;0.92;0.92;CGC
ComDragagem2035;4751;0.0;0.0;1.92;1.92;CGC
ComDragagem2035;4752;0.0;0.0;0.0;0.0;GL
ComDragagem2035;4753;0.0;0.0;0.67;0.67;CGC
ComDragagem2035;4754;0.0;0.0;0.0;0.0;CGC
ComDragagem2035;4755;1.83;11.25;1.08;14.17;CGC
ComDragagem2035;4756;0.33;0.0;1.0;1.33;CGC
ComDragagem2035;4757;0.0;0.0;0.0;0.0;GL
ComDragagem2035;4758;0.17;0.0;4.92;5.08;GSA - E
ComDragagem2035;4759;0.25;0.0;3.92;4.17;GSA - E
ComDragagem2035;4760;8.33;35.92;8.42;52.67;GSA - E
ComDragagem2035;4761;0.0;0.0;1.33;1.33;CGC
ComDragagem2035;4762;0.0;0.0;0.08;0.08;CGC
ComDragagem2035;4763;0.0;0.0;2.5;2.5;CGC
ComDragagem2035;4764;0.0;0.0;0.5;0.5;GSA - E
ComDragagem2035;4765;0.0;0.0;0.25;0.25;GSA - E
ComDragagem2035;4766;0.0;0.0;1.75;1.75;CGC
ComDragagem2035;4767;14.83;4.42;0.0;19.25;CGC
ComDragagem2035;4768;0.0;0.0;0.0;0.0;CGC
ComDragagem2035;4769;0.0;0.0;0.58;0.58;CGC
ComDragagem2035;4770;0.0;0.0;3.08;3.08;GSA - E
ComDragagem2035;4771;1.33;25.58;1.0;27.92;RORO
ComDragagem2035;4772;0.0;0.0;1.67;1.67;RORO
ComDragagem2035;4773;0.0;0.0;0.67;0.67;GSA - E
ComDragagem2035;4774;0.0;0.0;4.58;4.58;GSA - E
ComDragagem2035;4775;0.0;0.0;3.83;3.83;GL
ComDragagem2035;4776;0.0;0.0;2.67;2.67;GL
ComDragagem2035;4777;0.0;0.0;0.17;0.17;GL
ComDragagem2035;4778;0.0;0.0;3.42;3.42;CGNC
ComDragagem2035;4779;0.0;0.0;0.83;0.83;CGC
ComDragagem2035;4780;0.0;0.0;2.33;2.33;CGNC
ComDragagem2035;4781;0.0;0.0;5.0;5.0;CGNC
ComDragagem2035;4782;0.0;0.92;0.0;0.92;CGC
ComDragagem2035;4783;0.0;0.58;0.0;0.58;CGC
ComDragagem2035;4784;2.17;3.25;2.42;7.83;CGC
ComDragagem2035;4785;15.67;38.17;2.17;56.0;GSA - E
ComDragagem2035;4786;0.25;0.0;0.25;0.5;GSA - E
ComDragagem2035;4787;27.58;64.08;0.0;91.67;GSA - E
ComDragagem2035;4788;0.0;0.0;1.33;1.33;CGC
ComDragagem2035;4789;0.0;1.08;0.0;1.08;CGC
ComDragagem2035;4790;0.0;0.0;1.17;1.17;CGNC
ComDragagem2035;4791;0.0;0.0;2.08;2.08;CGNC
ComDragagem2035;4792;3.75;12.17;1.17;17.08;GSA - E
ComDragagem2035;4793;0.0;0.0;0.67;0.67;GSM - I
ComDragagem2035;4794;0.0;0.0;0.42;0.42;GSM - I
ComDragagem2035;4795;1.25;0.0;3.75;5.0;CGC
ComDragagem2035;4796;1.25;1.92;3.67;6.83;CGC
ComDragagem2035;4797;15.25;41.83;3.0;60.08;GSA - E
ComDragagem2035;4798;0.0;0.0;0.0;0.0;GSA - E
ComDragagem2035;4799;1.33;29.17;0.0;30.5;RORO
ComDragagem2035;4800;5.17;43.08;0.0;48.25;GSA - E
ComDragagem2035;4801;5.17;38.67;0.0;43.83;GSA - E
ComDragagem2035;4802;1.92;8.08;1.75;11.75;GL
ComDragagem2035;4803;0.33;0.0;2.83;3.17;GSA - E
ComDragagem2035;4804;2.17;0.0;0.0;2.17;CGNC
ComDragagem2035;4805;1.0;0.0;7.17;8.17;CGC
ComDragagem2035;4806;1.0;0.0;0.5;1.5;CGC
ComDragagem2035;4807;1.0;0.0;3.17;4.17;CGC
ComDragagem2035;4808;0.83;0.0;1.92;2.75;GL
ComDragagem2035;4809;0.0;0.0;0.0;0.0;CGC
ComDragagem2035;4810;0.0;0.67;0.0;0.67;CGC
ComDragagem2035;4811;0.92;2.75;0.0;3.67;CGC
ComDragagem2035;4812;1.33;24.75;0.0;26.08;GL
ComDragagem2035;4813;23.33;44.33;2.25;69.92;GSA - E
ComDragagem2035;4814;0.0;0.0;1.17;1.17;CGC
ComDragagem2035;4815;1.0;20.83;0.0;21.83;CGC
ComDragagem2035;4816;0.0;0.0;0.25;0.25;CGC
ComDragagem2035;4817;0.0;0.0;0.92;0.92;CGC
ComDragagem2035;4818;2.0;31.58;1.33;34.92;GSM - I
ComDragagem2035;4819;9.83;41.08;4.75;55.67;GSM - I
ComDragagem2035;4820;1.25;0.0;1.58;2.83;CGC
ComDragagem2035;4821;1.25;4.83;0.0;6.08;CGC
ComDragagem2035;4822;1.25;8.83;0.83;10.92;CGC
ComDragagem2035;4823;0.83;0.0;0.75;1.58;GSA - E
ComDragagem2035;4824;34.83;55.92;0.0;90.75;GSA - E
ComDragagem2035;4825;14.08;79.08;0.0;93.17;GSA - E
ComDragagem2035;4826;1.58;0.0;1.67;3.25;GL
ComDragagem2035;4827;0.0;0.0;0.33;0.33;CGNC
