SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S014;1;56
S014;6;104
S014;15;27
S014;16;114
S014;19;32
S014;29;89
S014;57;114
S014;73;123
S014;81;146
S014;83;84
S014;85;77
S014;90;1
S014;91;122
S014;96;109
S014;100;108
S014;103;63
S014;107;72
S014;109;27
S014;110;34
S014;114;7
S014;115;56
S014;116;86
S014;118;85
S014;122;5
S014;125;109
S014;126;114
S014;128;85
S014;129;68
S014;130;65
S014;131;87
S014;132;106
S014;133;101
S014;134;105
S014;135;151
S014;136;134
S014;137;120
S014;138;84
S014;139;47
S014;140;56
S014;141;143
S014;142;60
S014;143;82
S014;144;147
S014;145;43
S014;146;108
S014;147;108
S014;148;85
S014;149;47
S014;150;120
S014;151;5
S014;152;51
S014;153;27
S014;154;106
S014;155;66
S014;156;63
S014;157;147
S014;158;58
S014;159;43
S014;160;110
S014;161;143
S014;162;106
S014;163;84
S014;164;146
S014;165;84
S014;166;3
S014;167;54
S014;168;53
S014;169;63
S014;170;101
S014;171;108
S014;172;141
S014;173;3
S014;174;101
S014;175;110
S014;176;60
S014;177;66
S014;178;8
S014;179;66
S014;180;6
S014;181;68
S014;182;106
S014;183;64
S014;184;85
S014;185;42
S014;186;84
S014;187;60
S014;188;5
S014;189;117
S014;190;108
S014;191;84
S014;192;64
S014;193;141
S014;194;86
S014;195;99
S014;196;65
S014;197;84
S014;198;3
S014;199;82
S014;200;106
S014;201;104
S014;202;84
S014;203;58
S014;204;8
S014;205;108
S014;206;135
S014;207;141
S014;208;115
S014;209;97
S014;210;5
S014;211;143
S014;212;74
S014;213;18
S014;214;1
S014;215;56
S014;216;105
S014;217;153
S014;218;99
S014;219;8
S014;220;32
S014;221;108
S014;222;84
S014;223;67
S014;224;92
S014;225;110
S014;226;104
S014;227;51
S014;228;43
S014;229;86
S014;230;106
S014;231;60
S014;232;108
S014;233;110
S014;234;63
S014;235;27
S014;236;84
S014;237;95
S014;238;3
S014;239;106
S014;240;123
S014;241;146
S014;242;151
S014;243;117
S014;244;43
S014;245;110
S014;246;84
S014;247;27
S014;248;109
S014;249;120
S014;250;108
S014;251;93
S014;252;115
S014;253;63
S014;254;115
S014;255;25
S014;256;119
S014;257;5
S014;258;63
S014;259;27
S014;260;43
S014;261;33
S014;262;84
S014;263;103
S014;264;110
S014;265;3
S014;266;106
S014;267;114
S014;268;8
S014;269;94
S014;270;126
S014;271;97
S014;272;120
S014;273;65
S014;274;34
S014;275;69
S014;276;65
S014;277;143
S014;278;86
S014;279;121
S014;280;110
S014;281;67
S014;282;66
S014;283;108
S014;284;91
S014;285;104
S014;286;110
S014;287;120
S014;288;72
S014;289;64
S014;290;82
S014;291;74
S014;292;43
S014;293;94
S014;294;141
S014;295;86
S014;296;116
S014;297;126
S014;298;63
S014;299;25
S014;300;1
S014;301;5
S014;302;85
S014;303;35
S014;304;104
S014;305;48
S014;306;153
S014;307;108
S014;308;141
S014;309;45
S014;310;106
S014;311;109
S014;312;86
S014;313;19
S014;314;86
S014;315;67
S014;316;104
S014;317;108
S014;318;94
S014;319;79
S014;320;97
S014;321;3
S014;322;134
S014;323;68
S014;324;34
S014;325;95
S014;326;87
S014;327;65
S014;328;6
S014;329;65
S014;330;117
S014;331;121
S014;332;106
S014;333;104
S014;334;151
S014;335;117
S014;336;60
S014;337;65
S014;338;92
S014;339;58
S014;340;111
S014;341;84
S014;342;108
S014;343;106
S014;344;41
S014;345;84
S014;346;143
S014;347;141
S014;348;85
S014;349;5
S014;350;2
S014;351;151
S014;352;141
S014;353;109
S014;354;84
S014;355;97
S014;356;64
S014;357;86
S014;358;89
S014;359;45
S014;360;63
S014;361;68
S014;362;95
S014;363;6
S014;364;8
S014;365;108
S014;366;25
S014;367;86
S014;368;147
S014;369;151
S014;370;143
S014;371;64
S014;372;9
S014;373;110
S014;374;106
S014;375;141
S014;376;108
S014;377;123
S014;378;110
S014;379;51
S014;380;87
S014;381;115
S014;382;79
S014;383;84
S014;384;104
S014;385;3
S014;386;3
S014;387;3
S014;388;86
S014;389;84
S014;390;10
S014;391;58
S014;392;89
S014;393;53
S014;394;64
S014;395;87
S014;396;104
S014;397;85
S014;398;105
S014;399;6
S014;400;121
S014;401;121
S014;402;32
S014;403;153
S014;404;92
S014;405;1
S014;406;65
S014;407;68
S014;408;72
S014;409;111
S014;410;64
S014;411;41
S014;412;84
S014;413;79
S014;414;66
S014;415;94
S014;416;60
S014;417;106
S014;418;146
S014;419;117
S014;420;110
S014;421;101
S014;422;95
S014;423;56
S014;424;108
S014;425;92
S014;426;8
S014;427;154
S014;428;51
S014;429;114
S014;430;45
S014;431;89
S014;432;27
S014;433;3
S014;434;106
S014;435;4
S014;436;5
S014;437;68
S014;438;104
S014;439;63
S014;440;33
S014;441;151
S014;442;104
S014;443;108
S014;444;8
S014;445;52
S014;446;85
S014;447;117
S014;448;82
S014;449;79
S014;450;115
