SCENARIO_ID;SEGMENT_ID;MONTH;HOURS_0_VESSELS;HOURS_1_VESSEL;HOURS_2_VESSELS;HOURS_3_VESSELS;HOURS_4_VESSELS;HOURS_5_VESSELS;HOURS_5PLUS_VESSELS
2SemDragagem2030;1;2025-08;405.5;304.0;34.5;0.0;0.0;0.0;0.0
2SemDragagem2030;1;2025-09;418.67;276.67;24.67;0.0;0.0;0.0;0.0
2SemDragagem2030;1;2025-10;391.67;279.0;25.33;0.0;0.0;0.0;0.0
2SemDragagem2030;2;2025-08;640.42;101.08;2.5;0.0;0.0;0.0;0.0
2SemDragagem2030;2;2025-09;634.0;84.58;1.42;0.0;0.0;0.0;0.0
2SemDragagem2030;2;2025-10;612.58;82.08;1.33;0.0;0.0;0.0;0.0
2SemDragagem2030;3;2025-08;654.17;89.83;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;3;2025-09;640.0;80.0;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;3;2025-10;614.25;81.75;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;4;2025-08;632.92;111.08;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;4;2025-09;619.5;100.5;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;4;2025-10;595.58;100.42;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;5;2025-08;636.83;107.17;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;5;2025-09;624.25;95.75;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;5;2025-10;600.33;95.67;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;6;2025-08;596.08;132.0;15.92;0.0;0.0;0.0;0.0
2SemDragagem2030;6;2025-09;591.75;114.42;13.83;0.0;0.0;0.0;0.0
2SemDragagem2030;6;2025-10;558.25;123.92;13.83;0.0;0.0;0.0;0.0
2SemDragagem2030;7;2025-08;657.58;85.17;1.25;0.0;0.0;0.0;0.0
2SemDragagem2030;7;2025-09;643.58;75.25;1.17;0.0;0.0;0.0;0.0
2SemDragagem2030;7;2025-10;617.92;77.08;1.0;0.0;0.0;0.0;0.0
2SemDragagem2030;8;2025-08;668.25;75.5;0.25;0.0;0.0;0.0;0.0
2SemDragagem2030;8;2025-09;652.58;67.17;0.25;0.0;0.0;0.0;0.0
2SemDragagem2030;8;2025-10;625.08;70.25;0.67;0.0;0.0;0.0;0.0
2SemDragagem2030;9;2025-08;678.5;64.83;0.67;0.0;0.0;0.0;0.0
2SemDragagem2030;9;2025-09;661.5;58.0;0.5;0.0;0.0;0.0;0.0
2SemDragagem2030;9;2025-10;634.58;60.75;0.67;0.0;0.0;0.0;0.0
2SemDragagem2030;10;2025-08;683.08;60.92;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;10;2025-09;664.75;55.25;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;10;2025-10;642.92;53.08;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;11;2025-08;672.75;63.0;8.25;0.0;0.0;0.0;0.0
2SemDragagem2030;11;2025-09;657.83;55.5;6.67;0.0;0.0;0.0;0.0
2SemDragagem2030;11;2025-10;630.58;59.58;5.83;0.0;0.0;0.0;0.0
2SemDragagem2030;12;2025-08;697.25;46.75;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;12;2025-09;686.17;33.83;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;12;2025-10;658.0;38.0;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;13;2025-08;669.25;67.58;7.17;0.0;0.0;0.0;0.0
2SemDragagem2030;13;2025-09;653.33;59.92;6.75;0.0;0.0;0.0;0.0
2SemDragagem2030;13;2025-10;622.58;66.83;6.58;0.0;0.0;0.0;0.0
2SemDragagem2030;14;2025-08;694.58;49.42;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;14;2025-09;678.42;41.58;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;14;2025-10;652.25;43.75;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;15;2025-08;718.67;25.33;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;15;2025-09;705.83;14.17;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;15;2025-10;682.0;13.92;0.08;0.0;0.0;0.0;0.0
2SemDragagem2030;16;2025-08;718.92;24.83;0.25;0.0;0.0;0.0;0.0
2SemDragagem2030;16;2025-09;699.92;19.17;0.92;0.0;0.0;0.0;0.0
2SemDragagem2030;16;2025-10;674.58;21.17;0.25;0.0;0.0;0.0;0.0
2SemDragagem2030;17;2025-08;709.17;34.83;0.0;0.0;0.0;0.0;0.0
2SemDragagem2030;17;2025-09;692.33;26.83;0.83;0.0;0.0;0.0;0.0
2SemDragagem2030;17;2025-10;667.33;28.5;0.17;0.0;0.0;0.0;0.0
