SCENARIO_ID;ARRIVAL_ID;ROUTE_ID;START_TIME;END_TIME;FORWARD
2SemDragagem2030;3544;0;1000;1000;1
2SemDragagem2030;3544;1;1030;1050;1
2SemDragagem2030;3544;2;1050;1055;1
2SemDragagem2030;3544;3;1055;1060;1
2SemDragagem2030;3544;17;1060;1095;1
2SemDragagem2030;3544;17;4585;4595;0
2SemDragagem2030;3544;3;4595;4600;0
2SemDragagem2030;3544;2;4600;4605;0
2SemDragagem2030;3544;1;4605;4625;0
2SemDragagem2030;3545;0;950;950;1
2SemDragagem2030;3545;1;1100;1120;1
2SemDragagem2030;3545;2;1120;1125;1
2SemDragagem2030;3545;3;1125;1130;1
2SemDragagem2030;3545;4;1130;1135;1
2SemDragagem2030;3545;5;1135;1140;1
2SemDragagem2030;3545;6;1140;1145;1
2SemDragagem2030;3545;7;1145;1150;1
2SemDragagem2030;3545;8;1150;1155;1
2SemDragagem2030;3545;9;1155;1160;1
2SemDragagem2030;3545;10;1160;1165;1
2SemDragagem2030;3545;11;1165;1170;1
2SemDragagem2030;3545;88;1170;1185;1
2SemDragagem2030;3545;88;3775;3805;0
2SemDragagem2030;3545;11;3805;3810;0
2SemDragagem2030;3545;10;3810;3815;0
2SemDragagem2030;3545;9;3815;3820;0
2SemDragagem2030;3545;8;3820;3825;0
2SemDragagem2030;3545;7;3825;3830;0
2SemDragagem2030;3545;6;3830;3835;0
2SemDragagem2030;3545;5;3835;3840;0
2SemDragagem2030;3545;4;3840;3845;0
2SemDragagem2030;3545;3;3845;3850;0
2SemDragagem2030;3545;2;3850;3855;0
2SemDragagem2030;3545;1;3855;3875;0
2SemDragagem2030;3546;0;815;815;1
2SemDragagem2030;3546;1;1135;1155;1
2SemDragagem2030;3546;2;1155;1160;1
2SemDragagem2030;3546;3;1160;1165;1
2SemDragagem2030;3546;4;1165;1170;1
2SemDragagem2030;3546;5;1170;1175;1
2SemDragagem2030;3546;27;1175;1210;1
2SemDragagem2030;3546;27;7700;7710;0
2SemDragagem2030;3546;5;7710;7715;0
2SemDragagem2030;3546;4;7715;7720;0
2SemDragagem2030;3546;3;7720;7725;0
2SemDragagem2030;3546;2;7725;7730;0
2SemDragagem2030;3546;1;7730;7750;0
2SemDragagem2030;3547;0;1005;1005;1
2SemDragagem2030;3547;1;1190;1210;1
2SemDragagem2030;3547;2;1210;1215;1
2SemDragagem2030;3547;3;1215;1220;1
2SemDragagem2030;3547;4;1220;1225;1
2SemDragagem2030;3547;5;1225;1230;1
2SemDragagem2030;3547;6;1230;1235;1
2SemDragagem2030;3547;7;1235;1240;1
2SemDragagem2030;3547;8;1240;1245;1
2SemDragagem2030;3547;48;1245;1280;1
2SemDragagem2030;3547;48;10175;10185;0
2SemDragagem2030;3547;8;10185;10190;0
2SemDragagem2030;3547;7;10190;10195;0
2SemDragagem2030;3547;6;10195;10200;0
2SemDragagem2030;3547;5;10200;10205;0
2SemDragagem2030;3547;4;10205;10210;0
2SemDragagem2030;3547;3;10210;10215;0
2SemDragagem2030;3547;2;10215;10220;0
2SemDragagem2030;3547;1;10220;10240;0
2SemDragagem2030;3548;0;1010;1010;1
2SemDragagem2030;3548;1;1230;1250;1
2SemDragagem2030;3548;2;1250;1255;1
2SemDragagem2030;3548;3;1255;1260;1
2SemDragagem2030;3548;4;1260;1265;1
2SemDragagem2030;3548;5;1265;1270;1
2SemDragagem2030;3548;6;1270;1275;1
2SemDragagem2030;3548;7;1275;1280;1
2SemDragagem2030;3548;8;1280;1285;1
2SemDragagem2030;3548;49;1285;1320;1
2SemDragagem2030;3548;49;5795;5805;0
2SemDragagem2030;3548;8;5805;5810;0
2SemDragagem2030;3548;7;5810;5815;0
2SemDragagem2030;3548;6;5815;5820;0
2SemDragagem2030;3548;5;5820;5825;0
2SemDragagem2030;3548;4;5825;5830;0
2SemDragagem2030;3548;3;5830;5835;0
2SemDragagem2030;3548;2;5835;5840;0
2SemDragagem2030;3548;1;5840;5860;0
2SemDragagem2030;3549;0;890;890;1
2SemDragagem2030;3549;1;1245;1265;1
2SemDragagem2030;3549;2;1265;1270;1
2SemDragagem2030;3549;3;1270;1275;1
2SemDragagem2030;3549;4;1275;1280;1
2SemDragagem2030;3549;5;1280;1285;1
2SemDragagem2030;3549;6;1285;1290;1
2SemDragagem2030;3549;7;1290;1295;1
2SemDragagem2030;3549;45;1295;1330;1
2SemDragagem2030;3549;45;4970;4980;0
2SemDragagem2030;3549;7;4980;4985;0
2SemDragagem2030;3549;6;4985;4990;0
2SemDragagem2030;3549;5;4990;4995;0
2SemDragagem2030;3549;4;4995;5000;0
2SemDragagem2030;3549;3;5000;5005;0
2SemDragagem2030;3549;2;5005;5010;0
2SemDragagem2030;3549;1;5010;5030;0
2SemDragagem2030;3550;0;945;945;1
2SemDragagem2030;3550;1;1175;1195;1
2SemDragagem2030;3550;2;1195;1200;1
2SemDragagem2030;3550;3;1200;1205;1
2SemDragagem2030;3550;4;1205;1210;1
2SemDragagem2030;3550;5;1210;1215;1
2SemDragagem2030;3550;6;1215;1220;1
2SemDragagem2030;3550;7;1220;1225;1
2SemDragagem2030;3550;8;1225;1230;1
2SemDragagem2030;3550;9;1230;1235;1
2SemDragagem2030;3550;10;1235;1240;1
2SemDragagem2030;3550;53;1240;1255;1
2SemDragagem2030;3550;53;2165;2195;0
2SemDragagem2030;3550;10;2195;2200;0
2SemDragagem2030;3550;9;2200;2205;0
2SemDragagem2030;3550;8;2205;2210;0
2SemDragagem2030;3550;7;2210;2215;0
2SemDragagem2030;3550;6;2215;2220;0
2SemDragagem2030;3550;5;2220;2225;0
2SemDragagem2030;3550;4;2225;2230;0
2SemDragagem2030;3550;3;2230;2235;0
2SemDragagem2030;3550;2;2235;2240;0
2SemDragagem2030;3550;1;2240;2260;0
2SemDragagem2030;3551;0;945;945;1
2SemDragagem2030;3551;1;945;965;1
2SemDragagem2030;3551;2;965;970;1
2SemDragagem2030;3551;3;970;975;1
2SemDragagem2030;3551;4;975;980;1
2SemDragagem2030;3551;5;980;985;1
2SemDragagem2030;3551;6;985;990;1
2SemDragagem2030;3551;7;990;995;1
2SemDragagem2030;3551;8;995;1000;1
2SemDragagem2030;3551;9;1000;1005;1
2SemDragagem2030;3551;10;1005;1010;1
2SemDragagem2030;3551;52;1010;1045;1
2SemDragagem2030;3551;52;2680;2710;0
2SemDragagem2030;3551;10;2710;2715;0
2SemDragagem2030;3551;9;2715;2720;0
2SemDragagem2030;3551;8;2720;2725;0
2SemDragagem2030;3551;7;2725;2730;0
2SemDragagem2030;3551;6;2730;2735;0
2SemDragagem2030;3551;5;2735;2740;0
2SemDragagem2030;3551;4;2740;2745;0
2SemDragagem2030;3551;3;2745;2750;0
2SemDragagem2030;3551;2;2750;2755;0
2SemDragagem2030;3551;1;2755;2775;0
2SemDragagem2030;3552;0;880;880;1
2SemDragagem2030;3552;1;1260;1280;1
2SemDragagem2030;3552;2;1280;1285;1
2SemDragagem2030;3552;3;1285;1290;1
2SemDragagem2030;3552;4;1290;1295;1
2SemDragagem2030;3552;5;1295;1300;1
2SemDragagem2030;3552;31;1300;1335;1
2SemDragagem2030;3552;31;5040;5050;0
2SemDragagem2030;3552;5;5050;5055;0
2SemDragagem2030;3552;4;5055;5060;0
2SemDragagem2030;3552;3;5060;5065;0
2SemDragagem2030;3552;2;5065;5070;0
2SemDragagem2030;3552;1;5070;5090;0
2SemDragagem2030;3553;0;945;945;1
2SemDragagem2030;3553;1;960;980;1
2SemDragagem2030;3553;2;980;985;1
2SemDragagem2030;3553;3;985;990;1
2SemDragagem2030;3553;4;990;995;1
2SemDragagem2030;3553;5;995;1000;1
2SemDragagem2030;3553;6;1000;1005;1
2SemDragagem2030;3553;7;1005;1010;1
2SemDragagem2030;3553;8;1010;1015;1
2SemDragagem2030;3553;47;1015;1050;1
2SemDragagem2030;3553;47;3265;3275;0
2SemDragagem2030;3553;8;3275;3280;0
2SemDragagem2030;3553;7;3280;3285;0
2SemDragagem2030;3553;6;3285;3290;0
2SemDragagem2030;3553;5;3290;3295;0
2SemDragagem2030;3553;4;3295;3300;0
2SemDragagem2030;3553;3;3300;3305;0
2SemDragagem2030;3553;2;3305;3310;0
2SemDragagem2030;3553;1;3310;3330;0
2SemDragagem2030;3554;0;945;945;1
2SemDragagem2030;3554;1;6220;6240;1
2SemDragagem2030;3554;2;6240;6245;1
2SemDragagem2030;3554;3;6245;6250;1
2SemDragagem2030;3554;4;6250;6255;1
2SemDragagem2030;3554;5;6255;6260;1
2SemDragagem2030;3554;6;6260;6265;1
2SemDragagem2030;3554;7;6265;6270;1
2SemDragagem2030;3554;8;6270;6275;1
2SemDragagem2030;3554;47;6275;6310;1
2SemDragagem2030;3554;47;10190;10200;0
2SemDragagem2030;3554;8;10200;10205;0
2SemDragagem2030;3554;7;10205;10210;0
2SemDragagem2030;3554;6;10210;10215;0
