SCENARIO_ID;ARRIVAL_ID;ROUTE_ID;START_TIME;END_TIME;FORWARD
2SemDragagem20302;3795;0;950;950;1
2SemDragagem20302;3795;1;1085;1105;1
2SemDragagem20302;3795;2;1105;1110;1
2SemDragagem20302;3795;3;1110;1115;1
2SemDragagem20302;3795;4;1115;1120;1
2SemDragagem20302;3795;5;1120;1125;1
2SemDragagem20302;3795;6;1125;1130;1
2SemDragagem20302;3795;7;1130;1135;1
2SemDragagem20302;3795;8;1135;1140;1
2SemDragagem20302;3795;9;1140;1145;1
2SemDragagem20302;3795;10;1145;1150;1
2SemDragagem20302;3795;11;1150;1155;1
2SemDragagem20302;3795;88;1155;1170;1
2SemDragagem20302;3795;88;3600;3630;0
2SemDragagem20302;3795;11;3630;3635;0
2SemDragagem20302;3795;10;3635;3640;0
2SemDragagem20302;3795;9;3640;3645;0
2SemDragagem20302;3795;8;3645;3650;0
2SemDragagem20302;3795;7;3650;3655;0
2SemDragagem20302;3795;6;3655;3660;0
2SemDragagem20302;3795;5;3660;3665;0
2SemDragagem20302;3795;4;3665;3670;0
2SemDragagem20302;3795;3;3670;3675;0
2SemDragagem20302;3795;2;3675;3680;0
2SemDragagem20302;3795;1;3680;3700;0
2SemDragagem20302;3796;0;820;820;1
2SemDragagem20302;3796;1;1035;1055;1
2SemDragagem20302;3796;2;1055;1060;1
2SemDragagem20302;3796;3;1060;1065;1
2SemDragagem20302;3796;4;1065;1070;1
2SemDragagem20302;3796;5;1070;1075;1
2SemDragagem20302;3796;6;1075;1080;1
2SemDragagem20302;3796;7;1080;1085;1
2SemDragagem20302;3796;8;1085;1090;1
2SemDragagem20302;3796;9;1090;1095;1
2SemDragagem20302;3796;10;1095;1100;1
2SemDragagem20302;3796;11;1100;1105;1
2SemDragagem20302;3796;62;1105;1120;1
2SemDragagem20302;3796;62;3960;3990;0
2SemDragagem20302;3796;11;3990;3995;0
2SemDragagem20302;3796;10;3995;4000;0
2SemDragagem20302;3796;9;4000;4005;0
2SemDragagem20302;3796;8;4005;4010;0
2SemDragagem20302;3796;7;4010;4015;0
2SemDragagem20302;3796;6;4015;4020;0
2SemDragagem20302;3796;5;4020;4025;0
2SemDragagem20302;3796;4;4025;4030;0
2SemDragagem20302;3796;3;4030;4035;0
2SemDragagem20302;3796;2;4035;4040;0
2SemDragagem20302;3796;1;4040;4060;0
2SemDragagem20302;3797;0;755;755;1
2SemDragagem20302;3797;1;785;805;1
2SemDragagem20302;3797;2;805;810;1
2SemDragagem20302;3797;3;810;815;1
2SemDragagem20302;3797;4;815;820;1
2SemDragagem20302;3797;5;820;825;1
2SemDragagem20302;3797;6;825;830;1
2SemDragagem20302;3797;7;830;835;1
2SemDragagem20302;3797;8;835;840;1
