SCENARIO_ID;ARRIVAL_ID;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;MARKET_CATEGORY
2SemDragagem20302;3795;0.0;0.0;2.25;2.25;GL
2SemDragagem20302;3796;0.0;0.0;3.58;3.58;GL
2SemDragagem20302;3797;0.42;0.0;0.08;0.5;CGC
2SemDragagem20302;3798;0.0;0.0;0.0;0.0;GSA - I
2SemDragagem20302;3799;0.0;0.0;0.83;0.83;GSA - E
2SemDragagem20302;3800;0.0;0.0;3.5;3.5;GSA - E
2SemDragagem20302;3801;0.0;0.0;0.67;0.67;GSA - E
2SemDragagem20302;3802;6.33;37.08;2.83;46.25;GSA - E
2SemDragagem20302;3803;0.0;0.0;0.75;0.75;CGC
2SemDragagem20302;3804;0.0;0.0;3.25;3.25;CGC
2SemDragagem20302;3805;0.0;0.0;3.67;3.67;CGNC
2SemDragagem20302;3806;0.0;0.0;4.42;4.42;GSA - E
2SemDragagem20302;3807;0.0;0.0;3.17;3.17;GSM - I
2SemDragagem20302;3808;0.0;0.0;3.67;3.67;CGC
2SemDragagem20302;3809;0.0;0.0;0.0;0.0;CGC
2SemDragagem20302;3810;64.75;0.0;1.0;65.75;CGC
2SemDragagem20302;3811;0.0;0.0;0.0;0.0;GL
2SemDragagem20302;3812;0.0;0.0;0.17;0.17;GSM - I
2SemDragagem20302;3813;0.0;0.0;0.0;0.0;RORO
2SemDragagem20302;3814;0.0;0.0;0.0;0.0;GSA - E
2SemDragagem20302;3815;0.0;0.0;1.75;1.75;GSA - E
2SemDragagem20302;3816;0.0;0.0;0.67;0.67;GL
2SemDragagem20302;3817;5.75;52.25;7.0;65.0;GL
2SemDragagem20302;3818;5.75;48.42;3.25;57.42;GL
2SemDragagem20302;3819;0.0;0.0;0.0;0.0;GL
2SemDragagem20302;3820;0.25;0.0;2.5;2.75;GSA - E
2SemDragagem20302;3821;0.0;0.0;0.33;0.33;CGNC
2SemDragagem20302;3822;0.0;0.0;2.17;2.17;CGNC
2SemDragagem20302;3823;37.75;0.0;3.83;41.58;CGC
2SemDragagem20302;3824;39.67;0.0;0.5;40.17;CGC
2SemDragagem20302;3825;49.83;112.25;0.0;162.08;GSA - E
2SemDragagem20302;3826;18.67;51.92;0.0;70.58;GSA - E
2SemDragagem20302;3827;27.25;53.08;4.25;84.58;GSA - E
2SemDragagem20302;3828;0.0;0.0;1.33;1.33;CGC
2SemDragagem20302;3829;0.0;1.92;0.0;1.92;CGC
2SemDragagem20302;3830;47.83;6.5;0.0;54.33;CGC
2SemDragagem20302;3831;2.5;45.0;0.0;47.5;CGNC
2SemDragagem20302;3832;11.83;31.0;0.0;42.83;GSA - E
2SemDragagem20302;3833;3.25;49.08;2.58;54.92;GSM - I
2SemDragagem20302;3834;15.42;126.58;3.67;145.67;GSM - I
2SemDragagem20302;3835;0.0;0.0;0.0;0.0;CGC
2SemDragagem20302;3836;43.42;4.08;2.25;49.75;CGC
2SemDragagem20302;3837;0.08;0.0;0.25;0.33;GSA - E
2SemDragagem20302;3838;0.0;0.0;1.42;1.42;GSA - E
2SemDragagem20302;3839;0.0;0.0;0.0;0.0;RORO
2SemDragagem20302;3840;7.75;44.17;3.5;55.42;GSA - E
2SemDragagem20302;3841;0.0;0.0;0.58;0.58;GSA - E
2SemDragagem20302;3842;5.75;52.58;7.42;65.75;GL
2SemDragagem20302;3843;12.08;22.75;0.33;35.17;GSA - E
2SemDragagem20302;3844;2.17;0.0;1.92;4.08;CGNC
2SemDragagem20302;3845;0.0;0.0;0.33;0.33;GSA - E
2SemDragagem20302;3846;9.58;0.0;0.75;10.33;GL
2SemDragagem20302;3847;26.75;7.5;6.75;41.0;CGC
2SemDragagem20302;3848;37.33;9.5;6.25;53.08;CGC
2SemDragagem20302;3849;0.0;0.0;2.58;2.58;GL
2SemDragagem20302;3850;68.75;145.0;0.0;213.75;GSA - E
2SemDragagem20302;3851;0.0;0.0;0.25;0.25;CGC
2SemDragagem20302;3852;0.0;0.0;0.0;0.0;CGC
2SemDragagem20302;3853;32.25;17.08;0.33;49.67;CGC
2SemDragagem20302;3854;23.08;49.33;2.58;75.0;GSA - E
2SemDragagem20302;3855;20.33;153.25;5.0;178.58;GSM - I
2SemDragagem20302;3856;133.92;123.25;2.25;259.42;GSM - I
2SemDragagem20302;3857;0.0;0.0;0.0;0.0;CGC
2SemDragagem20302;3858;1.25;0.0;4.17;5.42;CGC
2SemDragagem20302;3859;19.58;0.42;6.42;26.42;CGC
2SemDragagem20302;3860;51.92;18.08;19.92;89.92;CGC
2SemDragagem20302;3861;28.67;61.75;0.0;90.42;GSA - E
2SemDragagem20302;3862;18.0;77.58;6.67;102.25;GSA - E
2SemDragagem20302;3863;11.42;35.67;10.0;57.08;GL
2SemDragagem20302;3864;18.67;48.67;1.42;68.75;GSA - E
2SemDragagem20302;3865;0.0;0.0;3.25;3.25;CGNC
2SemDragagem20302;3866;12.17;61.75;12.08;86.0;GL
2SemDragagem20302;3867;0.0;0.0;0.58;0.58;GL
2SemDragagem20302;3868;0.0;0.0;1.33;1.33;CGC
2SemDragagem20302;3869;7.33;19.08;1.17;27.58;GSA - E
2SemDragagem20302;3870;30.92;69.75;2.75;103.42;GSA - E
2SemDragagem20302;3871;12.42;79.92;6.75;99.08;GSA - E
2SemDragagem20302;3872;64.75;75.58;5.67;146.0;GSA - E
2SemDragagem20302;3873;22.75;174.75;11.08;208.58;GSA - E
2SemDragagem20302;3874;0.0;0.08;2.83;2.92;CGC
2SemDragagem20302;3875;0.0;12.58;4.5;17.08;CGC
2SemDragagem20302;3876;0.0;0.0;0.17;0.17;GSA - E
2SemDragagem20302;3877;19.08;31.17;6.92;57.17;GSA - E
2SemDragagem20302;3878;16.42;89.58;15.25;121.25;GSA - E
2SemDragagem20302;3879;25.92;282.92;7.92;316.75;GSM - I
2SemDragagem20302;3880;19.83;155.08;5.92;180.83;GSA - I
2SemDragagem20302;3881;9.25;0.0;41.58;50.83;CGC
2SemDragagem20302;3882;9.25;18.83;38.5;66.58;CGC
2SemDragagem20302;3883;9.25;18.83;27.42;55.5;CGC
2SemDragagem20302;3884;76.92;10.83;7.67;95.42;CGC
2SemDragagem20302;3885;6.0;39.83;0.0;45.83;GSM - I
2SemDragagem20302;3886;0.0;0.0;2.08;2.08;RORO
2SemDragagem20302;3887;9.17;40.5;4.5;54.17;GSA - E
2SemDragagem20302;3888;11.5;33.58;4.58;49.67;GSA - E
2SemDragagem20302;3889;0.0;0.0;3.0;3.0;GSM - I
2SemDragagem20302;3890;12.17;48.0;13.17;73.33;GL
2SemDragagem20302;3891;0.0;0.0;0.5;0.5;GL
2SemDragagem20302;3892;0.0;10.0;3.75;13.75;GL
2SemDragagem20302;3893;46.42;83.42;3.33;133.17;GSA - E
2SemDragagem20302;3894;0.0;0.0;0.33;0.33;CGNC
2SemDragagem20302;3895;0.0;0.0;0.75;0.75;CGNC
2SemDragagem20302;3896;10.75;33.17;2.0;45.92;CGNC
2SemDragagem20302;3897;0.0;0.0;0.0;0.0;GSA - E
2SemDragagem20302;3898;8.0;18.17;7.0;33.17;GSA - E
2SemDragagem20302;3899;0.0;5.08;0.0;5.08;CGC
2SemDragagem20302;3900;8.25;21.08;1.0;30.33;CGC
2SemDragagem20302;3901;54.25;7.0;0.25;61.5;CGC
