SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
2SemDragagem20302;3795;154
2SemDragagem20302;3796;2
2SemDragagem20302;3797;64
2SemDragagem20302;3798;40
2SemDragagem20302;3799;19
2SemDragagem20302;3800;17
2SemDragagem20302;3801;27
2SemDragagem20302;3802;27
2SemDragagem20302;3803;84
2SemDragagem20302;3804;85
2SemDragagem20302;3805;41
2SemDragagem20302;3806;23
2SemDragagem20302;3807;30
2SemDragagem20302;3808;103
2SemDragagem20302;3809;107
2SemDragagem20302;3810;107
2SemDragagem20302;3811;6
2SemDragagem20302;3812;114
2SemDragagem20302;3813;115
2SemDragagem20302;3814;117
2SemDragagem20302;3815;121
2SemDragagem20302;3816;3
2SemDragagem20302;3817;5
2SemDragagem20302;3818;3
2SemDragagem20302;3819;8
2SemDragagem20302;3820;56
2SemDragagem20302;3821;161
2SemDragagem20302;3822;53
2SemDragagem20302;3823;67
2SemDragagem20302;3824;64
2SemDragagem20302;3825;17
2SemDragagem20302;3826;17
2SemDragagem20302;3827;27
2SemDragagem20302;3828;84
2SemDragagem20302;3829;85
2SemDragagem20302;3830;85
2SemDragagem20302;3831;41
2SemDragagem20302;3832;23
2SemDragagem20302;3833;30
2SemDragagem20302;3834;30
2SemDragagem20302;3835;103
2SemDragagem20302;3836;181
2SemDragagem20302;3837;111
2SemDragagem20302;3838;58
2SemDragagem20302;3839;115
2SemDragagem20302;3840;121
2SemDragagem20302;3841;123
2SemDragagem20302;3842;3
2SemDragagem20302;3843;56
2SemDragagem20302;3844;163
2SemDragagem20302;3845;60
2SemDragagem20302;3846;2
2SemDragagem20302;3847;67
2SemDragagem20302;3848;66
2SemDragagem20302;3849;35
2SemDragagem20302;3850;17
2SemDragagem20302;3851;87
2SemDragagem20302;3852;84
2SemDragagem20302;3853;84
2SemDragagem20302;3854;23
2SemDragagem20302;3855;30
2SemDragagem20302;3856;30
2SemDragagem20302;3857;103
2SemDragagem20302;3858;109
2SemDragagem20302;3859;109
2SemDragagem20302;3860;107
2SemDragagem20302;3861;58
2SemDragagem20302;3862;121
2SemDragagem20302;3863;6
2SemDragagem20302;3864;56
2SemDragagem20302;3865;165
2SemDragagem20302;3866;5
2SemDragagem20302;3867;91
2SemDragagem20302;3868;66
2SemDragagem20302;3869;19
2SemDragagem20302;3870;19
2SemDragagem20302;3871;27
2SemDragagem20302;3872;27
2SemDragagem20302;3873;27
2SemDragagem20302;3874;85
2SemDragagem20302;3875;84
2SemDragagem20302;3876;25
2SemDragagem20302;3877;25
2SemDragagem20302;3878;25
2SemDragagem20302;3879;30
2SemDragagem20302;3880;20
2SemDragagem20302;3881;105
2SemDragagem20302;3882;107
2SemDragagem20302;3883;109
2SemDragagem20302;3884;109
2SemDragagem20302;3885;114
2SemDragagem20302;3886;115
2SemDragagem20302;3887;117
2SemDragagem20302;3888;123
2SemDragagem20302;3889;120
