SCENARIO_ID;ARRIVAL_ID;BEAM;LENGTH;DRAFT;IS_NEW_PANAMAX;IS_PASSENGER;IS_RORO;ARRIVAL_D;ARRIVAL_H;METOCEAN_QUEUE_TIME;BERTH_QUEUE_TIME;CHANNEL_QUEUE_TIME;TOTAL_QUEUE_TIME;METOCEAN_UNDOCK_QUEUE_TIME;CHANNEL_UNDOCK_QUEUE_TIME;TOTAL_UNDOCK_QUEUE_TIME;NON_P_DOCKED_DURATION;P_DOCKED_DURATION;DOCKED_DURATION;REAL_DOCK_D;REAL_DOCK_H;REAL_UNDOCK_D;REAL_UNDOCK_H;REAL_BERTH;TERMINAL;MARKET_CATEGORY;SIZE_CATEGORY;BERTH;TRANSIT_IN_START_D;TRANSIT_IN_START_H;BERTH_ARRIVAL_D;BERTH_ARRIVAL_H;OPERATION_START_D;OPERATION_START_H;OPERATION_END_D;OPERATION_END_H;BERTH_DEPARTURE_D;BERTH_DEPARTURE_H;TRANSIT_OUT_END_D;TRANSIT_OUT_END_H;CARGO;DIRECTION
2SemDragagem20302;3795;23.0;155.0;10.25;0;0;0;1;15:47;0.0;0.0;2.25;2.25;1.25;0.0;1.25;6.86;32.32;40.5;;;;;;ADONAI;GL;;BERÇO IB OE;1;18:05;1;19:30;2;1:36;3;10:00;3.0;12:00;3.0;13:40;18000;2.0
2SemDragagem20302;3796;23.0;155.0;9.25;0;0;0;1;13:36;0.0;0.0;3.58;3.58;0.0;0.0;0.0;1.38;45.88;47.33;;;;;;AGEO_TERMINAIS;GL;;BERÇO Ageo I;1;17:15;1;18:40;1;19:17;3;17:15;3.0;18:00;3.0;19:40;18000;2.0
2SemDragagem20302;3797;23.0;295.0;13.25;0;0;0;1;12:35;0.42;0.0;0.08;0.5;0.17;3.33;3.5;6.12;20.66;30.33;;;;;;BTP;CGC;;BERÇO BTP 1;1;13:05;1;14:55;1;20:17;2;17:00;2.0;21:15;2.0;23:00;4000;3.0
2SemDragagem20302;3798;23.0;185.0;10.25;0;0;0;1;9:38;0.0;0.0;0.0;0.0;0.0;1.17;1.17;11.52;131.03;143.75;;;;;;BUNGE;GSA - I;;BERÇO ARM 30;1;9:40;1;10:35;1;21:21;7;8:25;7.0;10:20;7.0;11:30;45000;2.0
2SemDragagem20302;3799;23.0;225.0;0.0;0;0;0;1;15:42;0.0;0.0;0.83;0.83;2.92;1.92;4.83;5.75;68.98;79.58;;;;;;COFCO;GSA - E;;BERÇO ARM 13/14;1;16:35;1;18:05;1;23:05;4;20:05;5.0;1:40;5.0;2:45;70000;1.0
2SemDragagem20302;3800;23.0;225.0;0.0;0;0;0;1;15:41;0.0;0.0;3.5;3.5;0.0;0.0;0.0;21.88;68.98;90.92;;;;;;COFCO;GSA - E;;BERÇO ARM 12A;1;19:15;1;20:45;2;17:52;5;14:55;5.0;15:40;5.0;16:45;70000;1.0
2SemDragagem20302;3801;23.0;195.0;0.0;0;0;0;1;13:42;0.0;0.0;0.67;0.67;0.0;0.0;0.0;3.49;39.48;43.0;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;1;14:25;1;15:50;1;18:34;3;10:05;3.0;10:50;3.0;11:50;45000;1.0
2SemDragagem20302;3802;23.0;225.0;0.0;0;0;0;1;13:42;6.33;37.08;2.83;46.25;0.0;1.08;1.08;2.38;58.85;62.33;;;;;;COPESUCAR;GSA - E;;BERÇO ARM 20/21;3;12:00;3;13:25;3;15:02;6;1:55;6.0;3:45;6.0;4:45;70000;1.0
2SemDragagem20302;3803;23.0;265.0;11.75;0;0;0;1;16:45;0.0;0.0;0.75;0.75;0.0;2.25;2.25;1.54;17.86;21.67;;;;;;DPW - CGC;CGC;;BERÇO DPW 1;1;17:30;1;18:50;1;19:37;2;13:30;2.0;16:30;2.0;18:05;3000;3.0
2SemDragagem20302;3804;23.0;255.0;11.75;0;0;0;1;15:41;0.0;0.0;3.25;3.25;0.0;0.92;0.92;2.03;17.86;20.83;;;;;;DPW - CGC;CGC;;BERÇO DPW 2;1;19:00;1;20:40;1;21:56;2;15:50;2.0;17:30;2.0;19:05;3000;3.0
