SCENARIO_ID;ARRIVAL_ID;LOA;BEAM;DRAFT;TERMINAL_ID;TERMINAL_MARKET_CATEGORY;BERTH;CATEGORY;DETAILED_CATEGORY;PROCESS_TIME
2SemDragagem2035;4260;235.0;23.0;12.25;3;CGC;BERÇO TECON10 1;CARGO;N/A;1155
2SemDragagem2035;4261;339.0;43.0;14.0;3;CGC;BERÇO TECON10 1;CARGO;N/A;1705
2SemDragagem2035;4262;155.0;23.0;9.25;11;GL;BERÇO Ageo I;CARGO;N/A;2830
2SemDragagem2035;4263;245.0;23.0;13.25;13;CGC;BERÇO BTP 1;CARGO;N/A;1200
2SemDragagem2035;4264;305.0;23.0;12.75;13;CGC;BERÇO BTP 2;CARGO;N/A;1475
2SemDragagem2035;4265;205.0;23.0;0.0;15;GL;BERÇO ARM 29;CARGO;N/A;4695
2SemDragagem2035;4266;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 13/14;CARGO;N/A;5680
2SemDragagem2035;4267;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;2595
2SemDragagem2035;4268;225.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;3715
2SemDragagem2035;4269;215.0;23.0;10.25;21;CGC;BERÇO DPW 1;CARGO;N/A;1075
2SemDragagem2035;4270;255.0;23.0;11.75;21;CGC;BERÇO DPW 2;CARGO;N/A;1210
2SemDragagem2035;4271;225.0;36.0;0.0;23;CGNC;BERÇO ARM 31;CARGO;N/A;2290
2SemDragagem2035;4272;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;3515
2SemDragagem2035;4273;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 19;CARGO;N/A;2660
2SemDragagem2035;4274;185.0;23.0;10.75;31;CGC;BERÇO TECON 1.1;CARGO;N/A;1195
2SemDragagem2035;4275;235.0;23.0;12.25;31;CGC;BERÇO TECON 1.2;CARGO;N/A;1185
2SemDragagem2035;4276;305.0;23.0;12.75;31;CGC;BERÇO TECON 2;CARGO;N/A;1390
2SemDragagem2035;4277;155.0;23.0;8.25;32;GL;BERÇO AL 02;CARGO;N/A;2040
2SemDragagem2035;4278;225.0;23.0;0.0;34;GSA - E;BERÇO TEG;CARGO;N/A;4745
2SemDragagem2035;4279;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1345
2SemDragagem2035;4280;195.0;23.0;9.25;37;RORO;BERÇO TEV;CARGO;RO-RO;1695
2SemDragagem2035;4281;225.0;23.0;0.0;41;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;4185
2SemDragagem2035;4282;225.0;23.0;0.0;41;GSA - E;BERÇO TIPLAM 3;CARGO;N/A;3860
2SemDragagem2035;4283;185.0;23.0;0.0;43;GL;BERÇO AL 01;CARGO;N/A;2015
2SemDragagem2035;4284;185.0;23.0;0.0;43;GL;BERÇO AL 01;CARGO;N/A;2005
2SemDragagem2035;4285;185.0;23.0;10.75;47;GL;BERÇO AL 03;CARGO;N/A;3820
2SemDragagem2035;4286;225.0;36.0;0.0;1;CGNC;BERÇO ARAUCO 1;CARGO;N/A;5995
2SemDragagem2035;4287;225.0;36.0;0.0;12;CGNC;BERÇO ARM 35P1;CARGO;N/A;6070
2SemDragagem2035;4288;225.0;36.0;0.0;12;CGNC;BERÇO ARM 35P2;CARGO;N/A;6035
2SemDragagem2035;4289;295.0;23.0;13.75;13;CGC;BERÇO BTP 3;CARGO;N/A;1535
2SemDragagem2035;4290;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 12A;CARGO;N/A;4365
2SemDragagem2035;4291;225.0;23.0;0.0;16;GSA - E;BERÇO ARM 12A;CARGO;N/A;4875
2SemDragagem2035;4292;195.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;2570
2SemDragagem2035;4293;225.0;23.0;0.0;17;GSA - E;BERÇO ARM 20/21;CARGO;N/A;3705
2SemDragagem2035;4294;215.0;23.0;10.75;21;CGC;BERÇO DPW 1;CARGO;N/A;1015
2SemDragagem2035;4295;305.0;23.0;13.75;21;CGC;BERÇO DPW 2;CARGO;N/A;1540
2SemDragagem2035;4296;175.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;1815
2SemDragagem2035;4297;225.0;23.0;0.0;24;GSA - E;BERÇO ARM 16/17;CARGO;N/A;3395
2SemDragagem2035;4298;205.0;32.2;0.0;24;GSA - E;BERÇO ARM 19;CARGO;N/A;2545
2SemDragagem2035;4299;175.0;23.0;10.75;27;GSM - I;BERÇO ARM 22/23;CARGO;N/A;3915
2SemDragagem2035;4300;215.0;23.0;11.25;31;CGC;BERÇO TECON 1.1;CARGO;N/A;1320
2SemDragagem2035;4301;265.0;23.0;12.75;31;CGC;BERÇO TECON 3;CARGO;N/A;1315
2SemDragagem2035;4302;339.0;43.0;14.0;31;CGC;BERÇO TECON 3;CARGO;N/A;1670
2SemDragagem2035;4303;225.0;23.0;0.0;36;GSA - E;BERÇO ARM 38;CARGO;N/A;7170
2SemDragagem2035;4304;225.0;23.0;0.0;36;GSA - E;BERÇO ARM 38;CARGO;N/A;6790
2SemDragagem2035;4305;225.0;23.0;0.0;39;GSA - E;BERÇO OUT 2;CARGO;N/A;3840
2SemDragagem2035;4306;250.0;38.0;0.0;41;GSA - E;BERÇO TIPLAM 2;CARGO;N/A;4805
2SemDragagem2035;4307;225.0;23.0;13.25;42;GSM - I;BERÇO TIPLAM 4;CARGO;N/A;6885
2SemDragagem2035;4308;185.0;23.0;0.0;43;GL;BERÇO AL 02;CARGO;N/A;2010
2SemDragagem2035;4309;225.0;23.0;0.0;48;GSA - E;BERÇO ARM 37;CARGO;N/A;3365
