Day;arrivals;attended;saldo_dia;queue;SCENARIO_ID
1;26;22,0;4,0;4,0;2SemDragagem2035
2;24;13,0;11,0;15,0;2SemDragagem2035
3;23;8,0;15,0;30,0;2SemDragagem2035
4;31;32,0;-1,0;29,0;2SemDragagem2035
5;34;22,0;12,0;41,0;2SemDragagem2035
6;35;25,0;10,0;51,0;2SemDragagem2035
7;31;24,0;7,0;58,0;2SemDragagem2035
8;27;20,0;7,0;65,0;2SemDragagem2035
9;26;21,0;5,0;70,0;2SemDragagem2035
10;24;15,0;9,0;79,0;2SemDragagem2035
11;30;26,0;4,0;83,0;2SemDragagem2035
12;35;26,0;9,0;92,0;2SemDragagem2035
13;34;25,0;9,0;101,0;2SemDragagem2035
14;32;27,0;5,0;106,0;2SemDragagem2035
15;28;22,0;6,0;112,0;2SemDragagem2035
16;23;19,0;4,0;116,0;2SemDragagem2035
17;25;20,0;5,0;121,0;2SemDragagem2035
18;31;26,0;5,0;126,0;2SemDragagem2035
19;33;14,0;19,0;145,0;2SemDragagem2035
20;34;29,0;5,0;150,0;2SemDragagem2035
21;33;22,0;11,0;161,0;2SemDragagem2035
22;27;21,0;6,0;167,0;2SemDragagem2035
23;24;22,0;2,0;169,0;2SemDragagem2035
24;24;16,0;8,0;177,0;2SemDragagem2035
25;30;26,0;4,0;181,0;2SemDragagem2035
26;34;27,0;7,0;188,0;2SemDragagem2035
27;33;25,0;8,0;196,0;2SemDragagem2035
28;32;21,0;11,0;207,0;2SemDragagem2035
29;27;20,0;7,0;214,0;2SemDragagem2035
30;25;23,0;2,0;216,0;2SemDragagem2035
31;23;10,0;13,0;229,0;2SemDragagem2035
32;22;17,0;5,0;234,0;2SemDragagem2035
33;14;15,0;-1,0;233,0;2SemDragagem2035
34;25;21,0;4,0;237,0;2SemDragagem2035
35;26;27,0;-1,0;236,0;2SemDragagem2035
36;25;17,0;8,0;244,0;2SemDragagem2035
37;20;23,0;-3,0;241,0;2SemDragagem2035
38;16;18,0;-2,0;239,0;2SemDragagem2035
39;23;25,0;-2,0;237,0;2SemDragagem2035
40;13;17,0;-4,0;233,0;2SemDragagem2035
41;22;18,0;4,0;237,0;2SemDragagem2035
42;26;21,0;5,0;242,0;2SemDragagem2035
43;26;22,0;4,0;246,0;2SemDragagem2035
44;22;23,0;-1,0;245,0;2SemDragagem2035
45;17;19,0;-2,0;243,0;2SemDragagem2035
46;21;14,0;7,0;250,0;2SemDragagem2035
47;13;8,0;5,0;255,0;2SemDragagem2035
48;22;2,0;20,0;275,0;2SemDragagem2035
49;27;9,0;18,0;293,0;2SemDragagem2035
50;26;37,0;-11,0;282,0;2SemDragagem2035
51;20;21,0;-1,0;281,0;2SemDragagem2035
52;18;17,0;1,0;282,0;2SemDragagem2035
53;22;24,0;-2,0;280,0;2SemDragagem2035
54;14;23,0;-9,0;271,0;2SemDragagem2035
55;24;22,0;2,0;273,0;2SemDragagem2035
56;26;24,0;2,0;275,0;2SemDragagem2035
57;26;23,0;3,0;278,0;2SemDragagem2035
58;20;19,0;1,0;279,0;2SemDragagem2035
59;16;14,0;2,0;281,0;2SemDragagem2035
60;22;18,0;4,0;285,0;2SemDragagem2035
61;14;27,0;-13,0;272,0;2SemDragagem2035
62;15;16,0;-1,0;271,0;2SemDragagem2035
63;16;19,0;-3,0;268,0;2SemDragagem2035
64;23;19,0;4,0;272,0;2SemDragagem2035
65;22;20,0;2,0;274,0;2SemDragagem2035
66;25;13,0;12,0;286,0;2SemDragagem2035
67;30;29,0;1,0;287,0;2SemDragagem2035
68;21;19,0;2,0;289,0;2SemDragagem2035
69;15;19,0;-4,0;285,0;2SemDragagem2035
70;15;19,0;-4,0;281,0;2SemDragagem2035
71;22;22,0;0,0;281,0;2SemDragagem2035
72;23;19,0;4,0;285,0;2SemDragagem2035
73;25;21,0;4,0;289,0;2SemDragagem2035
74;30;29,0;1,0;290,0;2SemDragagem2035
75;22;16,0;6,0;296,0;2SemDragagem2035
76;15;20,0;-5,0;291,0;2SemDragagem2035
77;16;18,0;-2,0;289,0;2SemDragagem2035
78;23;23,0;0,0;289,0;2SemDragagem2035
79;21;13,0;8,0;297,0;2SemDragagem2035
80;26;21,0;5,0;302,0;2SemDragagem2035
81;30;22,0;8,0;310,0;2SemDragagem2035
82;20;19,0;1,0;311,0;2SemDragagem2035
83;16;17,0;-1,0;310,0;2SemDragagem2035
84;16;19,0;-3,0;307,0;2SemDragagem2035
85;23;15,0;8,0;315,0;2SemDragagem2035
86;23;17,0;6,0;321,0;2SemDragagem2035
87;27;23,0;4,0;325,0;2SemDragagem2035
88;30;26,0;4,0;329,0;2SemDragagem2035
89;23;23,0;0,0;329,0;2SemDragagem2035
90;16;16,0;0,0;329,0;2SemDragagem2035
91;16;0,0;16,0;345,0;2SemDragagem2035
92;22;0,0;22,0;367,0;2SemDragagem2035
