SCENARIO_ID;SEGMENT_ID;MONTH;HOURS_0_VESSELS;HOURS_1_VESSEL;HOURS_2_VESSELS;HOURS_3_VESSELS;HOURS_4_VESSELS;HOURS_5_VESSELS;HOURS_5PLUS_VESSELS
2SemDragagem2035;1;2025-08;357.25;340.5;46.25;0.0;0.0;0.0;0.0
2SemDragagem2035;1;2025-09;372.25;309.17;38.58;0.0;0.0;0.0;0.0
2SemDragagem2035;1;2025-10;349.17;310.67;36.17;0.0;0.0;0.0;0.0
2SemDragagem2035;2;2025-08;625.08;116.75;2.17;0.0;0.0;0.0;0.0
2SemDragagem2035;2;2025-09;618.92;99.67;1.42;0.0;0.0;0.0;0.0
2SemDragagem2035;2;2025-10;599.58;94.75;1.67;0.0;0.0;0.0;0.0
2SemDragagem2035;3;2025-08;639.17;104.83;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;3;2025-09;624.92;95.08;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;3;2025-10;600.92;95.08;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;4;2025-08;618.5;125.5;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;4;2025-09;603.92;116.08;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;4;2025-10;583.42;112.58;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;5;2025-08;621.67;122.33;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;5;2025-09;611.67;108.33;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;5;2025-10;587.17;108.83;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;6;2025-08;581.42;145.58;17.0;0.0;0.0;0.0;0.0
2SemDragagem2035;6;2025-09;570.83;137.92;11.25;0.0;0.0;0.0;0.0
2SemDragagem2035;6;2025-10;542.92;139.58;13.5;0.0;0.0;0.0;0.0
2SemDragagem2035;7;2025-08;641.67;100.83;1.5;0.0;0.0;0.0;0.0
2SemDragagem2035;7;2025-09;629.0;89.33;1.67;0.0;0.0;0.0;0.0
2SemDragagem2035;7;2025-10;603.92;91.0;1.08;0.0;0.0;0.0;0.0
2SemDragagem2035;8;2025-08;652.33;91.08;0.58;0.0;0.0;0.0;0.0
2SemDragagem2035;8;2025-09;636.92;82.67;0.42;0.0;0.0;0.0;0.0
2SemDragagem2035;8;2025-10;613.58;81.67;0.75;0.0;0.0;0.0;0.0
2SemDragagem2035;9;2025-08;665.0;78.17;0.83;0.0;0.0;0.0;0.0
2SemDragagem2035;9;2025-09;646.58;72.83;0.58;0.0;0.0;0.0;0.0
2SemDragagem2035;9;2025-10;624.25;71.0;0.75;0.0;0.0;0.0;0.0
2SemDragagem2035;10;2025-08;658.75;85.25;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;10;2025-09;637.83;82.17;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;10;2025-10;619.25;76.75;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;11;2025-08;662.92;73.08;8.0;0.0;0.0;0.0;0.0
2SemDragagem2035;11;2025-09;644.75;69.0;6.25;0.0;0.0;0.0;0.0
2SemDragagem2035;11;2025-10;619.5;67.92;8.58;0.0;0.0;0.0;0.0
2SemDragagem2035;12;2025-08;621.58;113.5;8.92;0.0;0.0;0.0;0.0
2SemDragagem2035;12;2025-09;616.17;94.25;9.58;0.0;0.0;0.0;0.0
2SemDragagem2035;12;2025-10;591.25;98.75;6.0;0.0;0.0;0.0;0.0
2SemDragagem2035;13;2025-08;667.67;72.25;4.08;0.0;0.0;0.0;0.0
2SemDragagem2035;13;2025-09;652.67;62.33;5.0;0.0;0.0;0.0;0.0
2SemDragagem2035;13;2025-10;622.17;67.5;6.33;0.0;0.0;0.0;0.0
2SemDragagem2035;14;2025-08;698.75;45.25;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;14;2025-09;676.67;43.33;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;14;2025-10;651.58;44.42;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;15;2025-08;718.67;25.17;0.17;0.0;0.0;0.0;0.0
2SemDragagem2035;15;2025-09;705.42;14.58;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;15;2025-10;680.75;15.25;0.0;0.0;0.0;0.0;0.0
2SemDragagem2035;16;2025-08;719.42;24.5;0.08;0.0;0.0;0.0;0.0
2SemDragagem2035;16;2025-09;698.42;21.5;0.08;0.0;0.0;0.0;0.0
2SemDragagem2035;16;2025-10;673.92;21.83;0.25;0.0;0.0;0.0;0.0
2SemDragagem2035;17;2025-08;710.83;32.92;0.25;0.0;0.0;0.0;0.0
2SemDragagem2035;17;2025-09;690.83;28.92;0.25;0.0;0.0;0.0;0.0
2SemDragagem2035;17;2025-10;665.75;30.25;0.0;0.0;0.0;0.0;0.0
