SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
2SemDragagem2035;4260;171
2SemDragagem2035;4261;171
2SemDragagem2035;4262;2
2SemDragagem2035;4263;64
2SemDragagem2035;4264;66
2SemDragagem2035;4265;35
2SemDragagem2035;4266;19
2SemDragagem2035;4267;27
2SemDragagem2035;4268;27
2SemDragagem2035;4269;84
2SemDragagem2035;4270;85
2SemDragagem2035;4271;41
2SemDragagem2035;4272;23
2SemDragagem2035;4273;25
2SemDragagem2035;4274;103
2SemDragagem2035;4275;105
2SemDragagem2035;4276;107
2SemDragagem2035;4277;6
2SemDragagem2035;4278;111
2SemDragagem2035;4279;115
2SemDragagem2035;4280;115
2SemDragagem2035;4281;121
2SemDragagem2035;4282;123
2SemDragagem2035;4283;3
2SemDragagem2035;4284;3
2SemDragagem2035;4285;8
2SemDragagem2035;4286;161
2SemDragagem2035;4287;145
2SemDragagem2035;4288;53
2SemDragagem2035;4289;64
2SemDragagem2035;4290;17
2SemDragagem2035;4291;17
2SemDragagem2035;4292;27
2SemDragagem2035;4293;27
2SemDragagem2035;4294;84
2SemDragagem2035;4295;84
2SemDragagem2035;4296;25
2SemDragagem2035;4297;23
2SemDragagem2035;4298;23
2SemDragagem2035;4299;30
2SemDragagem2035;4300;103
2SemDragagem2035;4301;109
2SemDragagem2035;4302;107
2SemDragagem2035;4303;58
2SemDragagem2035;4304;58
2SemDragagem2035;4305;141
2SemDragagem2035;4306;121
2SemDragagem2035;4307;126
2SemDragagem2035;4308;5
2SemDragagem2035;4309;56
2SemDragagem2035;4310;175
2SemDragagem2035;4311;173
2SemDragagem2035;4312;175
2SemDragagem2035;4313;167
2SemDragagem2035;4314;2
2SemDragagem2035;4315;66
2SemDragagem2035;4316;66
2SemDragagem2035;4317;67
2SemDragagem2035;4318;35
2SemDragagem2035;4319;87
2SemDragagem2035;4320;84
2SemDragagem2035;4321;85
2SemDragagem2035;4322;84
2SemDragagem2035;4323;25
2SemDragagem2035;4324;30
2SemDragagem2035;4325;103
2SemDragagem2035;4326;105
2SemDragagem2035;4327;109
2SemDragagem2035;4328;109
2SemDragagem2035;4329;107
2SemDragagem2035;4330;143
2SemDragagem2035;4331;119
2SemDragagem2035;4332;56
2SemDragagem2035;4333;163
2SemDragagem2035;4334;177
2SemDragagem2035;4335;170
2SemDragagem2035;4336;67
2SemDragagem2035;4337;35
2SemDragagem2035;4338;19
2SemDragagem2035;4339;27
2SemDragagem2035;4340;27
2SemDragagem2035;4341;27
2SemDragagem2035;4342;87
2SemDragagem2035;4343;85
2SemDragagem2035;4344;41
2SemDragagem2035;4345;25
2SemDragagem2035;4346;23
2SemDragagem2035;4347;92
2SemDragagem2035;4348;30
2SemDragagem2035;4349;41
2SemDragagem2035;4350;103
2SemDragagem2035;4351;109
2SemDragagem2035;4352;107
2SemDragagem2035;4353;114
2SemDragagem2035;4354;58
2SemDragagem2035;4355;117
2SemDragagem2035;4356;123
2SemDragagem2035;4357;123
2SemDragagem2035;4358;5
2SemDragagem2035;4359;127
2SemDragagem2035;4360;9
2SemDragagem2035;4361;56
2SemDragagem2035;4362;95
2SemDragagem2035;4363;97
2SemDragagem2035;4364;173
2SemDragagem2035;4365;173
2SemDragagem2035;4366;177
2SemDragagem2035;4367;177
2SemDragagem2035;4368;175
2SemDragagem2035;4369;171
2SemDragagem2035;4370;167
2SemDragagem2035;4371;93
2SemDragagem2035;4372;66
2SemDragagem2035;4373;64
2SemDragagem2035;4374;19
2SemDragagem2035;4375;17
2SemDragagem2035;4376;27
2SemDragagem2035;4377;27
2SemDragagem2035;4378;79
2SemDragagem2035;4379;87
2SemDragagem2035;4380;85
2SemDragagem2035;4381;41
2SemDragagem2035;4382;25
2SemDragagem2035;4383;23
2SemDragagem2035;4384;103
2SemDragagem2035;4385;105
2SemDragagem2035;4386;181
2SemDragagem2035;4387;109
2SemDragagem2035;4388;101
2SemDragagem2035;4389;115
2SemDragagem2035;4390;117
2SemDragagem2035;4391;121
2SemDragagem2035;4392;123
2SemDragagem2035;4393;126
2SemDragagem2035;4394;7
2SemDragagem2035;4395;56
2SemDragagem2035;4396;56
2SemDragagem2035;4397;99
2SemDragagem2035;4398;165
2SemDragagem2035;4399;175
2SemDragagem2035;4400;177
2SemDragagem2035;4401;173
2SemDragagem2035;4402;177
2SemDragagem2035;4403;170
2SemDragagem2035;4404;60
2SemDragagem2035;4405;1
2SemDragagem2035;4406;53
2SemDragagem2035;4407;145
2SemDragagem2035;4408;64
2SemDragagem2035;4409;35
2SemDragagem2035;4410;19
2SemDragagem2035;4412;79
2SemDragagem2035;4413;87
2SemDragagem2035;4414;87
2SemDragagem2035;4415;87
2SemDragagem2035;4416;84
2SemDragagem2035;4417;84
2SemDragagem2035;4418;85
2SemDragagem2035;4419;41
2SemDragagem2035;4420;25
2SemDragagem2035;4421;30
2SemDragagem2035;4422;101
2SemDragagem2035;4423;111
2SemDragagem2035;4424;58
2SemDragagem2035;4425;115
2SemDragagem2035;4426;115
2SemDragagem2035;4427;117
2SemDragagem2035;4428;121
2SemDragagem2035;4429;120
2SemDragagem2035;4430;3
2SemDragagem2035;4431;99
2SemDragagem2035;4432;97
2SemDragagem2035;4433;161
2SemDragagem2035;4434;171
2SemDragagem2035;4435;170
2SemDragagem2035;4436;92
2SemDragagem2035;4437;64
2SemDragagem2035;4438;67
2SemDragagem2035;4439;66
2SemDragagem2035;4440;67
2SemDragagem2035;4441;40
2SemDragagem2035;4442;17
2SemDragagem2035;4443;27
2SemDragagem2035;4444;87
2SemDragagem2035;4445;84
2SemDragagem2035;4446;85
2SemDragagem2035;4447;84
2SemDragagem2035;4448;23
2SemDragagem2035;4449;25
2SemDragagem2035;4450;181
2SemDragagem2035;4451;109
2SemDragagem2035;4452;109
2SemDragagem2035;4453;101
2SemDragagem2035;4454;114
2SemDragagem2035;4455;114
2SemDragagem2035;4456;58
2SemDragagem2035;4457;115
2SemDragagem2035;4458;115
2SemDragagem2035;4459;123
2SemDragagem2035;4460;123
2SemDragagem2035;4461;121
2SemDragagem2035;4462;5
2SemDragagem2035;4463;56
2SemDragagem2035;4464;175
2SemDragagem2035;4465;171
2SemDragagem2035;4466;94
2SemDragagem2035;4467;64
2SemDragagem2035;4468;66
2SemDragagem2035;4469;40
2SemDragagem2035;4470;19
2SemDragagem2035;4471;27
2SemDragagem2035;4472;27
2SemDragagem2035;4473;87
2SemDragagem2035;4474;85
2SemDragagem2035;4475;85
2SemDragagem2035;4476;23
2SemDragagem2035;4477;25
2SemDragagem2035;4478;30
2SemDragagem2035;4479;181
2SemDragagem2035;4480;107
2SemDragagem2035;4481;8
2SemDragagem2035;4482;111
2SemDragagem2035;4483;114
2SemDragagem2035;4484;117
2SemDragagem2035;4485;120
2SemDragagem2035;4486;3
2SemDragagem2035;4487;3
2SemDragagem2035;4488;10
2SemDragagem2035;4489;6
2SemDragagem2035;4490;56
2SemDragagem2035;4491;175
2SemDragagem2035;4492;2
2SemDragagem2035;4493;64
2SemDragagem2035;4494;67
2SemDragagem2035;4495;64
2SemDragagem2035;4496;17
2SemDragagem2035;4497;27
2SemDragagem2035;4498;79
2SemDragagem2035;4499;84
2SemDragagem2035;4500;87
2SemDragagem2035;4501;89
2SemDragagem2035;4502;25
2SemDragagem2035;4503;23
2SemDragagem2035;4504;30
2SemDragagem2035;4505;103
2SemDragagem2035;4506;109
2SemDragagem2035;4507;101
2SemDragagem2035;4508;111
2SemDragagem2035;4509;58
2SemDragagem2035;4510;115
2SemDragagem2035;4511;121
2SemDragagem2035;4512;126
2SemDragagem2035;4513;8
2SemDragagem2035;4514;56
2SemDragagem2035;4515;95
2SemDragagem2035;4516;97
2SemDragagem2035;4517;163
2SemDragagem2035;4518;173
2SemDragagem2035;4519;171
2SemDragagem2035;4520;177
2SemDragagem2035;4521;60
2SemDragagem2035;4522;67
2SemDragagem2035;4523;66
2SemDragagem2035;4524;64
2SemDragagem2035;4525;17
2SemDragagem2035;4526;17
2SemDragagem2035;4527;85
2SemDragagem2035;4528;84
2SemDragagem2035;4529;41
2SemDragagem2035;4530;23
2SemDragagem2035;4531;30
2SemDragagem2035;4532;105
2SemDragagem2035;4533;181
2SemDragagem2035;4534;109
2SemDragagem2035;4535;109
2SemDragagem2035;4536;111
2SemDragagem2035;4537;115
2SemDragagem2035;4538;123
2SemDragagem2035;4539;6
2SemDragagem2035;4540;95
2SemDragagem2035;4541;165
2SemDragagem2035;4542;3
2SemDragagem2035;4543;175
2SemDragagem2035;4544;153
2SemDragagem2035;4545;67
2SemDragagem2035;4546;17
2SemDragagem2035;4547;17
2SemDragagem2035;4548;27
2SemDragagem2035;4549;27
2SemDragagem2035;4550;27
2SemDragagem2035;4551;87
2SemDragagem2035;4552;84
2SemDragagem2035;4553;25
2SemDragagem2035;4554;25
2SemDragagem2035;4555;23
2SemDragagem2035;4556;92
2SemDragagem2035;4557;20
2SemDragagem2035;4558;103
2SemDragagem2035;4559;107
2SemDragagem2035;4560;107
2SemDragagem2035;4561;181
2SemDragagem2035;4562;114
2SemDragagem2035;4563;115
2SemDragagem2035;4564;117
2SemDragagem2035;4565;121
2SemDragagem2035;4566;123
2SemDragagem2035;4567;3
2SemDragagem2035;4568;127
2SemDragagem2035;4569;9
2SemDragagem2035;4570;56
2SemDragagem2035;4571;161
2SemDragagem2035;4572;173
2SemDragagem2035;4573;177
2SemDragagem2035;4574;171
2SemDragagem2035;4575;175
2SemDragagem2035;4576;173
2SemDragagem2035;4577;167
2SemDragagem2035;4578;60
2SemDragagem2035;4579;66
2SemDragagem2035;4580;66
2SemDragagem2035;4581;40
2SemDragagem2035;4582;19
2SemDragagem2035;4584;27
2SemDragagem2035;4585;27
2SemDragagem2035;4586;82
2SemDragagem2035;4587;85
2SemDragagem2035;4588;89
2SemDragagem2035;4589;25
2SemDragagem2035;4590;25
2SemDragagem2035;4591;105
2SemDragagem2035;4592;103
2SemDragagem2035;4593;109
2SemDragagem2035;4594;107
2SemDragagem2035;4595;109
2SemDragagem2035;4596;115
2SemDragagem2035;4597;117
2SemDragagem2035;4598;121
2SemDragagem2035;4599;123
2SemDragagem2035;4600;120
2SemDragagem2035;4601;9
2SemDragagem2035;4602;56
2SemDragagem2035;4603;56
2SemDragagem2035;4604;97
2SemDragagem2035;4605;99
2SemDragagem2035;4606;163
2SemDragagem2035;4607;175
2SemDragagem2035;4608;177
2SemDragagem2035;4609;177
2SemDragagem2035;4610;171
2SemDragagem2035;4611;167
2SemDragagem2035;4612;60
2SemDragagem2035;4613;91
2SemDragagem2035;4614;2
2SemDragagem2035;4615;53
2SemDragagem2035;4616;67
2SemDragagem2035;4617;35
2SemDragagem2035;4618;17
2SemDragagem2035;4619;19
2SemDragagem2035;4620;27
2SemDragagem2035;4621;82
2SemDragagem2035;4622;84
2SemDragagem2035;4623;85
2SemDragagem2035;4624;84
2SemDragagem2035;4625;85
2SemDragagem2035;4626;84
2SemDragagem2035;4627;87
2SemDragagem2035;4628;23
2SemDragagem2035;4629;30
2SemDragagem2035;4630;107
2SemDragagem2035;4631;58
2SemDragagem2035;4632;58
2SemDragagem2035;4633;58
2SemDragagem2035;4634;115
2SemDragagem2035;4635;117
2SemDragagem2035;4636;123
2SemDragagem2035;4637;121
2SemDragagem2035;4638;5
2SemDragagem2035;4639;56
2SemDragagem2035;4640;173
2SemDragagem2035;4641;175
2SemDragagem2035;4642;171
2SemDragagem2035;4643;94
2SemDragagem2035;4644;154
2SemDragagem2035;4645;67
2SemDragagem2035;4646;66
2SemDragagem2035;4647;64
2SemDragagem2035;4648;40
2SemDragagem2035;4649;17
2SemDragagem2035;4650;79
2SemDragagem2035;4651;84
2SemDragagem2035;4652;87
2SemDragagem2035;4653;85
2SemDragagem2035;4654;41
2SemDragagem2035;4655;23
2SemDragagem2035;4656;25
2SemDragagem2035;4657;105
2SemDragagem2035;4658;109
2SemDragagem2035;4659;107
2SemDragagem2035;4660;8
2SemDragagem2035;4661;111
2SemDragagem2035;4662;114
2SemDragagem2035;4663;58
2SemDragagem2035;4664;58
2SemDragagem2035;4665;115
2SemDragagem2035;4666;117
2SemDragagem2035;4667;121
2SemDragagem2035;4668;126
2SemDragagem2035;4669;119
2SemDragagem2035;4670;127
2SemDragagem2035;4671;95
2SemDragagem2035;4672;177
2SemDragagem2035;4673;173
2SemDragagem2035;4674;175
2SemDragagem2035;4675;92
2SemDragagem2035;4676;64
2SemDragagem2035;4677;66
2SemDragagem2035;4678;67
2SemDragagem2035;4679;19
2SemDragagem2035;4680;27
2SemDragagem2035;4681;27
2SemDragagem2035;4682;87
2SemDragagem2035;4683;85
2SemDragagem2035;4684;85
2SemDragagem2035;4685;25
2SemDragagem2035;4686;23
2SemDragagem2035;4687;105
