Day;MARKET_CATEGORY;arrivals;attended;saldo_dia;queue;SCENARIO_ID
1;CGC;9,0;8,0;1,0;1,0;2SemDragagem2035
2;CGC;6,0;3,0;3,0;4,0;2SemDragagem2035
3;CGC;15,0;3,0;12,0;16,0;2SemDragagem2035
4;CGC;7,0;15,0;-8,0;8,0;2SemDragagem2035
5;CGC;14,0;11,0;3,0;11,0;2SemDragagem2035
6;CGC;11,0;11,0;0,0;11,0;2SemDragagem2035
7;CGC;12,0;11,0;1,0;12,0;2SemDragagem2035
8;CGC;9,0;11,0;-2,0;10,0;2SemDragagem2035
9;CGC;8,0;7,0;1,0;11,0;2SemDragagem2035
10;CGC;12,0;6,0;6,0;17,0;2SemDragagem2035
11;CGC;8,0;12,0;-4,0;13,0;2SemDragagem2035
12;CGC;13,0;12,0;1,0;14,0;2SemDragagem2035
13;CGC;11,0;11,0;0,0;14,0;2SemDragagem2035
14;CGC;12,0;10,0;2,0;16,0;2SemDragagem2035
15;CGC;13,0;12,0;1,0;17,0;2SemDragagem2035
16;CGC;7,0;7,0;0,0;17,0;2SemDragagem2035
17;CGC;12,0;8,0;4,0;21,0;2SemDragagem2035
18;CGC;5,0;11,0;-6,0;15,0;2SemDragagem2035
19;CGC;14,0;7,0;7,0;22,0;2SemDragagem2035
20;CGC;13,0;11,0;2,0;24,0;2SemDragagem2035
21;CGC;11,0;9,0;2,0;26,0;2SemDragagem2035
22;CGC;11,0;11,0;0,0;26,0;2SemDragagem2035
23;CGC;8,0;11,0;-3,0;23,0;2SemDragagem2035
24;CGC;14,0;8,0;6,0;29,0;2SemDragagem2035
25;CGC;7,0;11,0;-4,0;25,0;2SemDragagem2035
26;CGC;11,0;13,0;-2,0;23,0;2SemDragagem2035
27;CGC;10,0;10,0;0,0;23,0;2SemDragagem2035
28;CGC;13,0;12,0;1,0;24,0;2SemDragagem2035
29;CGC;9,0;11,0;-2,0;22,0;2SemDragagem2035
30;CGC;7,0;9,0;-2,0;20,0;2SemDragagem2035
31;CGC;10,0;4,0;6,0;26,0;2SemDragagem2035
32;CGC;8,0;7,0;1,0;27,0;2SemDragagem2035
33;CGC;4,0;6,0;-2,0;25,0;2SemDragagem2035
34;CGC;11,0;8,0;3,0;28,0;2SemDragagem2035
35;CGC;15,0;12,0;3,0;31,0;2SemDragagem2035
36;CGC;15,0;11,0;4,0;35,0;2SemDragagem2035
37;CGC;7,0;11,0;-4,0;31,0;2SemDragagem2035
38;CGC;7,0;8,0;-1,0;30,0;2SemDragagem2035
39;CGC;8,0;12,0;-4,0;26,0;2SemDragagem2035
