SCENARIO_ID;ARRIVAL_ID;ROUTE_ID;START_TIME;END_TIME;FORWARD
S20254;1;0;-12775;-12775;1
S20254;1;1;2915;2935;1
S20254;1;2;2935;2940;1
S20254;1;3;2940;2945;1
S20254;1;19;2945;2980;1
S20254;1;19;6930;6940;0
S20254;1;3;6940;6945;0
S20254;1;2;6945;6950;0
S20254;1;1;6950;6970;0
S20254;6;0;-12275;-12275;1
S20254;6;1;880;900;1
S20254;6;2;900;905;1
S20254;6;3;905;910;1
S20254;6;4;910;915;1
S20254;6;5;915;920;1
S20254;6;36;920;935;1
S20254;6;36;2045;2075;0
S20254;6;5;2075;2080;0
S20254;6;4;2080;2085;0
S20254;6;3;2085;2090;0
S20254;6;2;2090;2095;0
S20254;6;1;2095;2115;0
S20254;15;0;-11320;-11320;1
S20254;15;1;11535;11555;1
S20254;15;2;11555;11560;1
S20254;15;3;11560;11565;1
S20254;15;4;11565;11570;1
S20254;15;25;11570;11585;1
S20254;15;25;19845;19875;0
S20254;15;4;19875;19880;0
S20254;15;3;19880;19885;0
S20254;15;2;19885;19890;0
S20254;15;1;19890;19910;0
S20254;16;0;-11320;-11320;1
S20254;16;1;40390;40410;1
S20254;16;2;40410;40415;1
S20254;16;3;40415;40420;1
S20254;16;4;40420;40425;1
S20254;16;5;40425;40430;1
S20254;16;6;40430;40435;1
S20254;16;7;40435;40440;1
S20254;16;45;40440;40475;1
S20254;16;45;42855;42865;0
S20254;16;7;42865;42870;0
S20254;16;6;42870;42875;0
S20254;16;5;42875;42880;0
S20254;16;4;42880;42885;0
S20254;16;3;42885;42890;0
S20254;16;2;42890;42895;0
S20254;16;1;42895;42915;0
S20254;19;0;-10980;-10980;1
S20254;19;1;16305;16325;1
S20254;19;2;16325;16330;1
S20254;19;3;16330;16335;1
S20254;19;4;16335;16340;1
S20254;19;5;16340;16345;1
S20254;19;6;16345;16350;1
S20254;19;42;16350;16365;1
S20254;19;42;19960;19990;0
S20254;19;6;19990;19995;0
S20254;19;5;19995;20000;0
S20254;19;4;20000;20005;0
S20254;19;3;20005;20010;0
S20254;19;2;20010;20015;0
S20254;19;1;20015;20035;0
S20254;30;0;-9900;-9900;1
S20254;30;1;80;100;1
S20254;30;2;100;105;1
S20254;30;3;105;110;1
S20254;30;4;110;115;1
S20254;30;5;115;120;1
S20254;30;6;120;125;1
