SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S005;1;1
S005;2;56
S005;3;63
S005;4;82
S005;5;86
S005;6;84
S005;7;89
S005;8;87
S005;9;97
S005;10;110
S005;11;106
S005;12;104
S005;13;108
S005;14;27
S005;16;27
S005;17;65
S005;18;63
S005;19;68
S005;20;145
S005;22;74
S005;23;5
S005;25;95
S005;26;114
S005;27;94
S005;28;77
S005;30;64
S005;31;66
S005;35;87
S005;36;7
S005;38;3
S005;39;106
S005;40;108
S005;43;79
S005;44;115
S005;45;141
S005;46;10
S005;47;91
S005;48;2
S005;49;65
S005;51;41
S005;52;85
S005;53;53
S005;54;47
S005;57;106
S005;58;108
S005;59;110
S005;60;114
S005;61;93
S005;62;63
S005;63;89
S005;64;84
S005;65;6
S005;66;147
S005;68;106
S005;70;93
S005;71;91
S005;72;92
S005;73;2
S005;74;77
S005;75;140
S005;76;56
S005;77;139
S005;78;146
S005;79;66
S005;81;89
S005;82;83
S005;83;8
S005;84;97
S005;86;108
S005;88;79
S005;89;143
S005;90;121
S005;91;94
S005;92;140
S005;93;63
S005;97;58
S005;99;105
S005;100;120
S005;102;56
S005;103;65
S005;110;19
S005;111;72
S005;112;95
S005;113;110
S005;114;106
S005;115;104
S005;116;5
S005;117;2
S005;118;65
S005;122;51
S005;124;5
S005;125;3
S005;126;97
S005;127;108
S005;134;47
S005;136;109
S005;137;110
S005;139;143
S005;140;122
