SCENARIO_ID;ARRIVAL_ID;MANEUVER_ID
S002;2;56
S002;13;106
S002;35;87
S002;71;1
S002;77;77
S002;78;146
S002;80;83
S002;90;125
S002;99;103
S002;101;27
S002;104;68
S002;108;86
S002;111;72
S002;118;63
S002;121;85
S002;128;107
S002;131;63
S002;132;83
S002;133;89
S002;134;53
S002;135;151
S002;136;109
S002;137;106
S002;138;101
S002;139;141
S002;140;120
S002;141;134
S002;142;60
S002;143;27
S002;144;66
S002;145;82
S002;146;83
S002;147;47
S002;149;147
S002;150;43
S002;152;106
S002;153;110
S002;154;108
S002;157;63
S002;158;86
S002;159;84
S002;160;58
S002;161;54
S002;162;43
S002;163;151
S002;164;3
S002;165;104
S002;166;106
S002;169;65
S002;173;106
S002;174;108
S002;178;60
S002;179;68
S002;180;64
S002;181;66
S002;183;85
S002;184;42
S002;185;6
S002;186;110
S002;188;5
S002;189;8
S002;16;27
S002;29;45
S002;45;143
S002;72;154
S002;73;2
S002;81;89
S002;87;110
S002;91;94
S002;96;84
S002;103;140
S002;106;86
S002;110;17
S002;112;95
S002;113;108
S002;115;104
S002;117;92
S002;119;65
S002;122;51
S002;124;3
S002;126;97
S002;127;106
